simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius1_source,radius2_source,compactness1,compactness2,mej_dyn,mej_wind,mej_total,phi,costheta,distmean,diststd
0,64051.108,1711334149.49,1.7755526,-0.75582883,101.73167,-43.305802,0.6794696,408.6239,1.5868911,1.5412053,-0.0087275151,-0.45158872,0.0866476,1.5868911,1.5412053,1.46035482767454,1.4183119435811238,11.890669,11.914609,0.18136,0.17579,0.002799,0.057345,0.060144,52.729895,0.777906,338.827222,113.404008
1,64307.7156,1733505049.53,0.62338936,-0.80975989,35.717579,-46.395824,2.6818813,339.98016,1.8585584,1.7937335,-0.01218869,0.065558061,0.072777,1.8585584,1.7937335,1.7324741161357176,1.6720469262604434,11.647412,11.719765,0.21965,0.21068,0.004543,0.000293,0.004836,32.06742,0.896181,283.550082,65.346507
2,61119.7867,1458067989.07,2.8075598,-0.053046081,160.861327,-3.039317,0.57445592,384.82888,1.6927687,1.636642,-0.079512782,-0.20560567,0.0818667,1.6927687,1.636642,1.5646740437135227,1.5127945455580476,11.820306,11.857425,0.19548,0.1884,0.00335,0.028165,0.031516,56.135778,0.839488,510.911771,154.289575
3,64151.7855,1720032684.8,0.11101211,-0.3267155,6.360525,-18.719419,0.49158396,389.41439,1.8779706,1.6236936,-0.16591808,0.24704728,0.0827902,1.8779706,1.6236936,1.7343808389514668,1.4995458758343327,11.644619,11.866845,0.21995,0.18661,0.004659,0.009769,0.014428,50.279994,0.881586,461.785941,152.162605
4,62265.3123,1557041400.19,0.90171014,0.34458973,51.664185,19.743537,0.21996888,99.830336,1.2075868,1.0791143,0.27584037,0.3978506,0.0221573,1.2075868,1.0791143,1.1814099101817543,1.0557223118361734,12.001668,12.029964,0.14536,0.12959,0.001735,0.038885,0.04062,52.497033,0.975904,81.284861,18.071208
5,63270.0045,1643846803.57,2.1593047,0.58154604,123.719046,33.320134,0.41403881,369.43215,2.1389029,1.2701962,-0.48795417,-0.13344878,0.0787579,2.1389029,1.2701962,1.9827460288637433,1.1774618059696944,11.084827,12.002894,0.26414,0.14486,0.074415,0.01355,0.087965,20.719214,0.915503,311.130526,84.060077
6,63169.3805,1635152894.82,2.9008096,0.014373412,166.204147,0.823536,0.60345345,432.66343,1.8372108,1.3019977,0.29434773,0.11004046,0.0914492,1.8372108,1.3019977,1.6832764520427475,1.192907242339212,11.707437,11.998878,0.21232,0.14681,0.007956,0.033545,0.041501,22.544129,0.823381,453.811438,168.235569
7,61600.949,1499640411.62,1.5279502,1.503946,87.545098,86.169758,0.99736689,155.56589,1.504213,1.1592641,-0.065913558,0.11710837,0.0342229,1.504213,1.1592641,1.4544378882260682,1.1209035086788197,11.894669,12.016338,0.18057,0.13775,0.003575,0.037451,0.041027,63.879201,0.542516,171.562344,55.525651
8,61602.3547,1499761860.01,0.24087834,0.34845931,13.801312,19.965248,0.40974475,284.13019,1.524452,1.0984851,-0.26748526,-0.22063351,0.061308,1.524452,1.0984851,1.4363897836879307,1.0350294893990857,11.904382,12.034145,0.17818,0.12701,0.004384,0.03124,0.035624,40.876248,0.917223,396.005487,155.385536
9,61746.8478,1512246072.02,3.658658,-0.5829733,209.625662,-33.40191,0.32023512,495.2151,2.1362364,2.0263305,0.29907593,0.35123765,0.1038138,2.1362364,2.0263305,1.935323148911145,1.8357539100048545,11.251852,11.484936,0.254,0.23604,0.0,0.0,0.006827,27.916637,0.949161,432.811214,116.724659
10,61940.7422,1528998543.13,3.6626717,1.3659519,209.85563,78.263279,0.40858347,200.9188,1.9133101,1.3332824,0.40489802,0.10762023,0.043892,1.9133101,1.3332824,1.8328621374822651,1.2772225628932208,11.490292,11.973625,0.23556,0.15752,0.012216,0.033227,0.045442,20.560548,0.917685,176.542858,43.916472
11,62293.0079,1559434302.17,2.7460636,-0.086227254,157.337855,-4.940458,2.7650344,358.63833,1.6192521,1.1264166,-0.42573968,-0.38243091,0.0765712,1.6192521,1.1264166,1.504082671159439,1.0463001336026265,11.864681,12.031547,0.1872,0.12842,0.00594,0.063527,0.069467,30.774227,0.929936,369.137134,130.900267
12,62592.5399,1585313868.41,3.1405317,0.9800612,179.939212,56.15337,1.0224974,166.15002,1.8719573,1.5193616,0.24386552,-0.2469416,0.0364911,1.8719573,1.5193616,1.8060525177337647,1.4658704250508285,11.537839,11.887718,0.23116,0.18209,0.006023,0.008718,0.014741,32.711788,0.521236,441.038104,125.569185
13,62256.9003,1556314605.34,4.5897327,0.41515315,262.972313,23.786523,0.45672763,248.67693,1.7403979,1.2723908,-0.43866491,0.31220502,0.0539373,1.7403979,1.2723908,1.6513296344386998,1.2072737128832234,11.74279,11.995211,0.20767,0.14863,0.006399,0.029383,0.035783,73.977849,0.8975,289.728409,92.954129
14,63062.5167,1625919862.2,5.9628576,0.17411008,341.646574,9.975773,1.6230049,142.36902,1.9479449,1.9194597,-0.34849143,-0.063728288,0.0313847,1.9479449,1.9194597,1.888669545698215,1.8610511414286062,11.373796,11.434966,0.24522,0.24034,0.0,0.0,0.00654,65.070302,0.052185,571.280986,225.363682
15,61550.0508,1495242811.13,5.7251294,-0.77400424,328.025752,-44.347176,0.84641729,185.59767,1.9787272,1.6964364,-0.042330883,-0.42727423,0.04064,1.9787272,1.6964364,1.9014521083665397,1.6301855907624572,11.342768,11.762705,0.24755,0.20466,0.006496,0.000359,0.006855,19.707424,0.662671,294.486526,99.517816
16,64263.2244,1729661003.17,4.4659459,0.2805062,255.879852,16.071821,2.751363,456.50203,2.0528789,1.5166999,0.33498681,-0.49495095,0.0961831,2.0528789,1.5166999,1.8727517957781568,1.383619102608318,11.409862,11.930968,0.24238,0.17125,0.00973,0.013548,0.023278,59.906991,0.924822,421.504311,118.417596
17,63930.4697,1700910996.49,1.4576184,0.85391339,83.515382,48.925633,2.4941076,171.74256,1.8678879,1.6842164,-0.166308,-0.15247245,0.0376866,1.8678879,1.6842164,1.8000500709576162,1.623049140330092,11.548305,11.769216,0.23018,0.20365,0.005078,0.000139,0.005217,48.835812,0.797603,165.19224,39.719144
18,61181.3836,1463389957.94,1.8094942,0.12912099,103.676381,7.398088,0.26935593,377.228,1.3634635,1.2281516,-0.36476108,0.30407995,0.0803335,1.3634635,1.2281516,1.2620765123625899,1.1368263895443733,11.978724,12.0133,0.15559,0.13974,0.001978,0.055335,0.057313,28.708534,0.963942,392.507212,134.266124
19,62615.5432,1587301348.02,3.2676855,0.26662913,187.224588,15.276724,1.6427144,109.87174,2.0346,1.9104148,-0.33713001,0.23483956,0.0243465,2.0346,1.9104148,1.9862419263164217,1.8650083418929526,11.072641,11.426997,0.2649,0.24102,0.0,0.0,0.007588,59.794629,0.071856,178.661062,59.829462
20,63851.4044,1694079761.78,4.7522374,-0.040393483,272.283146,-2.314376,0.056788453,499.25516,2.1357565,1.2398884,0.17714621,-0.49983925,0.1046062,2.1357565,1.2398884,1.9335004573628665,1.1224710253621668,11.256495,12.015974,0.25365,0.13795,0.083379,0.017309,0.100688,16.810721,0.998388,613.612708,177.538152
21,62233.6001,1554301469.7,6.0936405,0.39417638,349.139883,22.584643,0.90515089,232.68239,1.1579289,1.0977271,-0.44067785,0.0012404036,0.0505882,1.1579289,1.0977271,1.1021719874940388,1.0448690412106196,12.020405,12.031879,0.1354,0.12824,0.001511,0.031275,0.032786,58.891842,0.617567,238.342218,70.004688
22,62482.0055,1575763695.55,0.584177,1.1486174,33.470877,65.810929,2.4276377,406.15634,1.4835328,1.3210344,0.053129941,0.33506146,0.0861531,1.4835328,1.3210344,1.365859689024878,1.2162505842642415,11.939275,11.991721,0.16894,0.14978,0.00237,0.026565,0.028935,68.717278,0.755778,364.661707,125.859342
23,64485.1453,1748834970.89,4.3587706,0.99728472,249.739159,57.140205,0.47160216,389.87336,2.0137212,1.9233468,0.19114119,-0.05790266,0.0828826,2.0137212,1.9233468,1.8595932846687746,1.7761360377837692,11.438188,11.585663,0.24008,0.22639,0.0,0.0,0.006041,67.956752,0.890842,328.478411,112.282559
24,63644.2803,1676184232.71,3.9667616,-1.1022032,227.278698,-63.151592,2.5012826,397.57545,1.4526414,1.1638191,-0.47902906,0.39430368,0.0844313,1.4526414,1.1638191,1.339542158296846,1.0732068830484198,11.950882,12.026245,0.16552,0.13178,0.002621,0.043409,0.04603,61.34044,0.801911,384.710224,111.810574
25,61969.4098,1531475427.49,5.1219494,-0.40738213,293.466083,-23.341277,0.52825359,411.05245,1.6411505,1.5552773,0.45499906,0.31629348,0.087134,1.6411505,1.5552773,1.5096119934925156,1.4306215458525329,11.860256,11.909018,0.18796,0.1774,0.003005,0.052667,0.055672,71.083846,0.863689,364.253777,200.991351
26,62978.3568,1618648447.04,1.6556595,-0.49108327,94.862302,-28.136999,1.9326612,273.22865,1.8811215,1.726091,0.031809159,0.32605642,0.0590492,1.8811215,1.726091,1.7762361168237053,1.6298496270040752,11.585526,11.76306,0.2264,0.20461,0.004832,0.000369,0.005201,57.439655,0.354019,401.683078,130.757546
27,63809.47,1690456622.73,0.10637031,-0.27564086,6.09457,-15.793058,3.0245308,279.61738,1.7718836,1.5791978,-0.11060631,-0.29735005,0.0603738,1.7718836,1.5791978,1.6709990595615933,1.4892840808853003,11.720973,11.873708,0.21053,0.18522,0.004029,0.024272,0.028301,56.203683,0.993156,394.943002,130.749774
28,61980.9758,1532474726.69,1.1700082,-0.21856584,67.036532,-12.5229,0.5041951,481.93892,1.3424999,1.3391937,0.10374846,0.13872433,0.1012048,1.3424999,1.3391937,1.2191192164226392,1.2161168683752863,11.992792,11.991712,0.15012,0.14976,0.001896,0.045615,0.04751,16.571627,0.875564,452.753143,142.786249
29,61266.491,1470743243.04,5.0535935,1.351782,289.549579,77.451403,2.7350564,248.94829,2.050956,1.7410059,0.31295514,0.17925104,0.053994,2.050956,1.7410059,1.9458896481781018,1.651817668554079,11.218221,11.7425,0.25615,0.20773,0.0,0.0,0.007463,25.451278,0.918496,224.662978,48.262475
30,62154.4019,1547458742.48,0.59100446,-1.0203997,33.862061,-58.464596,1.0962362,156.00069,1.780182,1.2977562,-0.067693368,-0.17169043,0.0343162,1.780182,1.2977562,1.721119647213916,1.2546996279670688,11.671069,11.981228,0.21777,0.15465,0.007491,0.017991,0.025482,61.885721,0.456947,243.04485,58.486824
31,64088.9912,1714607256.22,1.8283859,1.1530563,104.758795,66.06526,2.7264231,268.54519,1.5671735,1.2311075,0.093105964,0.12308449,0.0580768,1.5671735,1.2311075,1.481152938551737,1.1635332599090544,11.879542,12.006604,0.18412,0.14311,0.003559,0.053626,0.057185,74.850164,0.915048,250.859876,88.032979
32,62637.5513,1589202853.06,1.5910721,-0.020006002,91.161716,-1.146259,2.5907433,360.37898,2.0739515,1.6222945,0.04057046,-0.37744141,0.0769242,2.0739515,1.6222945,1.9258100131865923,1.5064146834858656,11.278452,11.863219,0.25215,0.18752,0.008605,0.000389,0.008994,58.195931,0.85208,340.771799,106.321099
33,63090.4178,1628330516.4,1.0343004,1.0315547,59.261048,59.103731,0.64997473,251.20222,1.93191,1.6204542,0.35010746,0.0046247281,0.0544647,1.93191,1.6204542,1.8321239184175662,1.5367552828652484,11.492032,11.84193,0.23543,0.19164,0.005882,0.001306,0.007188,49.78978,0.796099,239.34758,62.38172
34,61144.589,1460210907.35,5.2262904,-1.4217888,299.444382,-81.462498,1.836134,203.9045,1.9259261,1.4675369,-0.47927666,0.16184293,0.044524,1.9259261,1.4675369,1.8438313127298604,1.4049814729685162,11.46992,11.920599,0.23739,0.17405,0.007992,0.012932,0.020924,26.005156,0.262235,432.928219,124.446025
35,61838.1445,1520134099.28,4.6812519,0.12245325,268.215977,7.016054,2.4631434,377.26547,1.8470137,1.2259798,0.18221959,0.44982889,0.080341,1.8470137,1.2259798,1.7096580024046133,1.134808136970726,11.676108,12.013775,0.21623,0.13949,0.012544,0.01961,0.032154,71.874741,0.778547,513.538052,154.193263
36,63746.6748,1685031119.86,3.972898,1.3230366,227.630288,75.804413,0.54939373,186.29927,2.0513368,1.544331,-0.16213126,-0.40206456,0.0407893,2.0513368,1.544331,1.9709434437363693,1.4838075636379315,11.131148,11.877612,0.26148,0.18448,0.011106,0.000367,0.011473,53.983969,0.852841,183.211689,34.884066
37,63489.6548,1662824591.31,3.6540228,0.96091679,209.360085,55.056477,2.4522569,279.72966,1.906401,1.4931011,-0.056415316,-0.45289981,0.060397,1.906401,1.4931011,1.7978180999641071,1.408058526331196,11.55201,11.919101,0.22982,0.17445,0.006582,0.031305,0.037888,44.342299,0.771669,479.537245,222.623107
38,61388.0483,1481245791.59,2.4167401,0.27156514,138.469008,15.559536,2.6487619,258.38679,1.9921631,1.3084505,-0.45403221,0.43412068,0.0559632,1.9921631,1.3084505,1.8865839196516092,1.2391062122173169,11.379454,11.985395,0.24482,0.15267,0.021036,0.042429,0.063465,66.683222,0.880997,257.80898,73.308673
39,63871.5869,1695823528.82,4.3232212,0.58618574,247.702329,33.585969,2.4046075,278.48592,1.9467156,1.5315558,-0.19131152,0.14930953,0.0601394,1.9467156,1.5315558,1.8362827084810653,1.4446740102220812,11.48383,11.901286,0.23613,0.17926,0.007006,0.00507,0.012076,72.196924,0.740498,338.993557,123.92788
40,62861.3999,1608543365.98,4.7898977,0.19795164,274.440923,11.341794,3.0802564,477.00037,1.8123462,1.5917405,-0.13083392,-0.077807195,0.1002322,1.8123462,1.5917405,1.6472397662829916,1.4467314518623278,11.745412,11.899939,0.2071,0.17953,0.003906,0.050071,0.053978,37.271088,0.99812,431.385959,143.26923
41,61874.7243,1523294600.34,3.9496061,-0.060622179,226.29576,-3.473395,0.21398069,462.97741,2.0372832,1.7453161,0.23808526,-0.33946306,0.0974643,2.0372832,1.7453161,1.856354812589921,1.5903169189858688,11.44524,11.798977,0.23952,0.19904,0.005946,0.000107,0.006054,45.947112,0.977193,602.691341,209.970372
42,61544.2778,1494744023.3,4.3048464,-0.95129243,246.64953,-54.505041,3.0081001,342.43221,1.8855685,1.5491667,0.19237651,-0.36693728,0.0732767,1.8855685,1.5491667,1.7568335582055747,1.4433991901193663,11.613876,11.901931,0.22339,0.17909,0.005318,0.020055,0.025373,21.906118,0.991103,266.384671,65.189175
43,61600.078,1499565156.5,5.9459147,-0.28142,340.675818,-16.124178,0.45478385,346.27187,2.0731893,1.8757364,-0.054267745,0.47354946,0.0740585,2.0731893,1.8757364,1.9302387280042066,1.7464006025919532,11.265944,11.62909,0.25301,0.22177,0.0,0.0,0.006805,72.591301,0.898356,468.601823,142.270992
44,62462.988,1574120581.71,5.1286029,-0.86469639,293.847301,-49.543454,2.0386369,324.5448,1.343558,1.3052821,0.37914616,0.31178573,0.0696242,1.343558,1.3052821,1.2561027918559233,1.2203183561629363,11.980709,11.993636,0.15483,0.15025,0.001974,0.061932,0.063905,22.240553,0.45096,394.387276,118.749734
45,64066.325,1712648894.45,3.5447906,0.12826781,203.101541,7.349204,2.3937777,426.56977,1.7011781,1.4212999,-0.10737719,-0.12061501,0.0902348,1.7011781,1.4212999,1.5603777712159785,1.3036640726749853,11.822796,11.964294,0.1949,0.16091,0.00358,0.055789,0.05937,70.741676,0.733177,394.475409,135.101249
46,62287.2019,1558932665.04,3.1310166,0.6968587,179.394037,39.927062,1.5725245,217.87061,1.4249294,1.2492104,0.20866677,-0.36028019,0.0474733,1.4249294,1.2492104,1.3603491989261256,1.1925940800506922,11.941718,11.998937,0.16822,0.14677,0.002374,0.059921,0.062295,26.462144,0.001728,308.920679,105.581222
47,63278.7819,1644605177.75,3.5718346,-0.94429888,204.651048,-54.10434,1.162235,385.39835,1.5574542,1.5506067,-0.0025423602,0.47002271,0.0819814,1.5574542,1.5506067,1.4394463394897838,1.4331176726117103,11.903026,11.907123,0.17858,0.17774,0.002765,0.061651,0.064416,69.526502,0.397289,539.834577,164.26207
48,61499.6425,1490887529.23,2.5535584,-0.59444301,146.308119,-34.059076,2.3428827,407.28932,1.9186072,1.7504954,0.39940527,-0.082744539,0.0863802,1.9186072,1.7504954,1.7660549783568895,1.6113100773106839,11.60122,11.780775,0.2248,0.20198,0.004745,0.001063,0.005807,42.138375,0.697632,468.597429,120.195171
49,61223.5963,1467037136.35,0.10617766,-0.80819987,6.083532,-46.306442,0.71198278,339.02415,1.9813459,1.6558022,0.43589509,0.065959595,0.0725821,1.9813459,1.6558022,1.8472673445451382,1.5437533310493627,11.463078,11.835166,0.23797,0.19262,0.006104,0.000897,0.007001,50.523935,0.757068,399.717102,104.532454
50,62438.9873,1572046923.08,4.1615347,-0.72131222,238.438375,-41.328146,1.0981847,396.69802,2.0883839,1.125635,-0.48477691,-0.25843817,0.084255,2.0883839,1.125635,1.9261003327602089,1.0381644620352308,11.277644,12.0335,0.25221,0.1274,0.09,0.019672,0.109672,17.137208,0.455213,614.762088,197.065864
51,61575.5825,1497448744.55,5.5062499,-1.2099802,315.48488,-69.326759,1.7205107,352.22518,2.1206686,1.3215977,0.16045094,-0.36945727,0.0752691,2.1206686,1.3215977,1.9722212178628953,1.2290854994593692,11.127463,11.995964,0.26173,0.1513,0.042539,0.01991,0.062449,38.663204,0.149156,588.527721,173.892297
52,61681.3879,1506590330.12,6.000536,-0.70250878,343.805388,-40.250788,2.1710919,170.18284,1.8006977,1.2005293,0.029490398,0.44308332,0.0373534,1.8006977,1.2005293,1.735857520795019,1.1573002033266213,11.642897,12.007705,0.22017,0.14233,0.01296,0.01852,0.03148,44.603604,0.564886,212.654664,43.000508
53,61943.7286,1529256564.98,5.2792915,-0.34756972,302.481122,-19.914278,1.1134328,200.46728,2.0077932,1.628283,0.0030232253,0.15210554,0.0437964,2.0077932,1.628283,1.9235487682241637,1.5599623302690464,11.284686,11.823027,0.25172,0.19484,0.007647,0.000375,0.008022,15.565717,0.441584,337.876189,83.769395
54,61215.2674,1466317518.99,4.0865005,0.94194458,234.139232,53.969449,0.89961028,304.46022,1.6541651,1.1821523,0.06944003,0.33335939,0.0655026,1.6541651,1.1821523,1.5524739981813402,1.1094785566690213,11.829924,12.01925,0.1938,0.13631,0.005779,0.068264,0.074043,54.651398,0.621915,505.45003,153.171173
55,63803.0151,1689898919.1,1.0743556,-0.17076744,61.556042,-9.784254,0.69540965,343.18756,1.7940937,1.3717297,0.31504852,-0.35401922,0.0734305,1.7940937,1.3717297,1.6713644904283034,1.2778932956767362,11.72055,11.973395,0.21058,0.15761,0.005569,0.020667,0.026236,65.333723,0.767791,279.932122,79.826509
56,62897.2039,1611636831.41,4.8359382,-1.3544656,277.078849,-77.605162,0.23236663,254.55056,1.6398476,1.4384735,0.072611563,-0.31148222,0.0551634,1.6398476,1.4384735,1.5541171815337393,1.3632708195145533,11.828228,11.940351,0.19403,0.1686,0.003316,0.043665,0.046981,16.4868,0.973124,212.110984,47.022803
57,62424.9229,1570831758.58,5.5218694,0.0063233441,316.379812,0.362301,1.501819,269.74921,2.0545015,1.6598113,-0.31236392,0.063960873,0.0583269,2.0545015,1.6598113,1.9412730942084484,1.5683351986616447,11.232833,11.817499,0.25521,0.19598,0.008023,0.000198,0.008221,44.552136,0.068923,593.130798,202.998962
58,62159.5676,1547905054.7,5.4060505,-1.2714725,309.743877,-72.850008,0.593987,442.24059,2.1923869,1.7016442,0.47396383,0.42617723,0.0933543,2.1923869,1.7016442,2.0051933906870074,1.5563519847436054,10.980973,11.825775,0.26966,0.19435,0.0106,0.000203,0.010803,17.023882,0.828716,454.029425,129.510352
59,61003.4083,1448012894.64,5.6296424,0.25456366,322.55475,14.585423,0.69450259,412.14798,1.9497858,1.6111766,-0.21801761,0.41757146,0.0873533,1.9497858,1.6111766,1.7931483910731314,1.4817415985000395,11.559422,11.879123,0.22908,0.1842,0.005627,0.009826,0.015453,67.397635,0.768372,421.826265,112.342378
60,64042.7488,1710611910.62,3.4274409,1.0525374,196.377898,60.305951,0.37834762,384.41214,1.9722897,1.7641222,0.05206487,0.063613869,0.0817827,1.9722897,1.7641222,1.8231847536808874,1.6307547003211473,11.511478,11.762113,0.23388,0.20474,0.005327,0.000138,0.005465,24.648941,0.929276,402.255766,151.3146
61,63666.5608,1678109273.94,5.5832084,-0.75392439,319.894277,-43.196686,1.3962222,207.17558,1.9738362,1.6137472,0.15067285,-0.19238342,0.0452158,1.9738362,1.6137472,1.8884484142523885,1.5439367972095315,11.374383,11.835037,0.24518,0.19265,0.006965,0.000154,0.007119,18.511485,0.173689,490.703404,133.169133
62,63558.7181,1668791660.51,2.4931975,1.0190661,142.849694,58.388187,2.5961795,470.86685,2.0891716,1.2985874,0.17564203,0.37396619,0.0990227,2.0891716,1.2985874,1.9009358415454551,1.1815838067295787,11.34394,12.001616,0.24746,0.14539,0.035512,0.037986,0.073497,66.461874,0.854913,495.883163,156.808531
63,61610.5835,1500472830.12,0.63463743,-1.1709486,36.362046,-67.090413,2.3381516,184.39671,1.7015673,1.5949011,-0.38021898,-0.27629712,0.0403845,1.7015673,1.5949011,1.6355177063993895,1.5329919592400862,11.757085,11.844831,0.20543,0.19112,0.003741,0.010918,0.014658,41.670462,0.694234,236.738448,67.560266
64,61182.6874,1463502608.71,3.4087444,-0.2197888,195.306668,-12.592971,2.1260429,193.84154,1.7603023,1.0701083,-0.16088867,-0.34694904,0.0423916,1.7603023,1.0701083,1.6887149230028327,1.0265894985419222,11.702012,12.035377,0.21311,0.12596,0.024154,0.049162,0.073316,20.72454,0.527153,315.603312,106.156147
65,61226.4557,1467284191.46,0.41382662,-1.0175013,23.710519,-58.29853,1.5161987,308.0199,1.7949431,1.3356826,0.32502526,0.47727075,0.0662347,1.7949431,1.3356826,1.6834408797968332,1.2527097328451924,11.707213,11.981992,0.21235,0.15439,0.006334,0.032565,0.0389,53.875137,0.054571,418.844232,127.395812
66,62876.9382,1609885875.6,5.74982,0.45857057,329.440419,26.274158,2.3949065,317.89323,1.7491146,1.5295082,0.22028382,-0.078456275,0.0682617,1.7491146,1.5295082,1.637346574841382,1.4317729738587783,11.755217,11.908238,0.20569,0.17755,0.003854,0.050014,0.053868,57.335976,0.733944,378.587211,93.09954
67,63226.4343,1640082341.85,6.2393124,0.52221983,357.486268,29.920992,1.1943671,433.29634,2.2460949,1.4329978,0.31740487,0.060998254,0.0915753,2.2460949,1.4329978,2.057663777616683,1.3127796454479264,10.493594,11.960962,0.28957,0.16208,0.045002,0.001536,0.046538,49.10008,0.367602,691.50577,202.653752
68,64493.6921,1749573411.83,5.7922277,-0.12954083,331.870201,-7.422143,2.7304545,431.67403,1.9179053,1.8783644,0.18035586,0.3564907,0.0912522,1.9179053,1.8783644,1.7575271328205055,1.7212927032028689,11.612737,11.670486,0.2235,0.2178,0.004837,0.000312,0.005149,34.927717,0.916667,474.031737,132.805506
69,62828.2731,1605681213.03,2.7131813,0.23517433,155.453838,13.474497,0.83919894,300.69704,2.0928392,1.6702118,0.036181401,-0.407756,0.0647279,2.0928392,1.6702118,1.965609424879656,1.5686747723500283,11.151403,11.817203,0.2603,0.19603,0.008775,0.000134,0.008909,40.469157,0.668059,358.897071,130.460654
70,62163.3317,1548230278.02,1.9824937,-0.90257241,113.588522,-51.71359,1.4328767,248.31063,1.8583714,1.8441585,-0.44366348,-0.24896225,0.0538608,1.8583714,1.8441585,1.763393658680333,1.7499071523062801,11.604525,11.623536,0.2244,0.22232,0.004988,0.00018,0.005168,72.290449,0.137483,566.418286,303.381314
71,63379.1771,1653279322.78,2.9625851,-0.14867706,169.743623,-8.518568,2.7910674,489.25398,1.7249807,1.2537324,0.13121267,0.17280804,0.1026433,1.7249807,1.2537324,1.5644049744200093,1.1370244334626682,11.820483,12.01325,0.19544,0.13977,0.005492,0.070137,0.075629,47.0617,0.939192,478.940759,145.841628
72,63253.7963,1642446420.74,1.0083888,0.38801874,57.776422,22.231836,2.1343201,174.40616,1.9596375,1.1202722,-0.32542783,0.08158163,0.0382554,1.9596375,1.1202722,1.8874330724270036,1.0789948653261425,11.377381,12.025237,0.24498,0.1325,0.086934,0.037531,0.124465,38.823552,0.534168,237.282247,48.740935
73,61080.1634,1454644532.87,5.0388654,1.2641527,288.705721,72.430614,0.40001127,395.1566,1.5421488,1.4895562,-0.25760618,-0.059329882,0.0839452,1.5421488,1.4895562,1.4227183839854662,1.3741987736329542,11.911724,11.936033,0.17638,0.17002,0.002612,0.036143,0.038755,57.491517,0.921057,337.297215,92.126704
74,61433.021,1485131435.4,5.5583069,0.60185379,318.467527,34.483682,1.5490119,202.9315,2.0200412,1.1933186,-0.43568552,0.45597571,0.0443181,2.0200412,1.1933186,1.9343159701085457,1.1426773005459352,11.253925,12.011672,0.25382,0.14048,0.067715,0.050967,0.118681,19.56944,0.021783,444.108812,119.513926
75,63423.222,1657084802.38,6.2714772,-0.76663236,359.329175,-43.924799,2.3331334,464.89073,1.9645486,1.7545905,0.26831001,-0.10514762,0.0978425,1.9645486,1.7545905,1.7894630175576347,1.5982169189950093,11.56542,11.792258,0.22849,0.20014,0.005003,0.000334,0.005338,32.413672,0.690614,458.162904,121.330329
76,61288.2291,1472621409.04,0.97329805,-0.32382916,55.76587,-18.554044,0.67008239,295.8075,1.8847957,1.2978972,-0.23438776,0.093010299,0.0637201,1.8847957,1.2978972,1.7718905737183503,1.2201491197881238,11.592029,11.993509,0.22572,0.15023,0.011415,0.041552,0.052967,28.588362,0.783771,309.401424,70.723875
77,63821.6988,1691513197.33,4.9526007,0.18168868,283.763118,10.409995,2.5120087,349.31906,1.6973984,1.3707513,-0.012755077,-0.089867584,0.0746784,1.6973984,1.3707513,1.5794477827206448,1.2754990822699264,11.80846,11.974216,0.19752,0.1573,0.003976,0.028043,0.032019,55.806213,0.808273,763.078925,231.668071
78,64177.2866,1722235978.58,2.4600365,-0.37588379,140.949709,-21.536555,0.72528348,190.21555,1.8010896,1.6863756,0.11179876,0.25376636,0.0416217,1.8010896,1.6863756,1.7291206085939506,1.6189904176838223,11.652213,11.773034,0.21914,0.20308,0.004435,0.002192,0.006626,51.234767,0.748311,189.882069,54.199563
79,61699.9874,1508197329.52,4.7694876,0.072831573,273.27151,4.172942,0.52015025,465.81648,2.0322809,1.766065,0.27233806,0.18716386,0.0980255,2.0322809,1.766065,1.8508504490793405,1.6084007866989773,11.456082,11.783158,0.23858,0.20157,0.00577,0.00016,0.00593,60.566187,0.867745,424.375158,135.273527
80,62769.19,1600576435.23,2.684276,0.46858548,153.797686,26.84797,1.1630172,71.161307,1.392364,1.3725978,0.091018982,0.14693262,0.0158684,1.392364,1.3725978,1.3706144913235272,1.3511570504830581,11.937463,11.946884,0.16955,0.16701,0.002427,0.019545,0.021972,40.606344,0.396572,194.132691,63.446672
81,62100.9194,1542837857.86,2.2371256,1.2361478,128.177855,70.826052,2.131392,160.25443,1.9300479,1.5649335,-0.14121187,0.43431833,0.0352285,1.9300479,1.5649335,1.8643688905664948,1.5116792351139792,11.428357,11.858295,0.24091,0.18825,0.006778,0.001029,0.007806,25.436609,0.531691,207.343687,55.984409
82,62823.271,1605249031.83,4.3366219,-0.76806316,248.470132,-44.006777,2.0579364,227.57577,1.9957587,1.8664416,0.19286515,-0.44831833,0.0495158,1.9957587,1.8664416,1.90159955704459,1.778383589062944,11.342446,11.58283,0.24758,0.22673,0.0,0.0,0.006525,25.969659,0.468101,292.0099,74.401801
83,63155.8554,1633984321.97,1.2952757,-0.68239387,74.213831,-39.098289,0.23283297,133.89501,1.826951,1.8060675,0.23016123,-0.19589132,0.0295562,1.826951,1.8060675,1.7745033868924358,1.754219404738471,11.588365,11.618142,0.22613,0.22297,0.005067,0.000386,0.005453,68.535306,0.973017,88.127877,27.79
