coinc_event_id	ifos	snr
0	H1,L1,V1	15.95669585932827
1	H1,L1	9.585785455878527
2	H1,L1	10.02044940345087
3	H1,L1,V1	21.13685011806227
4	H1,L1,V1	13.11311142897223
5	H1,L1,V1	8.26929072053743
6	H1,L1,V1	8.690681828355627
7	H1,L1,V1	15.67299230033931
8	H1,L1,V1	8.781702498268796
9	H1,L1,V1	14.5380133363865
10	H1,L1	22.25374216134727
11	L1,V1	8.394867922947684
12	H1,L1	10.30326595084586
13	H1,L1,V1	11.00122277024118
14	H1	10.47478683775244
15	H1,L1,V1	10.48520530400481
16	H1,V1	17.54326555415167
17	H1,V1	8.995777721904641
18	H1,L1,V1	24.00333109990058
19	H1,L1,V1	8.582090792131268
20	H1,L1,V1	8.865123895633204
21	L1	9.980331258055376
22	H1,L1,V1	9.549603454388217
23	H1,L1	9.525649623622304
24	H1,V1	8.139954836300534
25	H1,L1,V1	17.40699127850558
26	H1,L1,V1	9.82992472551584
27	H1,L1	13.62327724059518
28	H1,L1	14.25554017570016
29	H1,L1,V1	9.01896132646222
30	H1,L1,V1	8.082085221068537
31	H1,L1,V1	19.11818031116709
32	H1,L1,V1	8.480584328970773
33	L1,V1	12.7236321487679
34	L1,V1	9.224794247382221
35	H1,L1,V1	8.041264026044827
36	H1,L1,V1	10.17139640431037
37	H1,L1,V1	12.24365364425983
38	H1,L1,V1	10.37504498184853
39	H1,L1	8.542273739076801
40	L1,V1	8.052741660197817
41	H1,L1,V1	9.017136403348909
42	H1,L1,V1	11.04667169587698
43	H1,L1,V1	16.64281933216121
44	H1,V1	9.89216927670622
45	H1,L1,V1	8.466223512209167
46	H1,L1,V1	14.66683272647994
47	H1,L1,V1	13.16012892215148
48	H1,L1,V1	9.028715988916561
49	H1,L1	10.45252967683783
50	H1,L1,V1	12.92817553225689
51	H1,L1,V1	10.70078246977079
52	H1,L1,V1	9.305694635387713
53	H1,L1,V1	9.702368604816213
54	L1,V1	8.342883004313359
55	H1,L1,V1	11.66680460052113
56	H1,L1	8.254212292081951
57	H1,L1,V1	10.31983788253022
58	H1,L1,V1	9.005426150923221
59	H1,L1,V1	15.03777701350723
60	H1,L1,V1	8.876855931260522
61	H1,L1,V1	10.661029688415
62	H1,L1,V1	9.949504469979088
63	H1,L1,V1	8.587532358091304
64	H1,L1	10.20815572409563
65	H1,L1,V1	8.80480100715549
66	H1,L1,V1	9.766056825898652
67	H1,L1,V1	10.10709527180956
68	L1,V1	16.35366485001824
69	L1,V1	10.13579525704288
70	H1	12.77402265070138
71	H1,V1	10.57231551969021
72	H1,L1	17.88341013157441
73	V1	16.83796002639688
74	H1,L1,V1	25.38825235908018
75	H1,L1,V1	13.34234064751916
76	H1,L1,V1	9.342504395692954
77	H1,L1	15.44444021241786
78	H1,L1	14.36422880375883
79	H1,L1,V1	12.06071463576384
80	L1	11.08655336899558
81	L1,V1	8.263438339818588
82	H1,L1,V1	13.65285193771441
83	H1,L1,V1	10.37335829177933
84	H1,L1	10.68797214181068
85	H1,L1,V1	14.14821726141668
86	H1,L1,V1	9.05418286913077
87	H1,L1,V1	8.202793645810404
88	H1,L1,V1	8.163446433860253
89	H1,L1,V1	8.439726232693797
90	H1,L1,V1	13.25018445793357
91	H1,V1	8.322072823629927
92	H1,V1	18.12766297860747
93	H1,L1,V1	8.027923958332581
94	H1,L1,V1	8.405585389222244
95	H1,L1	10.76261824007896
96	H1,L1,V1	8.327451496576735
97	H1,L1,V1	8.455903791032581
98	H1,L1,V1	48.12605121990942
99	H1,L1,V1	16.89293599987308
100	H1,L1,V1	9.991979774462271
101	H1,V1	9.625618077395412
102	L1	19.49778480014696
103	H1,L1	10.79179095498158
104	H1,L1	12.18241167741497
105	L1,V1	8.629873767996967
106	H1,L1	13.98625919029968
107	H1,L1	8.679238118290595
108	H1,L1	12.44881136060866
109	H1,L1,V1	11.54039507016812
110	H1,L1,V1	12.01581350939448
111	H1,L1,V1	12.68369802238013
112	H1,L1,V1	8.282568691078156
113	L1	9.667926476277099
114	H1,L1,V1	16.07788773043595
115	H1,L1,V1	11.54218712118507
116	H1,L1,V1	8.121277937575591
117	H1,L1,V1	9.028272649725057
118	H1,L1,V1	8.340092897259874
119	H1,L1,V1	11.59812716802312
120	H1,L1,V1	8.77549240354802
121	H1,L1,V1	8.655156143753551
122	H1,L1	11.00418965879933
123	H1,L1,V1	11.822051488759
124	H1,L1,V1	21.9288704695695
125	H1,L1,V1	16.04406135342445
126	H1,L1,V1	11.17896142889759
127	H1	9.711311790679188
128	L1	11.72335885986632
129	H1,L1,V1	16.16428785576075
130	H1,L1	27.05664804008795
131	L1,V1	16.21113191188824
132	H1,L1,V1	10.62836133860726
133	H1,L1,V1	9.852569495481152
134	H1,L1,V1	14.79391918460662
135	L1,V1	11.52923846338024
136	H1,L1,V1	42.39956291515504
137	H1,L1,V1	13.50523535381843
138	H1,L1,V1	11.96138229977165
139	H1,L1	10.75813062902994
140	H1,L1	9.87226316656699
141	H1,L1,V1	8.910716765815401
142	H1,L1,V1	24.84479884218226
143	H1,L1,V1	10.15895815409921
144	H1	10.3278185881941
145	H1,V1	10.51144018442669
146	L1,V1	9.561739870282221
147	H1,L1	15.41041716988337
148	V1	20.63652739683071
149	H1,L1,V1	12.06384938674858
150	H1,L1,V1	9.942464298881214
151	L1,V1	8.23124696783073
152	L1,V1	20.26440112344292
153	H1,L1	9.183181247043665
154	H1,L1	24.57149761513508
155	H1,L1,V1	10.95648499909529
156	H1,L1,V1	8.170700874198781
157	H1,V1	10.90272350459353
158	H1,L1,V1	9.215957064874138
159	H1,L1,V1	9.502645040964662
160	H1,L1	14.11961766560816
161	H1,L1	8.168052293222772
162	H1	8.148067699624935
163	H1,L1,V1	9.021519393125127
164	H1,L1,V1	16.58997620729013
165	H1,L1,V1	9.515637257619316
166	H1,L1,V1	9.152578170099696
167	H1,L1	8.107946275340829
168	L1,V1	8.156282146529291
169	L1,V1	8.565138095074705
170	H1,L1	8.763120321318842
171	H1,L1	8.185191214839199
172	H1,L1	17.79494339807328
173	L1,V1	19.10353807357455
174	H1,L1	8.228527192119078
175	H1,L1	9.967435172955318
176	H1,L1	15.66942979585653
177	H1,L1,V1	13.58679036593474
178	H1,L1	14.48693476056826
179	H1,V1	11.6214717821966
180	H1,L1,V1	10.95684014292176
181	L1	25.99740772713933
182	H1,L1,V1	14.31976247959083
183	H1,L1,V1	8.989883150804184
184	H1,V1	11.53355407134296
185	L1,V1	9.842497241379641
186	H1,L1,V1	14.15534959482017
187	H1,V1	8.293472177777833
188	H1,L1,V1	21.66435525689755
189	H1,L1	10.76149432351535
190	H1,V1	9.652027517321077
191	H1,L1	15.98980991163784
192	H1,L1,V1	10.00590281957003
193	H1,L1,V1	13.15362597907092
194	H1,L1,V1	9.519314075748216
195	H1,L1	14.37579069002327
196	L1,V1	19.26145763672832
197	H1,L1	11.86922811243158
198	H1,L1	10.85024416160161
199	H1,V1	8.219867504921101
200	L1	8.146560901776036
201	H1,L1,V1	22.92891027052583
202	H1,L1,V1	8.267120328893149
203	H1,L1,V1	8.940197075340702
204	H1,L1,V1	8.83237008608201
205	H1,L1,V1	10.00280945887375
206	H1,L1,V1	17.16300612383306
207	H1,L1,V1	11.61054557159152
208	H1,L1	24.2843476726361
209	H1,L1,V1	8.345320006729029
210	H1,V1	11.99686929463415
211	H1,L1	9.71174902835588
212	L1,V1	12.14636685224622
213	H1,L1,V1	9.078753900093659
214	H1,L1,V1	8.328509466672767
215	H1,L1,V1	9.927930152545827
216	H1	11.34692031549618
217	H1,V1	10.58623006809357
218	H1,L1,V1	12.63570607054142
219	H1,V1	9.592036223014038
220	H1,L1,V1	16.64798260517948
221	L1	17.10517560246298
222	H1,V1	12.30192386065713
223	H1,L1,V1	33.99122977275285
224	H1,L1,V1	9.537921949103245
225	H1,L1,V1	12.62637320845302
226	L1,V1	8.7694080953338
227	H1,L1,V1	25.21538904794672
228	H1,L1,V1	13.83316899311732
229	H1,L1,V1	9.713741203923485
230	H1,L1,V1	9.403516425993331
231	H1,L1,V1	11.74173192312594
232	H1,L1,V1	13.7803618417217
233	H1,L1,V1	8.851709540895538
234	H1,L1,V1	11.37513835199583
235	H1,V1	8.773393851879357
236	H1,L1,V1	10.41906099451498
237	H1,L1,V1	18.50936764378217
238	H1,L1,V1	10.89642257935097
239	H1,L1,V1	9.776069230289012
240	H1,L1	9.543927305135201
241	H1,L1,V1	11.36676053336368
242	H1,L1,V1	9.713539808624152
243	L1,V1	12.93976861035154
244	L1,V1	16.01450154742586
245	H1,L1,V1	11.61363639664208
246	H1,L1	8.974075648575964
247	H1,V1	8.479263642953129
248	H1,V1	8.426105928927273
249	H1,L1	24.13633789262855
250	H1,L1,V1	14.35001300755483
251	H1	10.08760535808976
252	H1,L1,V1	19.66482185585456
253	H1,V1	11.06382301142874
254	H1,L1,V1	21.72305211932332
255	H1,V1	10.28805219632364
256	H1,L1,V1	11.26112817642172
257	H1,L1	11.61242008744864
258	H1,L1,V1	12.01753454692171
259	H1,V1	8.401616437841691
260	H1,L1,V1	8.350790985464627
261	H1,L1,V1	28.53348608483759
262	H1,L1	28.31945032336377
263	H1,L1	8.505961873391655
264	H1,L1,V1	10.38809992642632
265	H1,L1,V1	8.988875683702709
266	H1,L1	10.74764003323981
267	H1,L1,V1	13.16359040527609
268	H1,L1	9.42286520138798
269	H1,V1	9.188139649804196
270	H1,L1	16.07762004775311
