simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd,redshift,mass1_detector,mass2_detector
287,62350.506,1564402138.98,5.8928598,-1.0205915,337.635996,-58.475586,2.7118834,246.35344,5.5156746,1.159238,0.58435768,-0.31845918,12.00735,0.14257,0.127541,0.04087,0.027493,33.407535,0.909087,222.061998,50.869225,0.0534517,5.8104968,1.2212012
296,63236.2447,1640929961.77,0.91871832,0.18796235,52.638682,10.769449,2.1024028,340.93267,12.820803,1.303731,0.88683319,-0.24943835,11.96427,0.16092,0.117942,0.037345,0.024564,72.166312,0.506919,484.555271,113.293188,0.0729711,13.7563511,1.3988657
307,61265.6438,1470670039.7,1.436544,0.96824237,82.307908,55.476201,1.1183969,549.42687,13.987705,1.4021251,0.9722752,-0.48840433,11.922646,0.17367,0.263562,0.076676,0.056958,56.517495,0.437125,1213.837104,354.273604,0.1143851,15.58769,1.5625073
331,64079.9037,1713822098.1,4.0228271,-0.40965467,230.491015,-23.471484,2.535957,326.03496,12.93119,1.4230555,0.9451583,-0.45547,11.91154,0.17642,0.189689,0.049295,0.04279,47.091291,0.82214,340.027449,85.2521,0.0699292,13.8354578,1.5225686
345,64488.2132,1749100037.22,1.083252,-0.94012056,62.065768,-53.86494,1.1747311,270.63763,3.3034542,1.3117542,0.39691961,-0.25712487,11.96134,0.16195,0.092781,0.00997,0.03562,65.18879,0.385791,597.021619,214.901187,0.0585114,3.4967439,1.3885068
352,62864.6923,1608827836.53,2.5412498,-0.23260473,145.602888,-13.327269,1.4611064,229.86647,2.1535232,1.2682136,0.50557321,0.11057789,11.976714,0.15637,0.183636,0.009833,0.081318,43.832114,0.10947,353.817243,86.056684,0.049997,2.2611929,1.3316205
362,63021.6467,1622388694.18,6.182322,-0.90201994,354.220958,-51.681936,2.7698418,657.34959,10.249949,1.3602687,0.95798427,0.13953535,11.941758,0.16821,0.31127,0.079655,0.070636,37.740193,0.931693,695.736364,208.567039,0.1350564,11.6342702,1.5439817
384,61288.4689,1472642129.62,1.0728406,-0.93864971,61.469238,-53.780667,2.5861582,301.80188,6.4365005,1.5291271,0.82012504,-0.204261,11.847063,0.1906,0.144114,0.012207,0.043644,15.222624,0.849671,303.1994,64.433225,0.0649554,6.854586,1.6284522
390,61055.4156,1452506329.2,3.9753212,-1.2763109,227.769127,-73.127228,0.20702401,268.52388,4.8051295,1.5993415,0.86442995,-0.10110982,11.791203,0.2003,0.219889,0.007477,0.084451,29.360287,0.978647,200.700641,50.13103,0.0580723,5.0841744,1.6922189
393,63002.217,1620709962.58,2.257077,-0.77274169,129.320986,-44.274837,2.1158506,632.87219,11.837072,1.1912659,0.90246779,-0.051734835,11.999191,0.14661,0.202697,0.08278,0.036547,15.700204,0.518465,826.451073,250.164459,0.1304099,13.3807434,1.3466188
421,61715.9321,1509574953.29,0.21444178,-0.56470554,12.286609,-32.355244,2.7683568,45.492847,15.124082,1.0308818,0.96504658,0.23898502,12.0348,0.12649,0.33296,0.181476,0.046167,70.162815,0.931152,30.387764,9.317215,0.010188,15.2781661,1.0413844
424,62584.1812,1584591670.3,0.46449392,1.1483984,26.613541,65.798382,2.1658333,326.73611,7.0052743,1.2546315,0.52529329,-0.094502054,11.981253,0.15464,0.033294,0.007294,0.008022,58.191421,0.560539,388.855279,115.201617,0.0700726,7.4961521,1.3425468
425,63640.6278,1675868658.41,2.1030156,0.22649294,120.493918,12.97709,1.1101836,479.04579,15.184749,1.386247,0.93230039,-0.25461856,11.929626,0.1716,0.119199,0.029192,0.027431,17.492881,0.444497,849.015167,298.14128,0.1006351,16.7128677,1.5257521
428,63446.2171,1659071575.29,5.2033627,-0.55086768,298.130722,-31.562393,1.0039932,672.56189,17.81955,1.5804586,0.97464836,0.48186243,11.807714,0.19766,0.123957,0.010499,0.034578,49.760237,0.536938,968.045199,320.626567,0.1379321,20.277438,1.7984546
