simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd,redshift,mass1_detector,mass2_detector
5429,63649.9889,1676677462.52,2.3435104,-0.45038691,134.273255,-25.805269,0.56207525,227.59858,8.0175467,1.1394112,0.80229157,-0.025524218,12.012617,0.14007,0.19524,0.072665,0.03741,31.203455,0.846151,211.465671,44.838491,0.0495206,8.4145804,1.1958355
5434,61939.554,1528895884.15,5.909307,-0.12167614,338.578351,-6.971529,0.82393604,626.01655,6.803616,1.1657091,0.85577679,-0.26585346,12.006185,0.14338,0.27605,0.078983,0.060573,51.3883,0.679338,707.507406,250.862722,0.1291042,7.6819914,1.316207
5443,64444.5153,1745324539.09,1.2787911,-0.74918084,73.269333,-42.9249,1.35192,303.36084,8.079648,1.2249383,0.74738061,0.47375038,11.996791,0.15078,0.123718,0.042139,0.024931,64.100591,0.217133,734.121301,257.478888,0.0652764,8.6070583,1.3048979
5452,64449.9248,1745791917.95,6.0500501,1.1335745,346.642337,64.949035,2.7025403,715.46441,12.838891,1.4197274,0.95265657,0.27897221,11.913657,0.17598,0.214039,0.056775,0.047932,29.638077,0.905155,616.009409,171.72322,0.1459943,14.7132959,1.6269995
5469,62461.2667,1573971861.29,3.4461551,0.30007882,197.450143,17.19325,2.6009871,652.85772,3.4328496,1.2575647,0.15698233,-0.17127423,11.980196,0.15501,0.041086,0.007069,0.014168,32.201637,0.857397,713.423006,217.343038,0.1342055,3.8935569,1.4263368
5473,64127.0958,1717899497.61,1.4594659,-1.3229431,83.621236,-75.799056,0.80066706,728.14563,6.2336454,1.4517677,0.69164497,-0.14237763,11.896388,0.18021,0.07876,0.006425,0.023737,19.891687,0.696228,825.482193,260.696012,0.1483639,7.1584933,1.6671576
5487,63614.6181,1673621418.7,3.633487,-0.58749298,208.18347,-33.660868,0.9530298,837.55332,3.7423863,1.2016188,0.64568758,-0.084952772,11.997169,0.14791,0.208872,0.036066,0.06738,32.734009,0.579216,601.219616,204.790388,0.1685664,4.3732269,1.4041714
5494,63194.6109,1637332797.45,3.968678,0.14212356,227.3885,8.14308,0.23242907,990.63937,3.8189433,1.3893758,0.53633559,0.18792044,11.928362,0.172,0.102357,0.007944,0.039204,34.612115,0.97311,682.844749,216.652591,0.1961567,4.5680546,1.6619112
5503,64417.8026,1743016565.83,3.6914304,-0.74330198,211.503382,-42.588066,0.52695145,595.21417,9.8289442,1.2196659,0.77713615,-0.49439985,11.993159,0.15018,0.098983,0.03683,0.018948,25.760182,0.864344,526.649037,138.545606,0.1232141,11.0400087,1.3699459
5525,63972.652,1704555548.2,1.7166635,0.70975631,98.357573,40.666041,2.375803,939.18365,9.2127666,1.3287933,0.74542081,0.30106941,11.954998,0.16414,0.061794,0.01231,0.015106,29.46134,0.720835,831.675959,329.003623,0.1869664,10.9352444,1.577233
5540,61537.6575,1494172026.38,2.7415864,-0.85496829,157.08133,-48.986075,0.20020703,793.29786,6.5137105,1.3894107,0.70638913,0.0097875968,11.928351,0.17201,0.096543,0.015887,0.025687,30.606053,0.980025,690.801677,213.879519,0.1604457,7.5588073,1.6123357
5551,62485.1916,1576038968.54,2.4521523,-0.30686154,140.497978,-17.581871,2.2332645,442.45163,10.455721,1.3927474,0.94647753,-0.22442897,11.927517,0.17243,0.264431,0.065591,0.060643,52.402345,0.615065,570.44245,172.167275,0.0933963,11.4322467,1.5228249
5558,63672.3497,1678609429.29,1.263923,-1.2225061,72.417454,-70.04444,0.25069781,497.69452,12.090402,1.4305327,0.9843111,0.41567829,11.909068,0.17739,0.354764,0.087546,0.081453,64.343281,0.96874,478.034525,111.90438,0.1043002,13.3514333,1.5797375
5596,62100.002,1542758594.63,0.35328352,-1.0426967,20.241655,-59.74212,0.60297733,731.69036,10.602011,1.1964233,0.75101238,-0.21593769,11.998235,0.14725,0.066033,0.02398,0.012818,62.831896,0.823651,815.699445,227.576452,0.1490253,12.1819789,1.3747206
5598,61078.2853,1454482268.58,2.1855263,1.0884649,125.221433,62.364445,1.1939364,428.95581,13.582784,1.4706522,0.96200222,0.38999316,11.885306,0.18273,0.207892,0.049936,0.048142,22.894445,0.368003,737.616912,243.051186,0.0907105,14.8148851,1.6040558
5619,61161.0037,1461629140.71,2.8691237,-0.1535191,164.388679,-8.795997,3.0273041,590.09156,7.6553802,1.2658521,0.78613538,0.080004565,11.977505,0.15607,0.155554,0.044888,0.033938,68.634934,0.993476,516.325707,171.181192,0.1222307,8.5911027,1.4205781
5631,63990.0068,1706055006.84,2.3604754,-0.74655895,135.245278,-42.774677,2.5180339,363.55184,5.1907635,1.2614684,0.94893193,-0.090810873,11.978918,0.15551,0.418044,0.068166,0.116935,45.61248,0.811806,430.107552,188.388118,0.0775674,5.5933975,1.3593172
5632,63936.2214,1701407945.9,2.072385,0.42000117,118.738914,24.064294,2.2007855,225.29878,4.5542006,1.1309237,0.74574798,-0.10027862,12.014515,0.139,0.256667,0.058911,0.066769,57.694352,0.589136,315.454583,68.38085,0.0490371,4.7775254,1.1863809
5647,62686.769,1593455255.48,4.0782984,-0.12866098,233.669286,-7.371731,1.0487436,168.44357,6.5907755,1.3115257,0.84656614,-0.078013495,11.961424,0.16192,0.233502,0.049966,0.057499,70.195738,0.49866,209.844888,44.776526,0.0369816,6.8345129,1.360028
5648,64134.6733,1718554192.53,3.116682,-0.089326342,178.572725,-5.118022,0.79549131,168.68205,4.3606033,1.2361187,0.18286671,-0.44340223,11.987631,0.15227,0.023504,0.005796,0.006425,63.02397,0.699934,318.023132,107.156509,0.0370326,4.5220878,1.2818954
5649,63775.1196,1687488755.74,1.4568698,-0.061310883,83.472491,-3.512855,1.6494164,161.97004,2.2989008,1.1018248,-0.26266038,-0.25028253,12.020461,0.13536,0.047057,0.013026,0.015426,39.710354,0.078539,411.428187,117.625774,0.0355962,2.3807329,1.1410456
5679,63803.5548,1689945548.56,0.2673219,-0.10230629,15.316417,-5.861719,1.373191,209.6871,5.8787131,1.2683829,0.84234262,0.25508144,11.976657,0.15639,0.261877,0.054653,0.066215,43.776394,0.196322,359.827941,94.328447,0.0457466,6.1476442,1.3264071
5687,62066.4894,1539863098.94,2.3528016,0.39052341,134.805602,22.375343,2.7498569,587.77137,11.241426,1.1865581,0.71577138,0.43486381,12.000229,0.14602,0.033299,0.003391,0.009115,49.128179,0.924248,465.178464,118.575706,0.1217849,12.6104619,1.331063
5706,61594.7023,1499100700.82,1.8701699,0.32986331,107.152842,18.899775,1.8723407,423.01905,3.9558966,1.4296484,0.73701859,-0.23213729,11.909496,0.17727,0.191543,0.014547,0.073276,41.811637,0.296995,595.255824,187.54188,0.0895263,4.3100534,1.5576395
5722,63941.3486,1701850934.68,4.8448683,-0.71980445,277.590506,-41.241757,0.53092969,544.90422,7.1624846,1.2254009,0.71076828,0.25587806,11.99695,0.15084,0.125866,0.040133,0.026349,32.32071,0.862337,1070.399299,381.920346,0.1135082,7.9754853,1.364494
5731,61773.6296,1514560011.83,3.6838112,-0.28545752,211.066834,-16.355511,0.44704294,667.12603,4.9013233,1.5391626,0.84776044,-0.10314791,11.839525,0.19198,0.218564,0.01346,0.078984,26.724141,0.901729,759.678079,346.989021,0.1369055,5.5723414,1.7498824
5745,62196.2263,1551072368.99,4.6623286,-0.62529681,267.131751,-35.826868,0.70931749,763.57441,14.655871,1.2130989,0.84675819,0.26289934,11.992268,0.14938,0.055272,0.009116,0.014067,40.749041,0.758807,798.30176,245.478838,0.1549528,16.9268392,1.401072
5788,63284.4439,1645094370.88,0.12949436,0.26000367,7.41948,14.897113,2.7624016,792.60685,9.2972965,1.4216924,0.91726738,0.29506317,11.91234,0.17624,0.221702,0.047732,0.05318,31.98756,0.928964,639.391592,237.882681,0.1603183,10.7878233,1.6496157
5795,63335.3172,1649489827.02,4.0819562,-0.60863819,233.878862,-34.8724,0.8652639,291.63682,9.4893456,1.4874963,0.88979691,-0.20107754,11.874974,0.18498,0.148966,0.024616,0.038043,46.751535,0.648439,367.703791,87.406498,0.0628595,10.0858411,1.5809996
5813,61437.3389,1485504496.87,1.3132258,-0.13950177,75.242296,-7.992863,1.5871843,228.78651,3.0291352,1.1815466,0.96186209,0.41406533,12.001627,0.14538,0.4704,0.04895,0.180093,22.869276,0.016387,646.617566,255.811384,0.0497702,3.1798959,1.2403524
5815,63963.1847,1703737580.38,6.0913139,0.86645326,349.006578,49.644115,0.85932567,740.12594,15.29077,1.2448447,0.86182523,-0.34984678,11.98417,0.15339,0.05096,0.002227,0.014852,45.086908,0.652948,903.595202,246.393511,0.1505972,17.5935171,1.4323148
5850,61402.1933,1482467919.49,6.166724,0.64914882,353.327259,37.193488,2.537258,922.96359,6.4658599,1.7635266,0.96456158,0.27014804,11.604322,0.22442,0.284278,0.006189,0.098685,60.246279,0.82288,970.872487,326.835981,0.1840523,7.6559163,2.0881077
5870,62607.1639,1586577376.72,1.0879111,-0.08616478,62.332715,-4.936878,2.2746042,880.86021,9.8631697,1.6660362,0.92832142,0.019702645,11.726577,0.2098,0.14133,0.00585,0.041602,43.566269,0.647125,1250.505542,387.161305,0.1764485,11.6035112,1.9600058
5884,64180.3293,1722498867.59,5.2148483,-0.19796696,298.788798,-11.342671,0.84720581,804.00447,19.653032,1.1732016,0.96687841,-0.24363746,12.004222,0.14432,0.206469,0.101816,0.031895,27.794642,0.66208,1054.908258,338.734415,0.1624165,22.8450087,1.3637489
5938,61157.789,1461351384.5,2.7713713,1.3145092,158.787879,75.315829,0.60281973,463.11279,3.2784836,1.4761789,0.65171319,0.13170888,11.882528,0.18346,0.149005,0.002366,0.065526,37.749132,0.82374,755.489361,228.899523,0.0974911,3.5981066,1.6200932
5941,63817.7328,1691170531.52,3.145796,0.7837763,180.240834,44.907074,2.5420494,311.50896,3.3568964,1.2175241,0.75128806,-0.28992471,11.991987,0.14993,0.276274,0.036327,0.099498,72.527422,0.825593,336.134546,114.957316,0.0669516,3.581646,1.2990393
5954,64411.1666,1742443212.24,5.6652689,-0.1056127,324.595998,-6.051162,2.7838956,758.68177,14.729788,1.2576249,0.89468902,-0.026697975,11.980176,0.15502,0.101119,0.03359,0.02058,15.893769,0.936706,704.092334,233.504869,0.1540457,16.9988485,1.4513566
5967,63300.5516,1646486076.41,4.6596298,0.71926928,266.977122,41.211094,2.4255189,179.16272,18.269915,1.1684766,0.91083169,-0.26820701,12.005549,0.14373,0.085014,0.026483,0.017838,65.438796,0.754389,203.969919,33.132803,0.0392698,18.9873709,1.2143624
5987,63937.7771,1701542358.73,4.8664309,0.033657361,278.825952,1.928425,2.7823721,225.06309,4.8887672,1.4009138,0.68339396,0.011896085,11.923618,0.1735,0.133503,0.016122,0.042861,43.23763,0.936171,198.606823,67.37914,0.0489875,5.1282557,1.4695411
5991,61732.4245,1510999897.19,0.40747131,-0.52821829,23.346386,-30.264679,0.76036595,883.85086,15.936522,1.1802306,0.87204665,-0.056558661,12.002028,0.14522,0.068158,0.017977,0.015293,73.451771,0.724584,816.540924,214.52237,0.1769905,18.757135,1.3891202
6014,61064.1813,1453263683.31,5.5201647,-0.68316938,316.28214,-39.142722,1.2257304,466.61422,13.820908,1.756201,0.98508567,-0.37410089,11.614947,0.22328,0.190245,0.011715,0.054432,25.625973,0.338259,610.506378,190.2449,0.098183,15.1778862,1.9286301
6023,61535.5157,1493986975.33,4.2548948,0.85304537,243.787514,48.875899,2.2280011,253.20668,4.0638504,1.6852039,0.95805728,-0.21318097,11.704784,0.21261,0.356594,0.003368,0.154189,58.387587,0.610906,293.229937,76.129913,0.0548831,4.2868871,1.7776931
6027,62087.7841,1541702964.26,1.4897251,0.13656076,85.354961,7.824355,0.77569019,751.70764,8.5403032,1.4384533,0.78291559,0.22511065,11.903329,0.17845,0.07647,0.008769,0.020785,64.695506,0.713938,911.2127,287.612216,0.152751,9.8448431,1.6581785
6064,63948.8149,1702496023.88,2.7693996,-0.40800494,158.674909,-23.376961,1.0102642,829.30308,9.2208376,1.4326198,0.77940369,-0.33971417,11.907553,0.17767,0.057904,0.002864,0.016833,54.369919,0.531637,1187.331577,352.002744,0.1670576,10.7612486,1.6719498
6086,61011.625,1448722820.29,3.0605025,0.17645421,175.353876,10.110082,2.9539366,181.30778,11.505016,1.0817369,0.76420015,-0.20305373,12.024846,0.13284,0.085003,0.044325,0.012397,56.560411,0.982444,160.315882,50.018951,0.0397269,11.9620746,1.124711
6130,61648.1965,1503722598.34,5.9369906,-1.0947933,340.164504,-62.727036,2.5653587,741.37993,4.3822722,1.1808196,0.65301973,-0.29373136,12.001847,0.14529,0.195932,0.042795,0.053973,61.899297,0.838521,759.420565,244.962491,0.1508306,5.0432529,1.3589233
6143,63373.7661,1652811812.44,4.0084625,1.1142198,229.667984,63.840092,0.54623004,736.82581,5.5512996,1.214292,0.71124375,0.058396291,11.991895,0.14953,0.181367,0.045672,0.043541,21.629336,0.854489,902.442914,286.589159,0.1499825,6.3838974,1.3964145
6149,64335.4755,1735903501.4,5.319447,-0.098729789,304.781862,-5.6568,1.914499,142.69691,3.319876,1.547788,0.8808167,-0.1381388,11.832892,0.19316,0.298702,0.005905,0.131928,68.708306,0.336976,296.613301,76.327285,0.0314554,3.424304,1.5964743
6185,63203.605,1638109888.67,0.34251058,0.45216348,19.624411,25.907059,2.7319311,574.63518,19.432835,1.2174237,0.97559279,-0.31437373,11.991953,0.14992,0.234725,0.108346,0.038516,71.061851,0.917256,950.732045,372.605768,0.1192569,21.7503347,1.3626099
6198,61258.7723,1470076343.65,1.9126933,0.33587103,109.589254,19.243992,1.4236284,122.86874,2.3493922,1.050667,-0.25202054,-0.45133311,12.030692,0.12897,0.059981,0.018825,0.018359,41.537899,0.146637,280.394749,75.331839,0.0271699,2.413225,1.0792135
6199,63783.8803,1688245673.11,1.3357842,0.22798024,76.534797,13.062306,0.52422801,610.46521,5.4657574,1.50717,0.82676888,0.21847923,11.862603,0.18762,0.189327,0.01649,0.061719,44.277419,0.865711,641.795927,215.001523,0.1261353,6.1551823,1.6972773
6205,61153.102,1460946430.02,4.0333509,0.59540729,231.093984,34.114325,0.57146193,607.70981,7.7552385,1.1756815,0.68368465,-0.24747141,12.003455,0.14464,0.103989,0.040304,0.019463,15.529167,0.841111,469.065764,144.768876,0.1256082,8.72936,1.3233567
6220,61999.743,1534096217.5,5.7078123,-1.2747047,327.033555,-73.035199,1.3532692,284.06722,7.5418663,1.0928743,0.89402747,0.13249689,12.022478,0.13424,0.32045,0.107222,0.065099,69.97759,0.215816,714.438271,241.711419,0.061295,8.004145,1.159862
6287,62979.2578,1618726288.26,2.7794302,-0.58081373,159.24962,-33.278175,0.96452001,721.29754,8.8738327,1.6562634,0.89918226,-0.14268738,11.736726,0.20839,0.121896,0.001559,0.037309,42.121164,0.569811,869.123553,308.80686,0.147085,10.1790404,1.8998749
6291,62129.5589,1545312302.97,1.9229616,-1.4053416,110.177584,-80.520142,0.54950872,388.96531,6.0406475,1.3680531,0.54248786,0.096442997,11.938426,0.16922,0.038968,0.00231,0.011902,25.027945,0.852781,390.932553,108.824451,0.0826998,6.5402078,1.4811908
6298,62930.1711,1614485200.65,1.4753442,0.17463163,84.530996,10.005655,1.6970094,398.87888,2.6114869,1.3165605,0.64787269,-0.12070977,11.959556,0.16256,0.217133,0.013481,0.093214,71.8022,0.125878,530.18364,155.816953,0.0846931,2.8326618,1.4280641
6301,64458.123,1746500244.34,3.1161604,0.083433163,178.542839,4.780368,1.1085821,214.57159,14.661148,1.4522961,0.94171458,-0.19580476,11.896047,0.18028,0.130273,0.02705,0.031459,61.087239,0.445931,334.168007,68.998295,0.0467777,15.3469628,1.5202312
6310,63364.1898,1651984417.43,1.0175429,1.1991601,58.300914,68.706813,0.19614148,836.62988,2.7574542,1.5324954,0.90396351,-0.067543574,11.845141,0.19106,0.342938,0.003007,0.157938,55.457401,0.980826,662.472336,219.82437,0.1683977,3.2218031,1.7905641
6365,62085.3207,1541490127.92,4.7045145,0.29182176,269.548826,16.720155,1.1599324,701.92867,12.616758,1.5339255,0.93703103,-0.3541207,11.844205,0.19125,0.137965,0.020602,0.035777,50.718337,0.399402,1206.74471,394.749852,0.1434582,14.4267354,1.7539797
6368,63753.8326,1685649553.0,5.8660716,0.9798865,336.101145,56.143361,0.60952096,292.9109,7.8766608,1.4670988,0.95027143,-0.23400845,11.887125,0.18226,0.314414,0.051298,0.081553,57.348786,0.819922,265.168272,57.789625,0.0631225,8.3738553,1.5597057
6401,62888.4789,1610882992.48,4.8309577,0.70262168,276.793487,40.257257,0.86186704,916.49935,8.0450974,1.4673358,0.76805037,-0.43031973,11.887009,0.18229,0.070696,0.004632,0.020424,27.762251,0.651021,1099.636667,324.731627,0.1828886,9.516454,1.7356948
6449,62170.3256,1548834552.8,3.1750173,0.49637428,181.915091,28.440151,1.0945836,536.19563,8.2691088,1.1606883,0.795367,0.30233389,12.007099,0.14275,0.175637,0.065482,0.033614,45.293915,0.458417,772.880084,268.914577,0.111817,9.1937357,1.290473
6462,64018.5257,1708519034.39,2.1429095,-0.080926351,122.77967,-4.636738,1.8901873,665.42455,7.4837928,1.2457114,0.69567388,0.48918498,11.984062,0.1535,0.100263,0.031699,0.021035,58.579545,0.313988,999.437165,300.248795,0.136584,8.5059592,1.4158556
6466,61502.5155,1491135758.67,3.2856112,-1.1339528,188.251655,-64.97071,1.1344578,344.1588,13.025406,1.4587088,0.89211768,0.19353609,11.891761,0.18114,0.073385,0.003726,0.021232,51.654177,0.422624,434.835894,110.801451,0.0736283,13.9844445,1.566111
6506,61494.0464,1490404029.22,2.1628413,0.71208279,123.921678,40.799339,2.8391775,565.67484,6.1137629,1.4234811,0.67348206,0.20448075,11.911325,0.17648,0.080212,0.00878,0.023438,21.952643,0.95462,440.043292,122.303083,0.1175284,6.8323037,1.5907806
6522,63018.2886,1622098549.56,1.210911,0.74821364,69.38009,42.869484,1.121795,234.85376,3.6360786,1.1571791,0.92234021,0.23229787,12.007729,0.14231,0.417043,0.059611,0.138682,28.690225,0.434066,394.488241,141.961014,0.0510438,3.8216779,1.2162459
6542,61476.0771,1488851479.56,0.95932278,-0.78064826,54.965146,-44.727851,2.7316135,243.92682,2.2838976,1.1163827,0.096558079,-0.39543512,12.017552,0.13718,0.106842,0.018217,0.040332,67.909633,0.917129,283.488734,124.22101,0.0529442,2.4048167,1.1754887
6626,63217.9954,1639353220.96,0.61130528,-0.53950157,35.025213,-30.911163,2.1140001,181.56608,3.7438016,1.2191348,0.86943626,0.31038395,11.992802,0.15012,0.353889,0.048002,0.120197,31.872303,0.516881,246.129904,50.036005,0.0397819,3.8927371,1.2676343
6644,61330.0754,1476236936.46,4.3265044,-1.3658225,247.890442,-78.255865,1.0552371,260.59057,14.377563,1.1254441,0.809461,0.46261501,12.0154,0.13832,0.049215,0.010932,0.011667,58.224529,0.493021,363.412395,76.069017,0.0564222,15.1887767,1.1889441
6667,62943.0432,1615597353.43,3.1821542,0.87232206,182.324005,49.980372,0.66525039,266.03882,4.6001172,1.1475179,0.88484007,0.11320123,12.010213,0.14109,0.362913,0.070682,0.098885,38.604903,0.786762,221.084434,54.395124,0.0575558,4.8648806,1.2135642
6676,63298.3381,1646294826.97,4.1931031,0.39556726,240.247111,22.664335,0.80847647,474.19234,17.40593,1.2345181,0.92637122,-0.23403224,11.989496,0.15205,0.110546,0.03892,0.021829,52.501664,0.690601,504.707738,119.553682,0.0996787,19.1409305,1.3575733
6688,62510.5425,1578229292.73,3.9208861,0.093827707,224.650225,5.375932,0.13889195,717.23135,6.3171992,1.1769733,0.67653686,-0.25011575,12.003048,0.1448,0.144588,0.04668,0.030348,50.946457,0.99037,586.983529,180.522726,0.1463248,7.2415621,1.3491937
6702,62965.1221,1617504963.97,4.2756673,0.5363933,244.977691,30.733072,0.51698822,185.96861,3.6850886,1.3983066,0.7859087,-0.3208459,11.925537,0.17315,0.244774,0.019525,0.095221,68.351163,0.869312,177.934078,38.349054,0.0407189,3.8351414,1.4552441
6706,63716.1429,1682393168.55,3.8274523,-0.66287671,219.296863,-37.980038,1.9446076,375.58728,14.889205,1.6963264,0.98875445,0.18164295,11.692203,0.21425,0.219394,0.027106,0.058609,24.396444,0.365166,770.496831,252.236464,0.0800021,16.0803727,1.8320361
6753,63315.6154,1647787592.01,0.89859401,0.36775005,51.485644,21.070526,0.80679004,565.19844,11.196905,1.2212278,0.95716166,0.18835324,11.994341,0.15036,0.329447,0.113321,0.065872,40.337925,0.69182,578.932617,163.905248,0.1174364,12.5118292,1.3646444
6767,63331.6738,1649175038.38,3.1699152,-0.22742304,181.622762,-13.03038,2.1501912,149.07602,3.0960393,1.2314132,0.58086842,0.0078698574,11.993511,0.15162,0.193289,0.024848,0.072496,50.265295,0.547518,223.404843,56.587592,0.0328286,3.1976779,1.2718388
6780,64106.447,1716115436.67,1.0399592,-1.2564478,59.585273,-71.989156,1.2917134,339.33341,6.9462991,1.2675885,0.79837781,-0.32594359,11.976925,0.15629,0.187735,0.048798,0.042955,15.794583,0.275474,747.41328,272.231822,0.0726452,7.4509144,1.3596727
6801,62125.1167,1544928498.12,0.095573527,-0.57962052,5.47596,-33.20981,1.1374719,248.72963,3.3383462,1.266246,0.54513627,0.14847781,11.977374,0.15612,0.159359,0.020929,0.05851,68.826225,0.41989,515.406055,178.547469,0.0539483,3.5184443,1.3345578
6844,61293.1654,1473047911.81,3.8522229,0.35533283,220.716114,20.359071,2.4697178,514.92885,5.8913498,1.2678813,0.40913835,-0.25470299,11.976826,0.15633,0.025226,0.004022,0.00677,69.500257,0.782656,659.473281,231.98127,0.1076731,6.5256897,1.404398
6856,61393.053,1481678199.42,0.89267863,1.0214606,51.146718,58.525381,0.74236159,699.5006,9.5897379,1.4690862,0.84096092,0.086201988,11.886122,0.18252,0.091451,0.011053,0.024578,46.890809,0.736874,1275.853312,371.991125,0.1430026,10.9610954,1.6791693
6870,63959.9443,1703457605.53,3.7195427,0.29855505,213.114098,17.105944,2.1214282,280.41341,7.8872395,1.068383,0.64285171,-0.054036025,12.02742,0.13118,0.10568,0.05274,0.016148,64.968137,0.523226,402.315896,122.588009,0.0605387,8.3647227,1.1330615
6893,61598.7943,1499454247.52,6.0813654,0.39247316,348.436571,22.487056,2.9540585,288.67244,5.9933147,1.2391528,0.56003308,0.23211147,11.985373,0.15268,0.079079,0.023356,0.017603,52.362415,0.982467,209.925165,48.6966,0.0622472,6.3663818,1.3162866
6909,62445.997,1572652559.48,0.99900644,-1.1127563,57.238853,-63.75624,0.44387786,395.69486,3.006515,1.3690674,0.40377024,0.14134166,11.938043,0.16935,0.088977,0.003571,0.03827,53.22742,0.903093,363.32583,105.405112,0.0840534,3.2592228,1.4841422
6917,63978.7351,1705081133.79,2.1529781,-1.1259891,123.356559,-64.514423,2.8225212,217.48645,2.1832204,1.0757651,0.097775184,0.47025406,12.025743,0.1321,0.122194,0.021674,0.045816,53.197236,0.949527,202.739516,47.431755,0.0473923,2.2866882,1.1267481
6931,61490.2255,1490073900.38,6.0470854,-0.17583395,346.472472,-10.074543,2.8165393,258.05212,5.9990726,1.5932657,0.83178991,0.28268045,11.796929,0.19944,0.148285,0.005684,0.049857,59.494645,0.947634,252.303729,65.981088,0.0558934,6.3343812,1.6823187
6948,64037.416,1710151156.98,6.2767946,-0.85489213,359.633839,-48.981711,2.2014489,598.79888,18.963785,1.2098083,0.97093809,0.21859673,11.993881,0.14896,0.22395,0.103766,0.036628,57.269285,0.589672,679.33357,245.852215,0.1239016,21.3134283,1.3597055
6970,63041.4263,1624097646.68,2.6510891,0.37644958,151.896217,21.568972,2.2778861,366.86831,7.9730115,1.7916481,0.97219962,-0.41136792,11.561545,0.22884,0.257201,0.006665,0.081115,49.491025,0.649624,466.899599,96.180696,0.078239,8.5968119,1.9318249
6972,62411.0003,1569628841.74,1.6315678,-0.62184891,93.481949,-35.629318,0.93245736,184.4655,3.5036407,1.3852885,0.70955521,-0.33000407,11.930091,0.17147,0.202387,0.01572,0.080168,62.111257,0.595862,346.893838,118.995216,0.0403992,3.645185,1.441253
6982,62490.2133,1576472843.94,5.0410587,-0.02516285,288.831388,-1.441725,2.4031173,337.11307,10.319427,1.2248482,0.74288303,-0.16490193,11.996755,0.15077,0.060225,0.018991,0.012569,49.611239,0.739496,467.490774,184.993319,0.0721923,11.0644102,1.3132728
6997,62923.8578,1613939731.62,0.81656775,1.1723462,46.785886,67.170489,2.0022886,280.926,7.4535327,1.2476367,0.52011508,-0.22887851,11.983684,0.15374,0.022934,0.001956,0.006438,59.577046,0.418227,460.766099,130.087468,0.0606448,7.9055507,1.3232994
7001,63308.8907,1647206575.77,3.2338899,-0.69374118,185.288243,-39.748442,1.9414004,435.34919,10.329236,1.4303246,0.86785746,-0.073333047,11.909181,0.17736,0.114763,0.022143,0.028258,73.725772,0.362179,512.360602,177.390723,0.0919839,11.2793594,1.5618914
7015,63347.4154,1650535109.82,3.8649168,-0.64135897,221.443421,-36.747162,2.7150184,269.27938,7.2137809,1.2011495,0.95939606,-0.052374002,11.997282,0.14785,0.41672,0.101942,0.096573,40.808616,0.910389,260.627071,60.538156,0.0582293,7.6338343,1.2710916
7047,63161.369,1634460700.35,4.064718,-0.065813997,232.891186,-3.770864,0.49007101,620.71563,9.477355,1.2758003,0.98039609,0.10509215,11.974113,0.15734,0.42846,0.112363,0.096412,22.299733,0.882299,627.032504,204.58513,0.1280933,10.6913407,1.4392218
7050,61895.0804,1525053363.8,2.9936954,0.83297655,171.526112,47.726041,2.2963736,558.3784,11.263535,1.716131,0.9890542,0.2364482,11.667031,0.21722,0.294415,0.031868,0.080248,43.286682,0.663567,551.641326,147.040969,0.1161182,12.5714364,1.915405
7097,61162.3351,1461744170.35,5.6164663,0.81239425,321.799815,46.546762,0.6074483,715.53631,9.1226187,1.1638184,0.74299878,0.10568143,12.006552,0.14314,0.107335,0.045112,0.018972,50.1579,0.821107,685.718924,189.256839,0.1460077,10.4545913,1.3337448
7102,64178.7074,1722358733.09,0.44588232,0.92851724,25.547175,53.200119,0.65818429,882.99163,5.263588,1.4224458,0.71095371,-0.16806182,11.91188,0.17634,0.131044,0.015512,0.040786,30.466269,0.791104,894.32139,291.216587,0.1768348,6.1943735,1.6739837
7111,62963.2896,1617346641.13,2.2559189,-0.6083529,129.254632,-34.856054,2.6797072,132.69094,5.8924341,1.0674561,0.55071306,0.22299612,12.027659,0.13106,0.123776,0.051789,0.022238,66.707823,0.895214,124.733912,21.321961,0.029296,6.0650588,1.0987283
7145,62234.0278,1554338422.16,3.0447423,-0.67642124,174.450883,-38.756082,2.7275638,406.74021,17.135157,1.243039,0.90528733,-0.23451348,11.984366,0.15317,0.074171,0.014843,0.018081,61.421672,0.915507,308.651572,77.326732,0.0862702,18.6134104,1.3502762
7159,61199.6316,1464966585.18,1.1314185,0.49389923,64.825505,28.298341,2.3454001,364.63285,3.3075073,1.38837,0.3838155,0.48256087,11.92872,0.17187,0.066978,0.001431,0.028722,60.711104,0.699433,412.415507,117.577972,0.0777864,3.5647864,1.4963663
7163,62867.6011,1609079151.97,5.2167594,-1.4897638,298.898296,-85.357178,2.0452334,587.37549,3.8528976,1.280193,0.67574221,0.2013949,11.972604,0.1579,0.200334,0.028333,0.068322,57.879921,0.456838,645.579653,198.030635,0.1217089,4.3218295,1.4360039
7208,62552.9337,1581891886.65,2.7209235,1.4047039,155.897433,80.483605,0.89019388,608.8615,9.5575638,1.3750731,0.94471109,0.10542975,11.935646,0.17013,0.287833,0.068833,0.066852,44.468459,0.629261,675.933421,248.182343,0.1258286,10.7601787,1.5480966
