simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
179	5.0668309	0.44171548	0.58862757	693.51226	15.436941	1.9280469	-0.010417973	-0.029416027
180	0.83299139	-0.72789856	0.75442634	599.66199	5.0508657	1.8932666	-0.07574068	0.24671134
181	4.7636915	-0.46553789	2.2905707	173.55632	12.860776	1.2964448	-0.43845552	-0.20156781
182	1.6895671	1.4980177	0.71203724	564.82624	16.381109	1.8232969	0.15653028	-0.24079861
183	3.0032432	0.11063621	2.4644498	674.34628	17.853685	1.6707504	-0.94801629	0.095253535
184	1.3046999	1.0618363	1.7141256	284.11606	9.3515053	1.3259252	0.37617356	-0.29094705
185	0.77842121	-0.17511416	1.1622724	357.75401	9.5493212	1.6216366	0.24642092	0.23878536
186	0.26560375	-1.0564365	2.6885389	914.10832	10.035147	2.3016424	0.93051809	-0.29955655
187	1.5718959	1.2608313	2.7437823	474.96733	11.192937	1.4194661	-0.80529892	0.12080868
188	4.627716	0.36494789	0.70306967	356.61065	11.593392	1.7166828	0.53933424	-0.40792841
189	2.612654	1.0339626	0.78330237	537.27697	8.4238958	1.6342816	0.59570581	0.47417825
190	2.353752	-0.13805951	2.2897829	636.25815	12.070656	2.22087	-0.049808592	-0.34676549
191	2.2914665	-0.21448275	0.87731539	184.82699	4.5912576	1.1434275	0.35041642	-0.28486311
192	0.84075659	-1.0205576	0.38889775	947.34911	15.073574	2.0443981	-0.91473347	0.18541758
193	5.9887944	0.88122844	2.5022922	526.4182	5.2607379	1.4065636	0.3709437	0.134913
194	0.75779794	-0.45648454	2.068672	920.82735	18.917002	2.2816091	0.52141017	-0.43015569
195	3.7219073	-0.42519	2.4143311	397.30538	5.4659662	1.0898579	-0.9415946	0.020564811
196	0.86969914	0.040797684	2.1775203	160.89668	16.10829	1.3458366	-0.037239775	0.3110325
197	2.2011601	0.18364621	2.5892197	451.59962	14.897458	1.7352397	-0.17829883	0.033225555
198	1.5118831	-0.73870443	0.95853896	290.41062	8.7577105	1.1981196	-0.064687818	-0.28424785
199	3.4742183	0.5099669	0.58754205	795.45518	5.020524	1.5288697	0.85819119	-0.095889971
200	2.3315288	-0.025053608	0.97152379	265.17816	13.341807	1.406926	-0.45117033	0.40965128
201	0.53301063	-0.55128652	0.51409054	413.50917	11.807019	1.7381412	0.92640084	0.35631415
202	1.3406446	0.95469922	0.18386547	986.31161	15.113088	1.8353312	0.050695207	0.34419751
203	1.2780614	0.061603538	2.0327113	796.31202	19.989088	1.6981558	0.40225697	-0.1367234
204	4.3413007	-0.33558402	2.5205296	982.36599	13.739266	1.3246478	-0.37240598	0.22240004
205	1.9702835	0.14974544	1.424301	307.00918	14.862042	1.3891437	-0.32673874	-0.19294855
206	1.1135841	0.22414205	0.91410641	363.69469	19.111767	2.151907	0.13556649	-0.19863908
207	3.0925475	0.42228967	1.1021293	548.7286	10.713135	1.9324108	-0.63751733	0.15065925
208	4.0669374	0.79714929	0.060711569	189.21357	9.1724033	1.7057424	-0.47977039	0.22499979
209	4.1198334	-0.387742	2.4796371	799.37515	8.8585491	1.9154173	-0.73797584	0.43050522
210	3.5474021	-1.1418698	1.3854794	171.80849	7.8109751	1.2251134	0.17516732	-0.01300366
211	1.3681684	0.24756913	2.8667712	825.05142	8.8314304	2.2099137	-0.83466369	0.33910829
212	5.6370767	0.19497961	1.2594909	141.73478	12.558554	1.2796785	0.54342043	0.37905321
213	5.4918811	0.358474	2.336561	993.58365	9.6964092	2.1379216	0.33914071	0.41757423
214	0.069583492	0.37560264	0.78241779	822.7193	22.494146	1.1918752	0.21544312	-0.20799655
215	4.2950349	0.57161546	0.3113739	467.02918	4.8467398	2.1720064	-0.97588623	0.30867872
216	3.5863299	0.30294238	2.3219602	241.85752	6.5707297	1.1861339	0.38670325	0.068621084
217	4.1567361	-0.29756201	2.8674577	661.46403	9.236002	1.8483104	-0.76158398	-0.47130015
218	6.0603291	-0.010900866	0.71786732	636.64979	6.8092332	1.9208084	0.32346165	-0.024206355
219	4.6927641	-0.95853811	2.0228226	550.99162	5.3280826	1.7945204	-0.15669407	0.441259
220	0.89083742	0.31342478	0.71362332	276.81838	12.335854	1.0837313	-0.59403205	0.38235834
221	3.9045346	-0.24175778	2.7930306	476.82569	8.220665	2.1834476	0.38484105	-0.0013747124
222	4.176366	-0.87718515	1.5652342	370.11073	14.736195	2.1000025	-0.17651704	-0.33477691
223	1.1497738	-1.0539351	1.4164621	94.388143	16.290213	1.2426511	0.4296723	-0.35841092
224	4.4389946	-0.8492926	0.80476741	554.36132	8.4523201	2.1181903	0.36908123	0.077775747
225	3.9705853	-0.34688546	3.0540662	843.85394	11.350074	2.3023765	-0.45095831	-0.16923341
226	2.0729979	-0.61758032	0.63048223	750.16172	7.3098187	1.5884441	-0.11943703	-0.0134295
227	4.4925352	-1.3061863	0.92373757	328.92051	16.921808	1.6362486	0.89248794	-0.48845381
228	0.71068608	0.10302145	0.22070414	707.19357	13.794265	1.4440174	-0.18367632	-0.36232942
229	3.1851662	-0.15257969	0.65681842	754.723	6.8930016	1.7090669	0.81250602	-0.32833251
230	4.2081755	-0.030565393	0.98721824	382.87308	12.585039	2.0675313	-0.45436472	-0.27791795
231	5.0505884	-0.38053494	0.74998987	679.25458	5.9652114	2.1566601	0.53711373	0.12235236
232	1.929858	-0.64694646	0.62090201	392.80475	18.668547	1.2140919	0.6678493	-0.32273251
233	0.42380918	-1.0895194	1.9901744	587.09287	9.4216776	2.057812	-0.95615751	0.24456437
234	4.5759636	0.73184625	1.0221744	429.6192	3.697464	1.6132376	-0.55305433	0.19348964
235	5.011402	1.4480427	2.2604864	601.19403	14.335639	1.6737957	0.67408156	-0.18120319
236	5.754288	0.28743688	1.0737351	513.48863	18.456341	1.6783686	-0.66454571	0.16569151
237	4.8322937	0.33216281	1.8133489	213.0392	5.1444407	2.0842927	0.17590523	-0.031473059
238	0.045951366	-0.77180311	0.78953917	912.73419	12.909018	1.8869613	-0.75372219	-0.28366628
239	3.6189499	-0.4938102	2.151702	378.21355	3.2812696	1.7355286	0.68651175	-0.18749262
240	1.4217665	0.78884167	0.54046011	776.76925	10.477401	2.3011477	0.13176385	-0.23994471
241	4.4612231	-0.31907823	1.6425421	324.06789	17.214531	1.3528444	0.29660967	0.24834254
242	0.60819982	0.24157408	2.6686715	876.23317	14.000062	1.5749776	0.2836771	0.072852425
243	1.9847525	-0.79791143	0.82683671	213.84012	8.0149803	1.2765052	0.74806988	-0.36678177
244	2.5354662	0.66218546	2.7434908	377.86183	3.4420037	1.9561126	-0.22035484	-0.29385605
245	4.103163	-0.31443104	0.92755136	362.78141	5.0632906	1.7503866	0.77582228	-0.17734484
246	1.2799578	-1.1389898	2.666361	913.71824	17.088345	1.9606568	0.11963071	0.16705738
247	3.0939988	1.0157859	1.028545	733.02679	12.68572	2.2823899	0.60648507	0.36042994
248	4.852142	-0.24651517	0.36155233	883.20665	16.338531	1.5001585	0.95805579	-0.18338433
249	2.6666085	0.70821906	3.0565146	274.31567	2.2919998	1.4672291	-0.95955849	0.34220052
250	0.52587743	-0.65644444	0.87889072	265.61283	7.2160435	1.8958926	-0.92547953	-0.11573973
251	1.1688216	-0.78981781	0.6208012	367.45222	17.727911	1.5128957	-0.79381746	-0.16809903
252	1.8708206	0.9632022	2.5008646	633.73799	19.494337	1.7410756	0.67233312	-0.0060115783
253	0.57402525	-0.96596158	2.562978	620.62017	15.292528	1.7280596	0.66727221	0.37637493
254	1.255079	-0.60213964	0.65152819	235.97928	7.3707886	1.9224128	0.27798223	0.16834243
255	0.85845157	0.26511421	2.6824564	500.14995	18.47813	1.2138304	0.045470368	-0.062506855
256	5.6519487	-0.90815971	2.8077484	943.00653	11.707582	2.2128484	-0.91199768	0.34136641
257	5.4519174	0.45702446	1.0209987	490.49285	19.06081	1.6925565	-0.31385928	0.16777503
258	4.6352834	-0.13355949	0.53111952	792.3156	17.851362	1.4194674	0.39455009	-0.31844646
259	0.34589892	-0.053225089	0.68914051	394.37091	21.121513	1.084558	0.45198715	-0.21601006
260	1.5499478	1.3793331	0.56593908	997.04503	9.5005627	2.002753	0.065053858	-0.16488644
261	6.0662607	0.78346377	0.63964896	393.92321	15.175519	2.1026957	0.6182068	-0.083014749
262	2.8546301	0.34737382	2.6491098	328.44776	8.8567677	1.9038061	0.9643591	0.21350172
263	0.1397016	0.75396968	1.9727192	780.91567	15.560669	1.9961902	-0.96161121	0.053553175
264	1.269235	-0.071244446	1.7044947	191.31341	9.4843464	1.3341405	-0.48253155	-0.16576116
265	0.37158894	-0.69016472	2.7650769	940.94393	7.5522633	1.3637874	-0.47232422	-0.16930276
266	5.4878775	-1.3162647	2.3859506	742.31131	9.8082952	1.9639665	0.86070019	0.18955676
267	4.0606186	1.121151	0.45475101	582.98771	18.939545	1.7837167	0.52971929	-0.40680543
268	1.8920501	-1.1109766	2.7431914	799.45318	10.633005	1.3404102	0.60952276	-0.25715616
269	1.6299022	0.60018757	0.66658616	786.82425	19.370445	2.1101766	-0.65470326	-0.43576008
270	0.58473948	-1.0205003	1.1213752	553.0076	15.801793	2.0179501	0.95711845	-0.15975526
271	3.9761817	-1.2847204	2.1581532	438.93976	15.305799	1.5167423	-0.46469432	0.24496698
272	5.9867588	0.28799995	2.6250073	409.5985	6.8950438	1.1117749	-0.32719544	-0.032522295
273	5.7931377	-0.071982472	0.41152005	719.32884	13.533473	1.4982258	0.95507604	-0.43076551
274	5.267136	0.45642234	2.0429903	229.91251	16.91478	2.0138533	0.46930468	0.12513587
275	0.74524378	0.10297563	0.81742099	434.85593	5.4992366	1.2615954	0.56611288	0.22691528
276	1.3273073	-0.079149188	1.793553	477.79434	18.712332	1.8051051	0.68587142	0.29670611
277	3.1405905	1.1497394	0.97321528	372.59249	9.6660433	1.8897091	-0.77908909	-0.14431831
278	5.8588091	-0.78602507	0.85275764	942.30524	12.313743	1.8929725	-0.98898441	0.20321947
