simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
13,61959.9433,1530657514.89,4.5897327,0.41515315,262.972313,23.786523,0.45672763,473.99473,6.0668497,1.7750059,0.61816591,-0.43866491,0.0996397,6.0668497,1.7750059,5.517125,1.6141704,11.587477,0.22621,0.0,0.0,0.0,38.641933,0.8975,405.839282,116.241652
14,62241.6297,1554995219.87,5.7251294,-0.77400424,328.025752,-44.347176,0.84641729,349.23804,18.590429,1.713253,-0.083815143,-0.42727423,0.0746619,18.590429,1.713253,17.2988628,1.5942251,11.672549,0.21675,0.0,0.0,0.0,35.425582,0.662671,550.812575,190.866498
15,62712.26,1595657682.25,4.4659459,0.2805062,255.879852,16.071821,2.751363,905.7197,19.853241,1.6081613,0.66327387,-0.49495095,0.180945,19.853241,1.6081613,16.8113168,1.361758,11.783323,0.20154,0.0,0.0,0.0,46.935629,0.924822,790.142236,239.375973
16,61946.9491,1529534817.5,1.4576184,0.85391339,83.515382,48.925633,2.4941076,322.23852,16.655132,1.6972723,-0.32928985,-0.15247245,0.0691521,16.655132,1.6972723,15.5778887,1.5874938,11.690993,0.21439,0.0,0.0,0.0,50.016527,0.797603,335.931233,80.947635
17,62714.6552,1595864627.13,1.8094942,0.12912099,103.676381,7.398088,0.26935593,737.35537,4.9697371,1.4343284,0.60207832,-0.36476108,0.1500812,4.9697371,1.4343284,4.3212055,1.2471541,11.906048,0.1779,0.078312,0.005239,0.023697,66.869475,0.963942,620.800324,206.119712
18,62993.2459,1619934864.49,3.2676855,0.26662913,187.224588,15.276724,1.6427144,203.47085,17.421581,2.0156801,0.46498233,-0.33713001,0.0444323,17.421581,2.0156801,16.6804317,1.929929,10.922871,0.27251,0.0,0.0,0.0,40.998585,0.071856,267.439088,95.54717
19,64345.952,1736808674.54,4.7522374,-0.040393483,272.283146,-2.314376,0.056788453,998.37433,4.8827343,2.2516463,-0.98968172,0.17714621,0.1975311,4.8827343,2.2516463,4.0773339,1.8802403,-330130080928960.0,-0.0,1.987785,0.0,0.790118,18.975735,0.998388,1184.076715,327.411438
20,64420.127,1743217394.64,0.584177,1.1486174,33.470877,65.810929,2.4276377,798.27361,9.5328598,1.3982168,0.10519728,0.33506146,0.1613621,9.5328598,1.3982168,8.2083442,1.2039456,11.925594,0.17314,0.0,0.0,0.0,33.296704,0.755778,840.532724,277.411197
21,62470.6911,1574786124.74,4.3587706,0.99728472,249.739159,57.140205,0.47160216,763.91046,17.523495,2.0912151,-0.11464727,0.19114119,0.1550151,17.523495,2.0912151,15.1716584,1.8105521,-1358460403080.25,-0.0,2.650298,0.0,0.71448,58.888801,0.890842,640.457811,225.387167
22,62997.5719,1620308634.3,4.0781514,-0.1677887,233.660863,-9.613584,0.55317885,996.74575,15.237474,1.9315248,0.33076775,0.16108133,0.1972419,15.237474,1.9315248,12.7271473,1.6133121,11.262237,0.25327,0.0,0.0,0.0,22.600386,0.850859,809.648871,220.72631
23,62026.7299,1536427877.96,3.9667616,-1.1022032,227.278698,-63.151592,2.5012826,780.14105,8.988183,1.2380021,-0.94847757,0.39430368,0.1580182,8.988183,1.2380021,7.761694,1.0690696,11.986023,0.15253,0.0,0.0,0.0,58.160893,0.801911,664.958311,230.137453
24,62893.2345,1611293875.88,0.10637031,-0.27564086,6.09457,-15.793058,3.0245308,536.2745,11.455616,1.8153108,-0.5887531,-0.11060631,0.1118324,11.455616,1.8153108,10.3033663,1.6327199,11.521781,0.23267,0.0,0.0,0.0,15.101893,0.993156,939.153917,331.090895
25,61261.1286,1470279926.66,5.0535935,1.351782,289.549579,77.451403,2.7350564,474.53786,14.364848,2.080621,0.35491708,0.31295514,0.0997468,14.364848,2.080621,13.0619594,1.8919091,-379908307877.75,-0.0,2.464961,0.0,0.665548,42.319981,0.918496,409.755041,87.072765
26,63944.4348,1702117585.44,0.59100446,-1.0203997,33.862061,-58.464596,1.0962362,291.74026,6.7197981,1.7855978,-0.33994707,-0.067693368,0.0628809,6.7197981,1.7855978,6.3222496,1.6799604,11.571371,0.22788,0.0,0.0,0.0,17.706636,0.456947,449.089712,114.095359
27,61653.7738,1504204472.55,1.5910721,-0.020006002,91.161716,-1.146259,2.5907433,702.15162,20.253679,1.6895665,0.080329508,-0.37744141,0.1435001,20.253679,1.6895665,17.712005,1.4775395,11.701493,0.21322,0.0,0.0,0.0,43.423257,0.85208,475.994772,149.735213
28,63803.8251,1689968903.39,1.0343004,1.0315547,59.261048,59.103731,0.64997473,479.05125,12.227087,1.96424,0.009156961,0.35010746,0.1006362,12.227087,1.96424,11.1091084,1.7846405,11.15574,0.26001,0.0,0.0,0.0,24.663895,0.796099,475.268319,121.075263
29,62129.666,1545321557.32,5.2262904,-1.4217888,299.444382,-81.462498,1.836134,385.13626,17.658047,1.4951011,-0.94896775,0.16184293,0.0819286,17.658047,1.4951011,16.3208984,1.3818852,11.869474,0.18601,0.0,0.0,0.0,61.596584,0.262235,952.135388,326.336105
30,63623.0259,1674347857.39,4.6812519,0.12245325,268.215977,7.016054,2.4631434,737.43388,4.9304056,1.9197147,0.89066118,0.18221959,0.1500958,4.9304056,1.9197147,4.2869521,1.6691781,11.295032,0.25099,0.118174,0.0,0.04463,40.869914,0.778547,1118.456756,334.132356
31,61702.0756,1508377750.33,3.972898,1.3230366,227.630288,75.804413,0.54939373,350.60914,10.975789,2.0590725,-0.79608786,-0.16213126,0.0749407,10.975789,2.0590725,10.2105997,1.915522,10.449711,0.29098,0.0,0.0,0.0,57.938546,0.852841,359.728223,68.625162
32,62561.8583,1582662979.19,3.6540228,0.96091679,209.360085,55.056477,2.4522569,536.50179,17.278387,1.5397205,-0.11170232,-0.45289981,0.1118765,17.278387,1.5397205,15.5398432,1.3847945,11.838931,0.19206,0.0,0.0,0.0,53.050606,0.771669,1351.266707,456.209007
33,63427.0658,1657416902.42,2.4167401,0.27156514,138.469008,15.559536,2.6487619,493.4632,6.6841235,2.0259614,0.85955894,-0.45403221,0.10347,6.6841235,2.0259614,6.0573678,1.8359914,10.856601,0.27557,0.003868,0.0,0.001291,41.337067,0.880997,513.32659,140.038469
34,61359.5189,1478780854.09,4.3232212,0.58618574,247.702329,33.585969,2.4046075,533.98451,17.996325,1.5774128,-0.37879682,0.14930953,0.1113871,17.996325,1.5774128,16.1926702,1.419319,11.809782,0.19724,0.0,0.0,0.0,66.837308,0.740498,646.951588,265.825771
