simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
21788,62461.3761,1573981317.19,3.8098834,-1.1494594,218.290239,-65.859172,1.5572649,703.33482,19.224579,1.2856097,0.92959088,0.18519716,0.143722,19.224579,1.2856097,16.8087862,1.1240578,11.970724,0.1586,0.067491,0.001861,0.01769,53.015403,0.013531,1444.54141,433.233889
21795,63950.014,1702599623.71,1.8900266,0.80681272,108.290547,46.226964,0.46570632,377.38414,4.0003695,1.3681061,0.67037499,0.034488916,0.080365,4.0003695,1.3681061,3.7027944,1.2663369,11.938405,0.16923,0.167107,0.017932,0.053193,57.889638,0.893505,310.937624,74.617424
21798,64331.2249,1735536246.84,1.6967251,0.8274632,97.215187,47.410149,0.38519938,828.65809,6.3899837,1.5032402,0.75160587,0.49454215,0.1669396,6.3899837,1.5032402,5.4758479,1.2881902,11.865101,0.18709,0.097086,0.006244,0.026472,51.602823,0.926724,572.149237,213.451118
21807,64099.6251,1715526028.36,1.6256646,0.062498521,93.14372,3.580901,0.87100247,362.78815,11.831361,1.0922496,0.86030006,0.33379191,0.0774126,11.831361,1.0922496,10.981272,1.0137709,12.022646,0.13416,0.170504,0.085471,0.022919,73.329749,0.64406,561.62364,156.801935
21833,62056.7043,1539017672.18,5.5207358,0.5227668,316.314861,29.952331,0.39163362,703.11078,8.4693232,1.6456388,0.96495152,-0.23710699,0.14368,8.4693232,1.6456388,7.405326,1.4388979,11.747327,0.20687,0.279149,0.027647,0.06938,62.466758,0.924287,599.754859,208.744518
21859,61089.4261,1455444831.31,2.3199111,0.13547412,132.921115,7.762095,1.2549349,319.61176,6.4586306,1.5343845,0.82012504,-0.204261,0.0686139,6.4586306,1.5343845,6.0439325,1.4358642,11.843875,0.19131,0.141715,0.011425,0.038125,22.997998,0.310635,650.120699,216.504757
21866,63091.7852,1628448657.62,5.7999529,-0.68055667,332.312823,-38.993025,2.2973585,498.44884,10.53441,1.4644636,0.94173354,-0.40541339,0.1044481,10.53441,1.4644636,9.5381669,1.3259687,11.888397,0.18191,0.226284,0.047781,0.048167,19.381565,0.664304,529.185897,137.708066
21879,62166.7677,1548527148.05,6.1397526,0.11657434,351.781911,6.679218,0.37542302,509.07442,3.0731823,1.4370285,0.66155803,-0.46728083,0.1065289,3.0731823,1.4370285,2.7773178,1.2986815,11.903977,0.17827,0.173594,0.005594,0.066991,71.203816,0.930353,705.007592,233.063366
21892,63658.8244,1677440848.0,4.069634,-0.61154671,233.172852,-35.039045,0.27273727,700.12103,19.311829,1.3868115,0.98475975,0.23215739,0.143119,19.311829,1.3868115,16.8939789,1.213182,11.929367,0.17167,0.227376,0.076975,0.040538,16.908067,0.963037,516.419871,117.519967
21908,62556.4012,1582191485.93,6.0405086,-0.75016286,346.095649,-42.981166,2.4915115,862.2659,5.0852838,1.5100162,0.72847962,-0.28553072,0.1730719,5.0852838,1.5100162,4.3350145,1.2872324,11.859853,0.18802,0.121654,0.006087,0.038107,19.769685,0.796035,956.583693,289.893516
21912,63380.5675,1653399449.76,3.3865415,0.41207533,194.034535,23.610177,1.9895116,77.525341,4.1442475,1.0515286,0.44052762,0.11000809,0.0172695,4.1442475,1.0515286,4.0738935,1.0336775,12.030556,0.12907,0.146615,0.047308,0.029972,66.890797,0.406587,280.123873,83.139669
21920,63228.2374,1640238131.27,4.900012,-0.069490567,280.750007,-3.981516,1.610554,379.49421,6.5099554,1.3489554,0.97538954,-0.10983286,0.0807909,6.5099554,1.3489554,6.0233255,1.2481188,11.948059,0.16673,0.442442,0.073459,0.103143,37.289403,0.039747,486.456738,173.063858
21954,64456.8373,1746389157.24,2.4832551,0.94453036,142.280037,54.117603,0.77712299,510.62701,9.1063595,1.2492883,0.87391895,-0.12535338,0.1068325,9.1063595,1.2492883,8.2274055,1.1287059,11.983216,0.15395,0.212551,0.067125,0.039236,41.895366,0.712934,689.89369,232.510069
21969,63432.5521,1657890915.12,5.1604634,1.0604221,295.672773,60.757711,0.82381288,663.34388,11.175296,1.2551317,0.79087919,-0.34977329,0.1361906,11.175296,1.2551317,9.8357581,1.1046841,11.981065,0.1547,0.066859,0.019022,0.012895,46.992032,0.679428,849.515856,276.216802
21994,61284.2242,1472275389.11,4.7326114,0.14897704,271.158659,8.535756,2.1437366,335.92876,3.4244111,1.1086986,0.62655228,0.089838646,0.0719507,3.4244111,1.1086986,3.1945602,1.0342813,12.019393,0.13622,0.232532,0.045077,0.064938,26.411164,0.542105,416.830437,121.549592
22041,63920.1966,1700023407.58,3.2231384,-0.29121711,184.672227,-16.685511,0.081626569,550.0838,16.886728,1.2336538,0.97798264,-0.027727358,0.1145124,16.886728,1.2336538,15.1516732,1.1069,11.990609,0.15193,0.291011,0.124141,0.044977,52.142902,0.99667,483.686078,131.109168
22053,62352.1587,1564544933.03,0.27384776,-0.9609126,15.690321,-55.056236,2.547995,407.22626,13.710785,1.2140443,0.84998935,0.093688503,0.0863676,13.710785,1.2140443,12.6207604,1.1175263,11.991958,0.1495,0.077386,0.025324,0.014033,24.660569,0.828934,364.511828,59.423085
22062,63517.233,1665207348.06,5.4317513,-0.46107246,311.216425,-26.417506,0.68891023,294.80235,3.1705437,1.2789501,0.26460099,-0.42970344,0.0635128,3.1705437,1.2789501,2.9811993,1.2025714,11.973032,0.15774,0.068887,0.008753,0.023003,69.830582,0.771939,347.052946,85.164934
22064,62474.3139,1575099141.33,1.6982388,-1.0354829,97.301916,-59.3288,2.8238468,698.00283,7.8083463,1.5741924,0.91044104,0.14931104,0.1427214,7.8083463,1.5741924,6.8331145,1.377582,11.812145,0.1968,0.200038,0.021184,0.049686,16.297392,0.949942,649.720626,244.417723
22066,61068.7781,1453660847.57,2.4273897,0.17934951,139.079185,10.27597,2.4087346,729.53322,18.253277,1.4036571,0.97356683,-0.086359046,0.1486229,18.253277,1.4036571,15.8914448,1.2220348,11.921474,0.17387,0.177992,0.053059,0.033674,41.869374,0.743265,877.307443,244.498885
22077,63734.1566,1683949552.01,1.6757131,-0.93503286,96.011288,-53.573437,2.5492526,913.79564,10.008884,1.54656,0.89288497,0.27201647,0.1824015,10.008884,1.54656,8.4648779,1.3079821,11.8335,0.193,0.119517,0.012206,0.02902,73.703452,0.829636,987.848279,358.173677
22097,61358.6386,1478704790.97,1.4095666,-0.94676814,80.762217,-54.245819,1.5545974,436.4027,4.0380664,1.1776258,0.29105768,-0.27581066,0.0921936,4.0380664,1.1776258,3.6972076,1.0782208,12.002842,0.14489,0.071369,0.020825,0.016491,37.295503,0.016198,804.935759,230.526851
22099,62885.7132,1610644035.15,0.043537646,-1.1332358,2.494523,-64.929629,0.34528685,375.06708,7.6846824,1.2453954,0.9211641,-0.42082033,0.079897,7.6846824,1.2453954,7.116125,1.1532538,11.984105,0.15346,0.322059,0.082588,0.064882,73.593571,0.940978,314.740386,66.496744
22100,62080.5123,1541074679.92,6.0999156,-0.033760161,349.499419,-1.934315,2.5223608,761.50115,9.8057184,1.4776009,0.83396327,0.41857442,0.1545685,9.8057184,1.4776009,8.4929721,1.2797862,11.881782,0.18364,0.076398,0.005574,0.019139,38.660641,0.814325,778.545102,260.076694
22147,64436.0036,1744589130.2,3.8278624,0.73528815,219.32036,42.128908,2.083275,485.91299,3.7815287,1.3265666,0.28984532,0.046426643,0.1019866,3.7815287,1.3265666,3.431556,1.2037956,11.955836,0.16385,0.042554,0.003677,0.014038,38.76838,0.490339,481.648995,182.89625
22151,61289.9428,1472769478.17,4.6434865,0.93675296,266.052179,53.671991,1.5213421,209.36749,14.251101,1.2481841,0.96802145,0.36860606,0.0456791,14.251101,1.2481841,13.6285612,1.1936589,11.983541,0.15381,0.2935,0.112816,0.0487,62.715849,0.049434,341.482868,109.319249
22177,63121.9339,1631053503.66,1.3115553,0.45777537,75.146583,26.228597,0.66552419,847.24211,19.35615,1.3167073,0.98479134,-0.37155455,0.1703353,19.35615,1.3167073,16.5389782,1.1250684,11.959502,0.16258,0.2542,0.099572,0.041678,34.123555,0.786593,852.444234,222.070443
22204,63076.1978,1627101907.52,3.6498853,0.63840399,209.123023,36.577854,2.6108905,999.13302,7.0403848,1.6531366,0.95928901,0.024920002,0.1976659,7.0403848,1.6531366,5.8784215,1.3802987,11.741241,0.20792,0.296911,0.022172,0.08,30.485553,0.862452,742.227559,264.184155
22296,61548.3962,1495099846.18,0.36735241,0.51726661,21.047743,29.637194,1.7333337,210.97053,5.0561781,1.418083,0.65057141,0.26061571,0.0460176,5.0561781,1.418083,4.8337408,1.355697,11.914756,0.17576,0.104053,0.010991,0.029679,57.008716,0.161823,522.464298,160.718586
22308,62777.7121,1601312746.6,3.0364917,-0.41356189,173.978159,-23.695351,0.97384124,577.44253,8.7398825,1.4528275,0.8683452,-0.40863359,0.1197978,8.7398825,1.4528275,7.8048755,1.2974016,11.895705,0.18035,0.152109,0.027315,0.033857,30.491352,0.562127,795.532574,280.279424
22317,64245.6925,1728146254.21,1.9564292,0.41966177,112.095136,24.044848,0.31338155,311.363,4.2764897,1.290325,0.19444142,0.043854084,0.0669216,4.2764897,1.290325,4.008251,1.2093906,11.969067,0.1592,0.01748,0.000507,0.005649,34.027675,0.951297,324.40037,98.767585
22332,62466.2574,1574403059.29,1.0950585,0.078559542,62.74223,4.50113,2.3308835,572.21479,10.169798,1.5006322,0.93578231,-0.44025984,0.1187903,10.169798,1.5006322,9.0899945,1.3412989,11.866308,0.18675,0.209284,0.038527,0.046122,63.256124,0.688985,756.538789,216.369692
22362,63278.109,1644547037.7,2.8356557,-0.18653326,162.471104,-10.687569,2.201467,447.66861,8.3533096,1.1452672,0.77721691,0.4451474,0.0944321,8.3533096,1.1452672,7.6325514,1.0464488,12.010892,0.14081,0.161657,0.063758,0.026413,55.015885,0.589687,840.716372,304.928234
22366,62361.2436,1565329869.07,4.5348154,0.19870031,259.825783,11.384689,0.64760668,201.14119,4.8626027,1.5073941,0.93869668,-0.31107095,0.0439391,4.8626027,1.5073941,4.6579372,1.4439483,11.862406,0.18765,0.352409,0.027996,0.109675,36.355066,0.79753,223.200318,39.788182
22423,62271.6471,1557588724.36,0.9949074,-0.12670565,57.003995,-7.259699,0.26951124,701.24478,6.3056808,1.1884856,0.98139316,0.10069243,0.1433299,6.3056808,1.1884856,5.5151891,1.0394949,11.999771,0.14626,0.489682,0.1038,0.105948,35.000552,0.963901,533.950928,139.224988
22425,63342.2157,1650085857.17,3.4720898,-0.59061911,198.936092,-33.839982,0.91146824,387.78199,15.986045,1.3181458,0.90925181,-0.20588435,0.0824616,15.986045,1.3181458,14.7682334,1.2177299,11.958962,0.16277,0.080158,0.014782,0.017621,17.193899,0.612586,698.38713,257.22357
22447,63619.5338,1674046140.15,4.2477966,-0.51232096,243.380817,-29.353829,0.60168592,903.30407,6.573072,1.4550349,0.76698446,-0.20841272,0.180509,6.573072,1.4550349,5.5679983,1.2325488,11.894278,0.18065,0.117297,0.014582,0.02926,46.569737,0.824383,858.488382,264.108647
