simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
482,63742.8436,1684700102.7,4.6866354,0.45477929,268.524429,26.056934,2.0352197,450.86241,6.4629577,1.5002851,0.42603666,-0.0098937422,11.866476,0.1867,0.0,0.075754,0.0,34.984917,0.447907,1274.300331,561.872981
483,63637.9334,1675635863.61,6.0012867,0.75528962,343.8484,43.274908,2.922487,1623.9739,7.3275642,1.6793965,0.97580546,-0.0082193703,11.711814,0.21175,0.333141,0.072146,0.050269,38.07885,0.976092,1546.143836,566.733113
484,62824.7581,1605377515.97,0.59092683,-0.56908331,33.857613,-32.606072,2.567254,1589.0208,8.711734,1.6846705,-0.38570656,0.043339105,11.705499,0.21253,0.0,0.063581,0.0,63.309244,0.839552,1419.678767,372.175697
485,61537.3905,1494148960.48,5.0411405,-1.1331709,288.836075,-64.92591,2.8401796,903.60744,15.349831,1.5105905,-0.52797566,-0.028264802,11.859292,0.1881,0.0,0.189759,0.0,16.275648,0.954918,924.367675,242.785969
486,62684.6223,1593269781.53,3.4696623,-0.75114012,198.797006,-43.037159,0.46685552,1704.4045,20.451614,1.7099746,-0.0057350316,0.032304734,11.675785,0.21627,0.0,0.203657,0.0,15.790546,0.892988,1484.129557,443.40013
487,61276.6015,1471616790.85,0.4150593,0.42836425,23.781146,24.543464,0.91929646,855.27478,13.567194,1.5872425,-0.56727041,-0.0015578879,11.801362,0.19861,0.0,0.143249,0.0,34.307595,0.60638,1520.23681,539.623991
488,63475.0923,1661566389.21,3.2122872,1.321465,184.050499,75.714367,2.8993354,1385.2645,7.0768044,1.7085825,0.97544847,-0.042807237,11.677302,0.21607,0.326784,0.063549,0.051806,26.509477,0.970799,1335.793798,456.008601
489,64462.9436,1746916744.83,4.7356542,0.5973757,271.332999,34.227106,2.861039,1627.4823,11.433553,1.7319363,0.2370582,0.0005088673,11.648224,0.21957,0.0,0.098342,0.0,54.112115,0.960902,1246.915364,346.025832
490,64220.2624,1725949089.59,0.49164946,-0.82726102,28.169439,-47.398565,0.96624213,453.70229,49.263185,1.4683601,0.16017137,0.047680547,11.886495,0.18242,0.0,0.704273,0.0,55.604738,0.568395,600.278931,128.443331
491,61227.7709,1467397821.43,4.8975677,-0.65148425,280.609959,-37.327298,0.22572858,3077.163,30.408396,1.9572901,0.97908081,-0.004554085,11.180309,0.25852,0.0,0.245943,0.0,16.892135,0.974631,3536.785657,1104.445646
492,64342.8859,1736543762.67,4.8625864,-0.2300197,278.605678,-13.179158,2.1048939,412.95348,37.713543,1.353518,0.24880214,-0.024735982,11.945505,0.16732,0.0,0.630599,0.0,26.760494,0.509065,602.653845,132.912884
493,63840.8403,1693167020.18,1.981707,-0.58903659,113.543447,-33.749311,0.57356282,639.05574,45.284449,1.6103114,0.60566896,0.041117002,11.781697,0.20184,0.0,0.574091,0.0,48.788709,0.839973,601.219921,94.138072
494,61334.0581,1476581039.33,2.5693074,-0.63646183,147.21047,-36.466577,2.3865508,1025.3559,8.2890439,1.6347208,0.82838674,-0.038421242,11.757959,0.20531,0.063716,0.089316,0.0,51.160506,0.728243,1103.438836,298.738521
495,64122.5583,1717507453.94,6.1516068,0.52142479,352.461107,29.87544,2.6900093,1906.7862,8.8833641,1.6966169,0.0059879504,0.037808498,11.691842,0.21429,0.0,0.069764,0.0,46.674986,0.899757,1944.131384,577.728799
496,61468.7819,1488221173.39,0.37590483,0.60940753,21.53776,34.916479,1.1075276,977.21855,7.5597828,1.7794131,0.646185,0.026013024,11.581176,0.2269,0.0,0.049755,0.0,28.400899,0.446875,1413.48684,435.693499
498,63689.4336,1680085480.42,0.94199793,-0.87164402,53.972506,-49.941524,1.0198467,1018.1529,12.466517,1.6595159,-0.18643033,0.01129773,11.733129,0.20887,0.0,0.118974,0.0,73.256255,0.523497,1447.267538,472.976191
499,63470.1356,1661138131.89,2.4929766,0.51910815,142.837038,29.742706,0.46699952,603.75019,16.605895,1.556261,0.2278156,0.041490498,11.825869,0.19433,0.0,0.212528,0.0,28.710942,0.892923,519.952985,91.383409
500,62991.3317,1619769477.93,2.9952816,0.69831816,171.616994,40.010683,2.1610467,841.27416,9.1403427,1.7477554,-0.18457792,-0.044205274,11.627008,0.22198,0.0,0.060246,0.0,50.241508,0.556569,1034.127986,320.492345
501,63146.5619,1633181366.47,2.1580304,-0.014682349,123.646034,-0.841237,0.89649474,550.28313,7.8381799,1.4636616,0.57729032,-0.032129053,11.888795,0.1818,0.000891,0.108778,0.0,20.134999,0.624352,668.197348,150.01213
502,63196.112,1637462492.34,4.7732081,0.96642935,273.484679,55.372323,2.3791603,2046.7621,28.377196,1.8930014,0.45030347,0.00095643301,11.364048,0.24599,0.0,0.228389,0.0,63.635186,0.723158,1999.87074,680.935175
503,63863.7209,1695143903.01,2.7077719,-0.27087169,155.143902,-15.519805,2.5127141,885.27011,13.533028,1.5032596,-0.0060531296,0.025270143,11.865092,0.1871,0.0,0.177905,0.0,16.556212,0.808688,890.627059,202.610443
504,63699.282,1680936378.72,6.0479817,-1.0044426,346.523826,-57.550322,0.59616838,1751.2043,41.175518,1.4712847,0.095710305,-0.0029437104,11.884976,0.18281,0.0,0.588497,0.0,66.856996,0.827493,2244.479116,629.609835
505,61962.4789,1530876593.38,0.71024567,-0.93299587,40.694079,-53.456726,2.4072559,1656.0138,13.081804,1.8203971,-0.43038821,-0.049409664,11.512416,0.23351,0.0,0.082764,0.0,73.085522,0.742275,1301.495521,434.146197
506,61678.8473,1506370825.03,2.0671476,0.3530768,118.438833,20.22981,0.81561713,1376.0645,14.971947,1.2651172,0.063994169,-0.041133951,11.977747,0.15598,0.0,0.281419,0.0,16.670633,0.685419,1364.733417,432.737817
507,62897.8567,1611693237.82,4.9980363,0.59401379,286.366386,34.034483,0.89392357,229.23519,6.7925612,1.2196213,-0.4397265,0.019477701,11.993128,0.15017,0.0,0.120948,0.0,28.232341,0.626358,296.100702,69.610581
509,64338.5862,1736172266.06,4.2821704,-0.62225658,245.350291,-35.652676,1.4044032,1024.4758,10.285588,1.7663338,0.96332932,0.021784482,11.600851,0.22485,0.176679,0.096087,0.014633,44.23002,0.165626,1690.303958,535.61294
510,64194.7836,1723747720.91,3.4404456,1.2210375,197.123013,69.960295,2.4990894,1425.3717,23.2316,1.9505608,-0.95536109,0.040725364,11.202765,0.25712,0.0,0.11713,0.0,57.140685,0.800598,1984.22474,555.981599
511,61618.7147,1501175371.83,1.8706045,-0.1759153,107.177743,-10.079204,1.8582053,1226.6776,18.665054,1.6700677,-0.018987173,0.031086507,11.722071,0.21039,0.0,0.195791,0.0,50.966012,0.283468,1617.094111,414.709469
512,61928.4348,1527935188.18,4.75889,0.59952321,272.664312,34.35015,2.7605269,1373.9128,8.572843,1.4853638,0.31380258,0.040426786,11.876482,0.18469,0.0,0.111644,0.0,44.779946,0.928269,2164.301512,554.895328
513,61780.0192,1515112074.56,3.9553826,0.66189835,226.626729,37.923982,2.0844508,741.97525,25.528695,1.5190284,0.084260578,0.028975923,11.854141,0.18923,0.0,0.346053,0.0,45.422127,0.491363,1247.826902,310.823715
514,61052.2498,1452232796.6,1.8028955,0.91420653,103.298303,52.380176,1.048412,673.44299,6.6158483,1.4032142,0.23629379,0.015243566,11.9218,0.17381,0.0,0.092121,0.0,20.493398,0.498948,1027.103367,270.979657
515,62287.2621,1558937865.06,0.94355497,-0.23686472,54.061718,-13.571349,0.69719857,248.85049,28.265279,1.4917817,-0.22478264,0.028724052,11.871877,0.18556,0.0,0.385129,0.0,67.246809,0.766644,277.015221,40.234701
516,64008.0898,1707617377.4,3.8480636,-0.863233,220.477804,-49.459608,0.8150688,911.40175,6.3327252,1.5602249,-0.52902631,0.047767389,11.82288,0.19488,0.0,0.05068,0.0,37.602792,0.685818,1296.434526,506.131066
517,62807.7071,1603904314.14,1.8344885,1.0093528,105.108449,57.831655,0.16937949,1870.4565,9.6234385,1.7586833,0.86669689,-0.040096229,11.611047,0.22367,0.031668,0.085165,0.0,30.432702,0.98569,1466.302026,478.963421
518,61740.5143,1511698850.86,1.2138507,0.8908627,69.548522,51.042673,2.5951844,565.41727,7.1702562,1.5072406,-0.92612653,-0.036076802,11.862541,0.18763,0.0,0.066347,0.0,63.148415,0.854396,504.248253,118.874801
519,62089.3016,1541834080.19,2.9950164,0.228975,171.601799,13.119301,0.91135343,787.06413,9.4675529,1.402984,0.93448799,0.047535098,11.921974,0.17378,0.257791,0.161815,0.017314,63.611873,0.612677,1158.276483,644.713655
520,61398.9397,1482186806.04,4.6834901,0.72966233,268.344216,41.806572,0.15419328,1970.9055,11.343497,1.7245008,0.070963809,-0.037010756,11.656439,0.21847,0.0,0.095485,0.0,38.380029,0.988136,1577.451222,459.068654
521,61116.3287,1457769221.06,5.1165335,-0.92541552,293.155775,-53.022404,1.2027048,1112.0808,9.0104728,1.3486624,0.62190242,-0.043471771,11.948202,0.16669,0.007611,0.156359,0.0,35.97031,0.359835,1433.207627,531.966104
522,63706.7831,1681584474.59,3.098499,-0.37175419,177.530916,-21.299946,0.65159435,520.3042,16.160185,1.3889785,0.77022901,-0.021401821,11.928498,0.17195,0.0,0.280523,0.0,59.419534,0.795118,452.153694,134.957344
523,62555.1705,1582085149.54,2.9154949,0.070592939,167.045553,4.044677,2.557693,403.22773,7.6522606,1.3726842,0.65036545,-0.038306229,11.936662,0.16982,0.038692,0.12534,0.0,47.499891,0.834319,410.806083,60.818817
524,62062.1333,1539486736.33,5.8301885,-0.5497207,334.045195,-31.496676,0.99415863,864.07848,11.42326,1.378607,0.35970232,-0.020545047,11.933835,0.17059,0.0,0.186961,0.0,64.094242,0.545208,1031.047209,226.315899
525,63635.2452,1675403604.74,2.4309434,-0.070334479,139.282797,-4.029869,0.65541865,1495.9049,33.410796,1.6904967,0.88244546,0.044471469,11.700549,0.21336,0.0,0.401996,0.0,24.36008,0.792793,1562.598437,395.789038
526,63160.7952,1634411121.68,2.1270545,-1.3705717,121.871246,-78.527974,2.8272376,2570.5569,8.4123845,1.7719848,0.96371957,-0.025448215,11.59192,0.22574,0.225332,0.070488,0.029027,71.292345,0.950996,2140.574533,620.932796
527,63971.4146,1704448636.42,1.4056076,0.38842116,80.535383,22.254893,0.48351293,814.42541,20.524368,1.4838816,0.20239944,0.049203733,11.877558,0.18449,0.0,0.293998,0.0,49.813785,0.885367,1234.274735,543.267397
528,64087.6191,1714488706.86,2.7160386,0.60887332,155.617549,34.885871,0.86566507,919.90397,14.509725,1.4291799,0.16194955,0.010563361,11.909676,0.17721,0.0,0.219372,0.0,39.987047,0.648134,1163.504214,259.251569
529,63743.6771,1684772120.91,5.1614871,-0.55673309,295.731427,-31.898456,1.9939342,2283.6051,13.956674,1.7614127,-0.39430782,0.0012044653,11.607756,0.22409,0.0,0.107018,0.0,28.788916,0.410624,2546.92761,590.251572
530,61884.104,1524105003.9,3.1297123,-0.958994,179.319306,-54.946309,0.65304582,1013.2208,6.3757793,1.54968,0.62115406,-0.027936077,11.831924,0.19341,0.01913,0.06959,0.0,39.878194,0.794237,1197.136958,460.37727
531,61906.9498,1526078879.57,0.12577348,1.1184857,7.20629,64.08451,2.384295,799.5559,6.3676557,1.7482672,-0.68703487,0.02044314,11.626172,0.22206,0.0,0.021422,0.0,69.249161,0.726695,940.413234,268.992258
532,63452.8121,1659641386.4,3.7773178,0.1688736,216.424368,9.675745,2.1098264,1964.929,26.526728,1.625626,0.83401546,0.017886905,11.767316,0.20401,0.0,0.344247,0.0,35.383354,0.513304,1911.70637,621.049036
533,63906.8479,1698870080.43,0.2103716,0.20935082,12.053405,11.994918,2.0873145,1031.0424,8.634214,1.6284399,0.71657568,0.037416881,11.76458,0.20441,0.001678,0.092804,0.0,37.596252,0.493856,1691.075375,556.325288
534,64422.799,1743448248.62,1.1099235,0.47045646,63.593932,26.95517,0.79462033,1300.273,26.037328,1.6514299,0.93399065,-0.0079573222,11.742736,0.20768,0.0,0.333532,0.0,53.289136,0.700556,1512.508133,440.275633
535,64041.1142,1710470683.73,3.4868134,-0.99029479,199.779692,-56.739712,0.40567009,1534.7203,50.302168,1.71413,0.42533339,0.037477183,11.671306,0.21688,0.0,0.546178,0.0,16.418964,0.918838,1579.913562,455.478641
536,62126.4143,1545040610.66,1.4549246,0.24253691,83.361039,13.896341,0.6855619,752.19325,6.0988183,1.5273352,0.22755502,-0.027538558,11.848221,0.19036,0.0,0.062311,0.0,60.575039,0.774063,824.487597,209.067204
537,63406.5615,1655645332.12,3.7300539,0.32409469,213.716346,18.569258,2.541009,967.5669,31.392986,1.6738154,-0.5411933,-0.022932388,11.717675,0.21094,0.0,0.322303,0.0,28.915578,0.825006,1051.870009,271.231728
538,61389.3073,1481354567.87,4.4135718,0.95865889,252.879037,54.927108,0.43723797,575.77066,10.607232,1.5852978,-0.26170426,-0.0062933765,11.803214,0.19834,0.0,0.110245,0.0,28.347071,0.905925,602.380206,126.033714
539,61907.7623,1526149078.7,1.2100719,-1.2786817,69.332013,-73.263065,1.0607187,844.32664,8.5866274,1.5960397,0.57807601,0.029894102,11.79438,0.19983,0.0,0.095239,0.0,70.23922,0.488245,1669.525873,526.441333
540,62771.4487,1600771587.92,3.6814968,0.86128697,210.934229,49.348108,0.22012426,1696.0563,6.7701608,1.7280732,0.95078723,0.0084696736,11.653557,0.21898,0.25346,0.054916,0.04014,50.951115,0.97587,1649.551402,559.24174
541,63305.5198,1646915332.0,4.031471,0.34390534,230.986274,19.704325,2.1021455,791.30155,17.9921,1.720958,0.6415208,0.036550099,11.671512,0.21774,0.0,0.191886,0.0,60.730036,0.506697,1157.637233,336.405284
542,61529.5539,1493471876.47,5.7604615,1.2838439,330.050132,73.558837,1.3019926,580.01563,5.7445315,1.429484,-0.49830522,0.045823208,11.909563,0.17725,0.0,0.062075,0.0,49.750344,0.265578,1491.209882,444.108081
543,63946.7924,1702321277.97,0.246033,-0.82864141,14.096653,-47.477656,0.93525243,1174.1998,13.973987,1.6217074,-0.088157188,0.012648027,11.770305,0.20346,0.0,0.149836,0.0,73.628807,0.593615,1288.412932,477.325961
544,61662.7688,1504981639.55,0.97704115,1.1952025,55.980334,68.480059,2.0762864,1150.4938,7.1645977,1.4300596,0.61637537,-0.045473818,11.909314,0.17732,0.024362,0.104064,0.0,69.7547,0.484236,1877.926016,506.338315
545,64487.6594,1749052190.63,6.1011363,-1.0592599,349.56936,-60.691122,0.71025246,803.50989,5.8836781,1.625495,0.89048569,-0.023196708,11.767421,0.20399,0.209669,0.055459,0.032559,24.704677,0.758197,803.950469,299.708461
546,62091.0072,1541981440.99,0.93556528,-0.60112945,53.603942,-34.44218,2.6975013,1255.0718,17.634672,1.7242855,0.05357613,0.0058774611,11.656862,0.21844,0.0,0.168551,0.0,18.838907,0.903001,1395.300925,420.295525
547,62914.3823,1613121050.04,6.1270729,-0.0016934031,351.055418,-0.097025,0.51158395,1721.5465,36.010758,1.7709428,0.6306564,-0.02735401,11.593229,0.22558,0.0,0.372032,0.0,37.467987,0.87197,1694.257273,466.923343
548,63648.1741,1676520661.74,4.6151282,-0.9621959,264.427368,-55.129764,0.097666448,1627.0953,9.2640412,1.8444756,-0.96730831,-0.045525068,11.468382,0.2375,0.0,0.031837,0.0,31.589035,0.995234,2041.959736,587.574651
549,63493.8868,1663190235.64,3.4524614,0.31654632,197.811467,18.136768,2.6185246,947.31381,6.3710563,1.7271399,-0.4693763,0.046755402,11.65452,0.21884,0.0,0.027103,0.0,43.321934,0.866291,1317.670577,501.969803
550,62533.8442,1580242560.94,3.5367413,0.79044241,202.64035,45.289014,0.85950457,877.55372,12.632058,1.6867297,-0.36779599,0.036862081,11.703113,0.21284,0.0,0.110843,0.0,38.412597,0.652813,1260.398325,437.420881
551,61964.8285,1531079600.18,3.1511528,0.73537123,180.547756,42.133668,1.1108201,692.03822,13.164171,1.5433022,0.28896743,0.011318194,11.8355,0.19256,0.0,0.168551,0.0,65.995191,0.443927,1150.70036,350.166134
552,63098.6543,1629042145.78,5.5954605,1.3321121,320.596271,76.324401,0.60940499,760.67614,7.4295159,1.6191761,0.41491231,0.026094229,11.772838,0.2031,0.0,0.070734,0.0,29.643086,0.819989,745.120947,183.643921
553,63000.5983,1620570113.43,1.5925824,0.18543442,91.24825,10.62461,1.6803003,491.85949,15.534231,1.339934,0.09942285,0.04517738,11.950779,0.16557,0.0,0.265051,0.0,53.545204,0.109285,1593.182523,529.8944
554,61597.7354,1499362754.44,2.879153,-0.79543747,164.963315,-45.57521,2.9014868,1391.7692,7.1126728,1.6890365,0.18140028,0.0060348879,11.701841,0.21315,0.0,0.050998,0.0,55.510351,0.971313,1034.294558,247.45655
555,63710.2143,1681880934.81,4.9835796,-0.93989845,285.538078,-53.852214,1.4896516,585.02165,8.1609191,1.4760937,-0.74549932,0.027627778,11.882571,0.18344,0.0,0.089352,0.0,44.258383,0.081056,1020.641926,278.28851
556,63735.7173,1684084394.06,5.7147301,-0.044020889,327.429916,-2.522211,2.4526001,1064.3721,13.306334,1.5110883,-0.15259751,-0.04934605,11.858822,0.18817,0.0,0.168972,0.0,65.316466,0.771887,1701.848586,567.607544
557,62898.7998,1611774717.73,0.3819042,0.87953837,21.881499,50.393837,2.094825,1208.2715,7.0773033,1.490043,0.56545508,-0.020193514,11.87316,0.18532,0.003641,0.090451,0.0,21.369091,0.500372,1578.620666,529.870419
558,62624.5552,1588079985.85,1.2575132,0.19767047,72.050199,11.325684,0.93761341,531.37583,7.9611505,1.4010465,0.14283766,0.0021459322,11.923512,0.17352,0.0,0.115265,0.0,46.929157,0.591714,639.420714,145.317555
559,62993.4754,1619954694.35,2.9030363,0.33186676,166.331728,19.014565,0.51506374,688.90229,12.661091,1.5733919,0.69808143,-0.025165998,11.812852,0.19669,0.0,0.1643,0.0,41.269356,0.870261,1091.610471,428.454195
560,62335.4484,1563101157.6,5.6076887,-0.14047514,321.296895,-8.048633,0.67897107,549.03814,8.324297,1.5270189,-0.7804155,-0.019240864,11.848451,0.19032,0.0,0.081561,0.0,23.601503,0.778219,577.160609,129.528693
561,61743.8729,1511989033.9,3.9140818,0.84942697,224.260368,48.66858,1.3821683,891.02326,12.765723,1.5453613,-0.13781837,-0.024705599,11.834143,0.19284,0.0,0.152363,0.0,71.866628,0.187511,1800.577434,541.45584
562,63631.1197,1675047159.29,2.3218431,-0.35280014,133.03181,-20.213959,1.8137499,394.80087,7.4506366,1.2760037,0.46688823,0.03015184,11.974043,0.15737,0.006564,0.138141,0.0,63.067598,0.240571,566.944597,161.074474
563,63426.2335,1657344990.39,1.3445655,0.20957793,77.037928,12.007931,1.0625067,915.01776,7.907784,1.506905,0.33030773,0.048465337,11.862828,0.18759,0.0,0.096842,0.0,68.277875,0.486684,1608.665488,484.425732
564,62033.3898,1537003296.67,3.5365119,-1.033481,202.627206,-59.2141,2.6620242,1255.5386,7.3241008,1.5171995,-0.89745574,0.0092075208,11.85505,0.18899,0.0,0.067253,0.0,35.33205,0.887194,1393.562101,416.845021
565,61889.9139,1524606982.73,4.3114984,-0.62837488,247.030662,-36.003229,2.6095669,323.3187,11.485961,1.3276859,-0.87732561,-0.0040295717,11.955418,0.164,0.0,0.175483,0.0,39.852443,0.861781,297.841849,66.608196
566,63092.4035,1628502077.92,3.1160379,-0.29221694,178.53582,-16.742797,2.4305759,970.39902,15.63571,1.5393412,0.029532072,-0.014175851,11.839335,0.192,0.0,0.198761,0.0,27.538001,0.757699,1430.339168,529.948897
567,62405.8366,1569182702.26,3.3534149,-0.30822969,192.136521,-17.66026,2.103065,1826.2937,6.759822,1.9408151,0.33094179,-0.027872281,11.234229,0.25512,0.0,0.009256,0.0,53.511899,0.507489,2366.333319,561.65218
568,63767.7328,1686850533.13,2.1849698,-1.0217401,125.189548,-58.541395,0.30655335,1360.2401,37.706231,1.718352,-0.10483549,-0.041935043,11.667238,0.21749,0.0,0.383707,0.0,62.329107,0.953379,1455.902893,561.583692
569,63010.1963,1621399375.95,3.4314621,-0.51295783,196.608296,-29.390319,2.2632882,510.87792,6.0565652,1.5686642,0.058080653,-0.0071911459,11.817212,0.19603,0.0,0.05293,0.0,67.05105,0.638457,580.696159,130.85819
570,61973.1524,1531798789.54,3.8694162,-0.84721878,221.701217,-48.54206,0.74513939,682.84583,6.5817893,1.4444299,0.72203649,0.034987682,11.901424,0.17922,0.088588,0.092914,0.0,18.949652,0.734993,735.092351,234.561255
571,61321.1727,1475467739.69,1.3110338,-0.68109908,75.116704,-39.024103,0.70043087,1119.3191,8.330137,1.6153472,0.90292009,0.0057406494,11.776694,0.20256,0.157798,0.095839,0.011411,18.780975,0.764565,1590.682312,483.171914
572,63084.4859,1627817996.93,0.83811952,0.60308843,48.020711,34.554422,0.028362409,913.91229,11.183511,1.6226451,0.1126596,0.045936327,11.769523,0.20359,0.0,0.117018,0.0,36.582656,0.999598,1047.851015,301.641486
573,61658.9076,1504648031.71,1.1488825,0.64815062,65.826118,37.136295,2.4018749,675.25865,6.8376597,1.3894597,0.89277881,-0.017384797,11.928335,0.17202,0.260731,0.112183,0.027606,30.153525,0.738659,742.674666,214.352524
574,63456.9764,1660001176.74,0.33067654,0.027722878,18.94637,1.588404,0.56521328,1169.3192,9.8953255,1.4824202,0.89731935,-0.0059666386,11.878631,0.18429,0.150965,0.149166,0.000325,25.761623,0.844474,1206.754522,298.848683
575,63000.0513,1620522846.66,2.1471066,-0.9625216,123.020146,-55.148425,2.6107434,2099.0453,22.191238,1.6675499,0.45159936,0.011137235,11.725078,0.21002,0.0,0.254421,0.0,61.309589,0.862377,1732.942892,460.746184
576,64110.0853,1716429786.84,5.8171801,-0.77646606,333.299868,-44.488228,0.25385687,1150.7295,17.469717,1.4221886,-0.79338525,0.04521943,11.912032,0.17631,0.0,0.243013,0.0,64.869678,0.967951,1103.473721,360.057249
577,63128.0816,1631584664.33,4.1032247,-0.21158174,235.097458,-12.122741,0.70966006,1380.1333,30.320865,1.5428469,0.086019198,-0.0054229359,11.835862,0.1925,0.0,0.398837,0.0,74.062893,0.758583,1638.131381,556.227407
578,62019.9694,1535843774.57,0.60118878,0.59249954,34.44558,33.947723,1.2814608,665.66162,6.8883505,1.5658841,0.1812125,0.0043611484,11.819462,0.19564,0.0,0.067835,0.0,62.020227,0.285315,1674.12392,504.44985
579,63670.3049,1678432761.8,3.744222,-0.74318686,214.528118,-42.58147,2.3970732,2352.9236,21.620399,1.9697277,0.9626258,0.0023266266,11.136034,0.2612,0.0,0.159408,0.0,43.871891,0.735414,3208.738841,908.929249
580,61435.778,1485369637.26,2.3559492,-1.4168317,134.985946,-81.178477,2.0799417,690.48797,10.143326,1.4766149,-0.81850976,-0.034967432,11.882306,0.18351,0.0,0.117856,0.0,20.365796,0.487431,1079.147124,384.333602
581,61360.0037,1478822741.31,2.5616528,0.52891697,146.771894,30.30471,0.60928461,1009.8353,7.7352337,1.3312345,-0.98202057,-0.033784432,11.954035,0.16445,0.0,0.107543,0.0,63.146232,0.820058,922.655764,284.216348
582,62752.0433,1599094957.7,4.7299854,-0.86915687,271.008201,-49.79902,2.5910926,2036.6886,26.455368,1.7777436,-0.10725557,-0.0263586,11.58368,0.22663,0.0,0.239166,0.0,60.670889,0.852263,1943.469876,611.724057
583,63853.0446,1694221472.44,0.88933544,-0.7960911,50.955167,-45.61266,2.4290075,711.8581,15.256764,1.6041716,0.55388385,-0.013489821,11.786491,0.20099,0.0,0.188638,0.0,53.746071,0.756674,736.410585,174.541008
584,64383.0117,1740010627.86,5.3722146,-0.18346512,307.805223,-10.511777,2.3065723,1955.1992,38.828536,1.9720327,0.38440837,-0.039427953,11.127634,0.26171,0.0,0.270507,0.0,45.29487,0.671163,2313.876944,771.290593
585,62629.713,1588525620.9,3.1038789,0.51002878,177.839161,29.222497,2.576237,479.70991,11.224031,1.5466399,-0.13520713,0.0012368039,11.833459,0.19301,0.0,0.130104,0.0,53.676223,0.844398,491.131172,98.210006
586,63191.2046,1637038493.29,4.846853,-1.5120291,277.704221,-86.632886,0.98743065,390.80286,10.669624,1.4165772,0.66263662,-0.014425634,11.915644,0.17556,0.0,0.171329,0.0,44.195589,0.550836,468.05732,104.672457
587,64366.2672,1738563905.2,1.6633355,-1.2645484,95.302104,-72.453286,2.6082987,1103.7765,6.2746778,1.7790295,0.31068347,-0.027376119,11.581828,0.22683,0.0,0.028398,0.0,17.107192,0.861137,1207.639644,382.197675
588,63724.274,1683095690.9,1.68163,-0.6779484,96.350302,-38.843582,2.4569969,2437.1508,11.468936,1.7802344,0.11516992,0.009348034,11.57969,0.22703,0.0,0.085599,0.0,27.209123,0.774675,2126.449692,604.659621
589,63719.8129,1682710248.7,4.0044558,-0.34932314,229.438417,-20.014742,2.5227178,646.9243,5.9213335,1.6209365,0.35122538,0.0061706872,11.771028,0.20335,0.0,0.047199,0.0,28.804646,0.814532,660.712204,124.240816
590,61502.3875,1491124699.83,5.4543809,0.096667931,312.513005,5.538664,1.3107881,494.02921,7.4290011,1.319649,-0.046688297,0.014210191,11.958399,0.16296,0.0,0.118945,0.0,47.885427,0.257089,920.644406,274.295648
591,62266.9475,1557182686.28,0.51256723,0.50564658,29.367939,28.971415,2.1084968,553.4157,10.62871,1.4772612,-0.27173839,-0.044529193,11.881966,0.1836,0.0,0.134959,0.0,67.943428,0.512162,1000.427035,324.745887
593,61240.0193,1468456081.81,5.3519914,-0.29885894,306.646519,-17.123356,0.53519597,754.20746,13.604412,1.5149218,0.93185196,-0.046555815,11.856148,0.18869,0.109942,0.204167,0.0,38.075222,0.860169,915.7086,193.160939
594,63517.9364,1665268125.83,3.2040593,1.1657867,183.579075,66.794658,0.25601211,1093.2533,30.319091,1.6540109,0.22950207,-0.044090974,11.740048,0.20805,0.0,0.349374,0.0,18.61838,0.967408,921.518525,226.331105
595,61689.009,1507248797.14,5.6595275,0.47928397,324.26704,27.460949,2.1792959,429.24621,9.9726127,1.4709813,0.26389814,-0.037274703,11.885134,0.18277,0.0,0.136681,0.0,60.868875,0.571637,561.580235,96.662774
596,61804.2773,1517207977.04,4.8590008,0.20198124,278.400238,11.572673,0.68484199,1505.2124,7.7250778,1.9440883,0.48582949,-0.011670206,11.224022,0.25578,0.0,0.020519,0.0,58.737459,0.774519,1351.441471,422.212579
597,64246.2464,1728194106.31,2.2575504,0.47396292,129.34811,27.156075,1.1532766,1438.2924,21.989082,1.7238667,0.46775149,0.0053619045,11.657978,0.21836,0.0,0.231591,0.0,47.419151,0.405494,2447.539504,767.718698
598,63259.9723,1642980024.08,4.881606,-0.48096889,279.695421,-27.557487,0.38456303,1438.8239,14.385673,1.555817,-0.55433645,0.020131319,11.826339,0.19427,0.0,0.162799,0.0,33.840821,0.926962,1334.12013,357.8627
599,61291.3355,1472889807.37,4.8093984,0.46285254,275.55823,26.519497,1.2064085,849.29152,19.239556,1.6573282,-0.57321183,-0.025184415,11.735445,0.20855,0.0,0.191941,0.0,32.451097,0.356377,1410.083231,442.802714
600,63919.7534,1699985113.27,3.2187643,0.81763291,184.42161,46.846915,2.4625948,1108.6887,8.3927877,1.4182814,-0.48158577,0.041786836,11.914629,0.17579,0.0,0.108604,0.0,23.983696,0.778202,1032.307301,332.407643
601,61475.1682,1488772953.63,0.63903919,-1.1063143,36.614249,-63.38714,0.13695317,1703.9551,9.1419212,1.9629986,0.033798998,-0.01506623,11.160408,0.25974,0.0,0.022556,0.0,45.343785,0.990637,1619.735093,417.088141
602,62262.2091,1556773280.95,0.83981345,-0.2723871,48.117766,-15.606631,2.8725667,1081.3867,6.9750373,1.6425613,0.040740008,0.042893792,11.750867,0.20642,0.0,0.054507,0.0,30.460962,0.96403,982.740618,288.565245
