simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
0,61576.492,1497527330.0,2.993575,0.31569722,171.519213,18.088118,2.0030861,1014.3241,8.8403541,1.5373249,0.5728372,0.030051949,11.841399,0.19172,0.0,0.110668,0.0,15.599979,0.418951,1458.582878,520.318766
1,61306.433,1474194228.85,3.3981228,1.3843112,194.698095,79.315189,1.0689211,1093.0053,6.2303059,1.7181483,-0.81131404,-0.029605217,11.666716,0.21748,0.0,0.022739,0.0,20.673009,0.48107,1567.351842,514.572342
2,64483.9453,1748731290.51,1.1415065,1.1881556,65.403505,68.076301,2.629991,2249.3387,36.130994,1.7898148,-0.49338849,0.035750768,11.564889,0.22854,0.0,0.313476,0.0,15.108664,0.871961,1954.6083,605.154667
3,62381.7522,1567101811.76,5.923145,1.0533621,339.37121,60.353203,2.0301308,333.73846,5.611615,1.3847393,-0.26851709,0.027101883,11.930371,0.1714,0.0,0.069682,0.0,25.096011,0.443352,603.674469,147.965195
4,64401.3506,1741595110.48,0.67693347,-0.92783274,38.785431,-53.1609,0.71928325,1849.9214,8.0043661,1.7542698,0.73703328,0.012692759,11.618068,0.22298,0.000113,0.061607,0.0,55.212353,0.752278,1931.493419,688.256058
5,61497.4336,1490696678.37,0.64246791,0.23709627,36.8107,13.584616,1.2560887,1172.6176,6.5893291,1.7542965,-0.81798016,0.031916452,11.618029,0.22298,0.0,0.021507,0.0,39.719441,0.309538,1635.957338,507.965358
6,63950.0474,1702602516.89,3.8546085,0.16610729,220.852799,9.517247,1.6693777,1848.7215,17.72921,1.9144381,0.58566159,0.016609131,11.311635,0.24993,0.0,0.126376,0.0,58.517119,0.098422,2790.76489,767.183259
7,63951.0985,1702693331.99,4.929868,-0.16404952,282.46063,-9.399345,3.0431832,1867.0101,11.113011,1.8167766,0.37408328,0.039422966,11.519615,0.2329,0.0,0.07894,0.0,52.247314,0.995162,1334.08789,408.120929
8,61484.8367,1489608311.33,1.6661491,-0.91702632,95.463311,-52.541738,2.6390425,2074.2508,43.774465,1.6857857,0.83674752,0.044362875,11.704065,0.2127,0.0,0.5223,0.0,57.544433,0.876357,1644.962243,429.14102
9,62522.4392,1579257164.51,1.6527006,-0.55067389,94.692769,-31.55129,2.0945929,1341.3102,13.621836,2.0251153,0.41937898,0.025253712,10.86294,0.2753,0.0,0.050108,0.0,70.249247,0.500171,2553.469943,767.898459
11,62227.7138,1553792889.67,5.4791453,-0.15435469,313.931901,-8.843872,0.73982172,938.62012,8.0960387,1.634875,0.57807254,0.0099810122,11.757789,0.20533,0.0,0.080714,0.0,59.62746,0.738589,1171.745789,461.063563
12,63953.0922,1702865584.65,1.9301014,-0.42817376,110.586664,-24.532549,2.3582346,1484.3811,30.811109,1.9909945,-0.11817337,0.010188525,11.048578,0.26611,0.0,0.178326,0.0,37.353066,0.708548,1291.193515,498.129909
13,61793.9396,1516314801.26,1.1945903,0.49515622,68.444982,28.370362,2.0892908,874.56097,8.5438425,1.6018292,-0.35846499,-0.017469938,11.788831,0.20065,0.0,0.077059,0.0,43.60905,0.495573,1529.91161,538.420686
14,63719.1236,1682650697.39,5.9971485,0.2547955,343.611298,14.598707,2.310982,575.7762,9.4826547,1.5419528,0.18376763,0.00096334876,11.836653,0.19237,0.0,0.111732,0.0,34.605873,0.674425,622.428001,159.055199
15,63627.9009,1674769051.72,0.53908163,-0.061076352,30.887102,-3.499417,2.8045328,871.41111,29.359756,1.5027321,-0.32975703,-0.044917803,11.865339,0.18703,0.0,0.390448,0.0,46.983301,0.943731,851.980638,220.617796
16,61808.4459,1517568146.51,2.3255985,-1.0387107,133.246979,-59.513739,2.1491759,1679.787,23.883586,1.7749946,0.49645723,-0.0041914274,11.587496,0.22621,0.0,0.234619,0.0,37.14459,0.546668,2419.668247,777.491987
18,61469.8834,1488316340.47,2.8138605,0.73039712,161.222331,41.848672,0.72115826,1925.4241,58.623179,1.6527284,0.69936545,-0.0084797076,11.741713,0.20786,0.0,0.705203,0.0,26.162489,0.751041,2032.484106,505.410508
19,62776.5284,1601210472.59,2.3872852,0.87115953,136.781366,49.913764,2.0523366,1074.2193,38.62415,1.6695474,0.13797908,-0.039566673,11.722702,0.21032,0.0,0.432364,0.0,35.501465,0.463145,1525.381762,406.961163
20,63556.7826,1668624430.79,3.6229343,0.58563957,207.578845,33.554676,2.6432339,411.51766,7.97049,1.3301805,-0.57397945,0.012084193,11.954458,0.16432,0.0,0.118263,0.0,36.989351,0.878368,380.157531,78.677255
21,63450.5869,1659449125.85,3.3238176,0.39041463,190.44072,22.369111,0.35682708,1426.5045,13.447501,1.4606464,0.38241985,-0.025502663,11.890484,0.1814,0.0,0.198525,0.0,32.827462,0.93701,1124.353581,249.8247
22,63281.4478,1644835504.05,2.9578287,-0.54325895,169.471101,-31.126445,1.7584817,378.32258,10.584476,1.4513204,-0.36796631,-0.045883774,11.896681,0.18015,0.0,0.138585,0.0,15.830902,0.186585,632.617633,186.981182
23,64424.9131,1743630913.99,0.51457126,-1.0153521,29.482761,-58.17539,2.9566765,1273.2011,9.047272,1.6289677,0.83251077,-0.019847606,11.76401,0.20448,0.050354,0.101867,0.0,46.480947,0.982952,1243.948467,281.291654
24,63481.3076,1662103392.93,5.9830292,0.95627987,342.802322,54.790801,0.48259436,1011.6018,8.6079829,1.6574682,0.2491723,-0.042650749,11.73529,0.20857,0.0,0.077605,0.0,68.333436,0.885794,838.361561,209.853238
25,64221.6401,1726068125.76,3.5352291,0.42330976,202.553707,24.253863,1.2628862,889.47894,8.831898,1.5506191,-0.57041574,-0.036362,11.83136,0.19354,0.0,0.087481,0.0,66.480372,0.303068,1154.365731,445.106209
26,62150.2543,1547100391.7,2.9637456,-0.081848925,169.810114,-4.689598,0.41550033,1402.567,24.825197,1.6989244,0.63542188,-0.013759466,11.688828,0.21464,0.0,0.281276,0.0,70.989462,0.914914,1637.872697,567.055946
27,61268.4319,1470910931.98,4.4502202,-0.50073823,254.978835,-28.690187,1.6443882,478.69688,8.7853362,1.3903473,-0.3799996,0.02516183,11.928066,0.17213,0.0,0.122825,0.0,54.979521,0.073525,438.625899,144.089926
28,63618.8238,1673984795.73,4.7413641,0.23172997,271.660152,13.277149,2.2429006,1622.9327,13.215067,1.8040401,-0.1932545,0.016750544,11.541328,0.23083,0.0,0.092779,0.0,61.165699,0.622634,1670.476114,538.415703
29,61020.0672,1449452220.16,2.7040567,-0.39850663,154.931036,-22.832748,1.079266,326.10717,8.7397685,1.5329283,-0.20745471,0.016411953,11.844872,0.19111,0.0,0.095488,0.0,56.912604,0.471976,452.900281,88.137658
30,62324.1721,1562126890.44,5.0818308,0.52572448,291.167457,30.121794,0.78474245,1101.8134,7.9472099,1.6875829,0.18377883,-0.022961381,11.702551,0.21295,0.0,0.062278,0.0,68.010139,0.70757,1379.584639,409.195711
31,62640.9002,1589492196.47,6.1371103,0.19955755,351.630519,11.433805,2.3353877,2071.035,27.742352,1.8739392,0.79510581,0.027129734,11.407312,0.24259,0.0,0.246795,0.0,46.738274,0.692242,2769.212386,876.641045
32,62138.5727,1546091098.67,3.6423119,-0.15780213,208.6891,-9.041396,2.2957837,1684.0524,24.192502,1.7089067,0.18766321,0.026549419,11.676925,0.21612,0.0,0.252667,0.0,38.879963,0.663126,2379.627033,713.650268
33,64410.9246,1742422300.22,1.3674339,-0.25277355,78.348191,-14.482858,1.5066724,1154.376,18.268539,1.6905729,-0.56824552,0.028065968,11.70045,0.21337,0.0,0.170366,0.0,59.193047,0.06408,1568.188396,551.236186
34,61595.9771,1499210840.99,0.63770128,0.1288692,36.537592,7.383661,2.2748609,1171.7482,9.1150182,1.7810598,-0.40867421,-0.035315658,11.578147,0.22716,0.0,0.050272,0.0,69.036118,0.647321,1349.11915,510.639548
35,62572.4082,1583574487.49,4.0473661,1.3087517,231.896996,74.985949,0.82624037,1424.8444,14.032283,1.7269992,-0.24091544,0.0083655663,11.654636,0.21882,0.0,0.119805,0.0,24.501053,0.677645,1759.21943,519.075719
36,61826.9138,1519163767.96,4.4136631,0.11584202,252.884268,6.637259,1.039474,809.06428,10.272794,1.6175503,0.89889609,0.040813455,11.774526,0.20287,0.09763,0.124779,0.0,16.34989,0.506674,1300.789683,385.548084
37,61711.0168,1509150266.32,1.7582558,0.21864482,100.740637,12.527425,0.85181538,594.0011,6.9107606,1.4624341,-0.88317719,0.011266454,11.889438,0.18164,0.0,0.070631,0.0,17.155027,0.658618,715.722184,248.703152
38,63998.6923,1706805435.83,3.9579568,0.71715905,226.77422,41.090187,1.2161716,764.94977,15.67985,1.2607364,0.77764995,0.044362585,11.979152,0.15542,0.0,0.321147,0.0,70.751148,0.347238,1111.206468,443.382553
39,64223.2652,1726208531.34,0.066162298,-1.2565751,3.79082,-71.99645,0.50810262,1207.4382,9.4806678,1.5332345,0.9118049,-0.038061426,11.844674,0.19116,0.169035,0.131273,0.006832,19.33638,0.873669,1002.839479,244.505327
40,62107.4735,1543404127.14,1.9738675,-0.89709073,113.094277,-51.399513,2.8682988,1903.5238,14.718398,1.7906205,-0.27938814,0.036369463,11.563457,0.22867,0.0,0.110007,0.0,32.90179,0.962887,1264.369837,399.630896
41,61554.0164,1495585431.95,1.6068385,0.34714202,92.065064,19.889773,1.1041903,1139.2242,6.5119788,1.683329,0.00075155636,0.031435907,11.707366,0.21233,0.0,0.041341,0.0,23.067978,0.449858,1811.301183,521.414223
42,62627.4018,1588325935.82,4.9223536,-0.027501914,282.030087,-1.575744,1.6974364,830.68227,29.054954,1.5812773,0.82585982,0.027622472,11.80704,0.19777,0.0,0.398412,0.0,52.692545,0.126302,2161.490735,703.477314
43,63934.2945,1701241462.04,1.2879053,0.19898706,73.791538,11.401119,2.9649923,1639.9482,50.508134,1.6969116,0.44332436,-0.02209944,11.691465,0.21433,0.0,0.561866,0.0,22.295289,0.984447,1394.89404,342.961902
44,62882.1695,1610337861.13,4.8357705,-1.277131,277.06924,-73.174216,0.67451996,1195.8239,7.2563489,1.6627952,0.84331459,-0.042241134,11.729377,0.20935,0.097299,0.069378,0.005377,41.247215,0.781007,1151.657363,328.04717
45,63817.2025,1691124710.05,2.0006926,-0.12918107,114.631242,-7.40153,2.933629,1399.0481,8.7811647,1.7306743,0.2183045,-0.0099034985,11.650061,0.21938,0.0,0.065803,0.0,69.808533,0.978453,1211.60042,387.252022
46,61004.8866,1448140621.29,2.166302,0.31615576,124.119962,18.114391,2.5167302,1793.738,25.197556,1.8835555,0.39292028,-0.013864017,11.385837,0.24429,0.0,0.200981,0.0,25.133694,0.811044,2359.099491,769.640992
47,61798.4387,1516703524.18,5.0218295,-0.24711925,287.729636,-14.15889,0.068542431,1371.4864,16.423713,1.6299662,-0.33691173,-0.049139243,11.762937,0.20463,0.0,0.172714,0.0,16.180946,0.997652,1012.146325,249.459205
48,61180.2237,1463289744.84,5.4703317,0.13633982,313.426919,7.811696,2.1433292,434.52898,15.808776,1.4250635,-0.64353654,0.00020295335,11.910712,0.17668,0.0,0.220746,0.0,56.235749,0.541763,732.537347,186.411742
49,63630.075,1674956895.05,1.4080519,-0.76610009,80.675431,-43.894302,2.184316,1335.9346,9.5351572,1.6907997,0.50727179,-0.0070416618,11.700139,0.2134,0.0,0.088651,0.0,43.858156,0.575749,1892.595795,582.113093
50,63742.3588,1684658220.64,1.2875112,0.48425694,73.768958,27.745879,1.3115118,456.86666,8.8942764,1.54293,-0.26918026,0.0018735582,11.835794,0.19251,0.0,0.094714,0.0,43.246474,0.256389,919.044858,267.050068
51,61776.5519,1514812501.0,4.126289,0.20724236,236.418945,11.874113,2.684743,1224.2866,59.745475,1.6109022,0.12257512,0.034303522,11.781163,0.20192,0.0,0.711722,0.0,35.765976,0.897447,1463.025904,456.037121
52,63843.8489,1693426961.58,2.356662,0.23163184,135.026786,13.271527,0.86657921,1061.4476,18.527021,1.6534481,-0.881417,0.017565342,11.740839,0.20797,0.0,0.177333,0.0,22.618779,0.647437,1287.977737,439.008577
53,62555.219,1582089341.5,1.3685874,-0.41937694,78.414282,-24.028529,0.34400021,1201.6306,10.409009,1.7941907,0.055457187,-0.015532545,11.557995,0.22924,0.0,0.069669,0.0,59.65896,0.941413,1422.326378,468.7689
54,62850.5242,1607603706.48,3.1503422,0.012731769,180.501312,0.729477,1.4213501,1365.694,23.694852,1.6444183,-0.23851358,-0.033385352,11.748817,0.20669,0.0,0.258351,0.0,25.454991,0.148891,2171.216135,676.723266
55,62766.3314,1600329451.77,0.90001414,-0.32366657,51.567012,-18.544728,2.7811768,1187.3351,42.555676,1.5896881,-0.40939943,0.013317018,11.799403,0.19895,0.0,0.500965,0.0,74.512985,0.93575,970.81913,267.684538
56,62193.3501,1550823867.79,6.1842631,0.47506696,354.332175,27.219332,2.4186346,2630.5787,7.7886935,1.9814291,-0.33687865,-0.028508112,11.089829,0.26385,0.0,0.002035,0.0,20.363478,0.749852,2146.656698,568.51162
57,62919.1472,1613532738.11,3.3001627,0.65171687,189.085394,37.340626,1.9023398,542.29169,6.4543817,1.5981525,-0.44654243,-0.019527951,11.792319,0.20013,0.0,0.047656,0.0,43.489237,0.325503,1587.474441,531.624257
58,61530.8931,1493587578.79,2.1286567,-0.07162865,121.963045,-4.104019,0.30877399,1174.0196,6.5926648,1.6253121,-0.8367079,0.046625038,11.767565,0.20396,0.0,0.040532,0.0,65.006914,0.952707,1488.208255,573.992881
59,62257.209,1556341276.01,1.3161058,-0.64388903,75.407308,-36.892124,0.53546069,870.13285,51.067717,1.5472406,0.082754987,0.024622908,11.83316,0.19309,0.0,0.65931,0.0,29.142219,0.860034,806.5961,190.456292
60,62314.6522,1561304365.98,6.0107148,-0.24966972,344.38859,-14.305021,1.1148293,1185.7955,16.411802,1.6270492,-0.85111511,-0.026280122,11.766027,0.20421,0.0,0.161428,0.0,70.648524,0.440331,1858.970325,566.7691
61,62317.2103,1561525390.59,2.2906796,1.3899676,131.246273,79.639277,0.63516292,1332.6502,7.9633217,2.0267298,-0.7161404,0.0014126236,10.852125,0.27579,0.0,0.0,0.0,19.445455,0.804975,1533.778662,502.076495
62,63814.6732,1690906185.75,0.60789625,-1.1208054,34.82989,-64.217419,2.1703644,1021.9707,6.3170092,1.4208089,0.1347498,0.037973612,11.912919,0.17612,0.0,0.08204,0.0,62.639652,0.564286,1319.422735,413.278623
63,62950.1844,1616214348.19,2.292582,-0.82964044,131.355273,-47.534896,0.78667842,1340.6072,37.338066,1.8576939,0.97568903,-0.048628665,11.442186,0.23975,0.0,0.364274,0.0,65.67581,0.706201,1884.715195,758.224973
64,63171.2585,1635315154.63,2.6074591,-0.92781966,149.396402,-53.160151,2.9113443,1604.5576,21.479539,1.7188677,-0.91826812,-0.018391147,11.668796,0.21753,0.0,0.186827,0.0,36.534669,0.97361,1469.467745,461.155857
65,63938.9331,1701642238.94,5.1780088,-0.89913346,296.678051,-51.516552,0.18006638,1420.9239,47.161289,1.5685731,-0.15822066,-0.049836289,11.817292,0.19601,0.0,0.582368,0.0,62.7235,0.983832,1126.788631,379.979997
66,63037.6228,1623769024.82,4.8291842,-0.48198172,276.691873,-27.615518,1.2720993,1065.3641,31.503611,1.5233487,0.062912044,-0.04141895,11.851368,0.18982,0.0,0.423935,0.0,34.514616,0.294275,1743.642411,538.048318
67,62501.4451,1577443273.83,1.7654985,0.57990584,101.155613,33.226157,0.75607421,2741.3675,11.894112,1.9909115,0.41743877,0.013715389,11.04903,0.26609,0.0,0.046697,0.0,42.655015,0.727535,2209.427597,718.089322
68,61858.3128,1521876639.89,6.2480482,0.34796534,357.986792,19.936945,2.1290409,532.49765,10.465682,1.5138002,-0.5722749,0.011346923,11.856771,0.18854,0.0,0.118494,0.0,23.729905,0.529698,788.19436,208.733637
69,64408.6,1742221456.23,1.3461192,-0.48002079,77.126949,-27.503165,2.6337377,2109.7055,12.036383,1.8836666,0.56444917,0.046486286,11.385602,0.24431,0.0,0.078048,0.0,15.591766,0.87379,2035.890896,633.367298
70,63513.0231,1664843610.71,3.3265122,-0.19651118,190.59511,-11.259261,2.7759645,1331.8446,28.413562,1.6854289,0.34589557,-0.019172716,11.704497,0.21265,0.0,0.317039,0.0,37.533301,0.933899,1014.243201,218.190078
71,61133.1042,1459218621.26,0.37307845,-0.43503502,21.375821,-24.925671,2.8834601,290.08771,5.7166009,1.4601917,0.22887264,-0.0050398848,11.890773,0.18134,0.0,0.066343,0.0,65.086319,0.966868,235.118514,43.110901
72,62280.3894,1558344061.94,0.064439343,0.2952888,3.692102,16.918802,0.73637115,963.82178,12.930018,1.5978172,0.073839113,0.035324015,11.792638,0.20009,0.0,0.145868,0.0,51.445357,0.740911,1507.723291,616.884768
73,64357.2122,1737781554.86,1.5070877,-0.69145307,86.349765,-39.617343,2.4319169,1852.4787,9.0105064,1.8650668,-0.98757939,0.0079375687,11.426856,0.24103,0.0,0.02541,0.0,16.013361,0.758573,1928.336248,544.009704
74,61030.5883,1450361245.48,4.3268888,-0.99590663,247.912467,-57.061247,2.5670556,1122.968,18.56706,1.5705283,0.47595962,0.037535304,11.815522,0.19629,0.0,0.242945,0.0,64.742765,0.839444,1219.31798,267.144607
75,61715.9263,1509574451.4,5.0874881,1.0580646,291.491596,60.622636,0.032352303,344.5358,9.2502339,1.4389928,0.29333553,0.046344136,11.903153,0.17852,0.0,0.132482,0.0,41.111932,0.999477,308.35198,40.549238
76,62504.9298,1577744356.8,4.7935276,0.062797447,274.6489,3.598029,2.359973,1069.5859,8.9190627,1.6441587,0.69507412,-0.031647213,11.749122,0.20665,0.0,0.09342,0.0,22.914036,0.709774,2307.46036,642.044872
77,63047.1096,1624588687.23,3.3494595,-0.20931533,191.909893,-11.992885,0.70444201,1852.8915,16.875676,1.7402683,0.11803673,0.049891487,11.637125,0.22084,0.0,0.156877,0.0,25.021643,0.761973,1952.231291,771.812109
78,64200.5507,1724245996.7,2.5763391,0.85908003,147.613357,49.22166,1.5197767,649.80032,11.744022,1.5697438,0.10747501,-0.021233447,11.816245,0.19618,0.0,0.137076,0.0,48.488788,0.050997,971.131772,361.083058
79,63974.7357,1704735585.1,4.7404485,-0.66503112,271.607692,-38.103476,2.6547278,1600.1766,32.863454,1.7558266,0.52741196,-0.031292702,11.61558,0.22322,0.0,0.34118,0.0,44.582366,0.883804,1639.958118,718.74853
80,63124.6812,1631290871.44,0.52401241,-0.78581831,30.0237,-45.024073,0.28146374,1313.7538,7.5673543,1.5391711,0.63574206,-0.016140253,11.839515,0.19198,0.005331,0.091149,0.0,65.665236,0.96065,1055.500918,429.900463
82,62806.3798,1603789629.4,4.9703268,-0.93037737,284.778748,-53.306697,1.7502098,907.58484,8.2156058,1.5084562,-0.70984526,-0.021707742,11.861407,0.1878,0.0,0.084533,0.0,58.446814,0.178452,1675.00079,481.415729
83,61064.2417,1453268899.88,0.6882847,-1.2607025,39.435808,-72.232932,2.215733,878.94926,8.5336339,1.691932,-0.011474313,-0.035864821,11.698324,0.21358,0.0,0.065931,0.0,53.593083,0.601148,1155.559248,317.646183
84,62421.5368,1570539201.47,1.4084923,-0.043156911,80.700664,-2.472709,2.6725838,1978.0489,12.678069,1.6073322,0.10698305,0.02376573,11.78389,0.20143,0.0,0.140776,0.0,59.284892,0.892017,1892.471636,576.836473
85,63630.8114,1675020524.73,3.0312826,-0.27454693,173.679699,-15.73038,0.78275991,1068.3552,26.026535,1.5460232,-0.19631737,0.045044076,11.833779,0.19293,0.0,0.330271,0.0,64.841027,0.70897,1298.228919,469.452374
86,63721.9979,1682899038.82,3.9745839,0.49656095,227.726883,28.450847,0.2298142,382.17541,20.322576,1.5115892,0.34647503,-0.02997594,11.858373,0.18824,0.0,0.285049,0.0,35.889672,0.973709,462.509364,126.303216
87,62717.3536,1596097769.62,6.0088061,0.63806428,344.279229,36.55839,2.813792,1470.3715,8.2308643,1.745626,-0.818087,0.016558521,11.63012,0.22165,0.0,0.040991,0.0,33.874668,0.946753,1225.456151,315.185676
88,61260.25,1470204019.72,4.858365,-0.18128858,278.36381,-10.387071,2.5045249,1164.3297,10.20862,1.750349,-0.45560342,-0.032169681,11.622881,0.22239,0.0,0.067446,0.0,25.054838,0.803843,1072.897526,319.176351
89,64445.6051,1745418696.81,2.0425071,1.4369196,117.027036,82.329429,2.6032899,90.180718,13.972567,1.3773395,-0.34095608,0.025417385,11.934528,0.17043,0.0,0.214289,0.0,74.676959,0.85858,93.96644,10.535371
90,62174.4273,1549188936.8,1.2936349,0.20900274,74.11982,11.974975,0.85637728,510.28116,7.8473808,1.4020719,-0.98530011,0.0071011199,11.922689,0.17366,0.0,0.095176,0.0,49.840608,0.655179,665.72766,170.575182
91,63856.1243,1694487555.25,0.65005231,-0.50868992,37.245254,-29.145785,0.72564183,389.97189,14.330962,1.6241836,0.3691307,0.044967585,11.768398,0.20381,0.0,0.165055,0.0,42.808084,0.748074,454.599332,77.815421
93,62417.5111,1570191376.23,4.1448979,-0.64812222,237.485156,-37.134668,0.31482855,2011.3005,9.2388672,1.7112939,-0.40673118,-0.021586982,11.674516,0.21646,0.0,0.064705,0.0,34.702384,0.950849,1898.377384,551.592654
94,62992.9125,1619906061.37,5.5057206,0.73435046,315.454554,42.075182,0.50589952,2476.651,10.597617,1.9991965,0.28181605,0.019400341,11.010494,0.26813,0.0,0.03084,0.0,30.051269,0.874739,2149.720621,627.745629
95,61383.6992,1480870026.86,3.6812013,-0.25719677,210.917298,-14.736289,2.6189318,1590.2335,10.132547,1.7675034,0.25810624,-0.013362835,11.599052,0.22503,0.0,0.075739,0.0,43.341985,0.866494,1348.848329,339.957774
96,61984.379,1532768767.08,5.0327038,-1.0644253,288.352687,-60.987077,2.4968333,1892.2588,22.945385,1.6662343,0.89433701,-0.023059519,11.726403,0.20983,0.0,0.284479,0.0,63.489793,0.799244,2508.792449,838.022392
97,62826.3946,1605518914.72,5.7695157,-0.56128149,330.568899,-32.15906,1.810055,689.17321,5.7443602,1.6026753,0.58651261,0.043729459,11.787982,0.20077,0.011863,0.050743,0.0,58.641396,0.236982,1663.250757,539.56823
98,61357.7823,1478630808.91,2.4458651,0.60860174,140.137747,34.870311,2.2710465,1732.7692,7.2551276,1.8756617,-0.12524203,0.02073817,11.404142,0.24288,0.0,0.018526,0.0,68.441987,0.644409,1604.637226,594.793234
99,63565.9346,1669415168.19,2.8979198,-0.817129,166.038574,-46.818043,0.50603784,756.4083,6.8897129,1.5320153,-0.65745314,-0.025347845,11.845427,0.19099,0.0,0.061647,0.0,24.779706,0.874672,683.854043,158.953795
100,62659.1175,1591066169.98,4.3896955,-0.23681596,251.511025,-13.568555,0.87502565,1490.6527,6.8964904,1.7756227,0.4168111,0.0060029883,11.586432,0.22631,0.0,0.038131,0.0,70.487895,0.640977,1595.239738,574.622311
101,62315.464,1561374509.69,6.2359393,0.61046712,357.293003,34.97719,0.58003979,564.52592,14.323166,1.3301041,-0.42291154,0.035082521,11.954488,0.16431,0.0,0.233642,0.0,46.345952,0.836441,696.136245,177.671396
102,63257.5178,1642767952.65,5.953362,1.0564065,341.102517,60.527634,2.6786883,412.25805,13.695688,1.2365642,0.80508909,-0.015800433,11.987184,0.15234,0.031864,0.291062,0.0,66.111445,0.894759,394.051781,86.460364
103,62807.2333,1603863371.88,5.0536128,-0.31290996,289.550685,-17.92842,0.61061806,975.81571,13.716356,1.6390689,-0.45356275,0.0067899704,11.753792,0.20593,0.0,0.134053,0.0,46.734942,0.819294,968.712587,257.573055
104,64186.755,1723054051.54,5.8047392,0.33093627,332.587057,18.961252,2.1665771,741.74119,19.160488,1.458254,0.40053836,-0.019890216,11.892073,0.18108,0.0,0.290114,0.0,48.090832,0.561155,1202.705834,322.619454
105,61349.3241,1477900017.97,0.64970793,-1.2490297,37.225522,-71.56413,0.55016537,739.02012,5.7562357,1.413719,-0.61804491,-0.034458359,11.916993,0.17519,0.0,0.063249,0.0,67.28797,0.852438,668.390488,163.471792
106,64417.6876,1743006624.45,0.53601051,0.053064129,30.71114,3.040351,0.86581904,1462.9141,17.976517,1.5898443,-0.010023537,-0.024232498,11.799295,0.19898,0.0,0.2136,0.0,36.746156,0.648017,1576.88831,486.114752
108,61920.0067,1527206992.77,5.2993174,-0.18851265,303.628521,-10.800979,0.57044295,1480.2761,6.4405173,1.731323,0.69852082,-0.02311292,11.649128,0.21948,0.00928,0.043763,0.0,71.70254,0.841662,1506.027681,446.009413
109,62003.8722,1534452980.19,1.760018,0.42264284,100.841603,24.215651,2.0859287,811.21254,10.377479,1.624312,0.7042749,-0.018516788,11.768306,0.20382,0.0,0.118801,0.0,39.888915,0.49265,1134.819054,260.84702
111,63982.9447,1705444842.6,1.765111,-1.0072929,101.133411,-57.713632,2.3895864,1212.8876,7.0394144,1.6975599,-0.20629811,-0.015751458,11.69061,0.21443,0.0,0.043145,0.0,55.42897,0.73032,1336.650106,424.307697
112,63790.649,1688830489.38,2.9315055,-0.86738032,167.962893,-49.697232,0.76199356,1298.4705,18.07178,1.5057367,0.86361306,0.021861769,11.863704,0.18743,0.0,0.274238,0.0,55.617622,0.723461,2023.260213,704.228996
113,62122.8527,1544732889.79,2.259286,-1.1365445,129.447553,-65.119203,2.7925235,59.895465,6.4329455,1.2121819,0.4056202,-0.042730685,11.992653,0.14926,0.022268,0.12854,0.0,17.71906,0.939691,57.961692,5.681332
114,63703.1459,1681270224.66,2.9056879,1.2707842,166.483653,72.810571,1.9704058,392.12882,12.717598,1.4471406,-0.66910392,0.034605901,11.899644,0.17959,0.0,0.166604,0.0,55.115169,0.389059,634.09466,184.259228
115,62082.5411,1541249972.2,2.6486352,-0.50389484,151.755618,-28.871048,2.064026,607.11988,10.724337,1.4074059,0.83840376,0.026236278,11.919371,0.17437,0.078192,0.180181,0.0,18.525209,0.473473,1027.93153,297.944132
116,63597.8184,1672169929.62,5.9949238,0.021170318,343.483832,1.21297,0.43965655,1225.5858,6.4154573,1.6510852,0.25965042,0.00188002,11.742912,0.20763,0.0,0.048552,0.0,67.347755,0.904898,1368.168715,434.937748
117,62801.7543,1603389993.74,0.3337909,-0.57886789,19.12481,-33.166687,2.8438236,1253.8853,9.3159001,1.6442779,-0.97600701,-0.0041308838,11.748983,0.20667,0.0,0.069561,0.0,67.89616,0.955993,997.661245,259.233772
119,62382.8105,1567193241.1,4.764623,-0.63937029,272.992789,-36.633219,1.8648939,935.85696,9.0354088,1.7703377,0.59893889,-0.01323618,11.594139,0.22549,0.0,0.068754,0.0,62.024427,0.289876,1620.473531,576.911783
120,63090.9053,1628372635.99,4.3520048,0.8829403,249.351507,50.588753,2.9300558,1421.3781,10.354816,1.6038154,-0.22254431,0.033257906,11.786839,0.20094,0.0,0.103497,0.0,29.676868,0.977709,1215.073624,320.918864
121,61541.5416,1494507615.19,2.9711651,-0.85420156,170.23522,-48.942144,0.47246759,713.51292,11.440003,1.4273645,0.52422947,-0.019866368,11.91017,0.17698,0.0,0.178224,0.0,18.384599,0.890448,623.317243,157.446274
122,61068.9235,1453673404.18,4.4746258,1.3703616,256.377173,78.515936,0.75069522,1374.1752,29.611525,1.5975059,0.73610975,0.011517294,11.792938,0.20004,0.0,0.392258,0.0,29.512551,0.731215,1611.336915,453.294751
123,64123.7138,1717607293.45,3.3830198,-1.2130516,193.832757,-69.502737,0.71001165,1259.0074,6.2601953,1.6548289,0.46840535,-0.045359324,11.738813,0.20818,0.0,0.0489,0.0,30.568042,0.758354,1584.742829,470.049188
124,63360.6228,1651676226.45,0.78863491,-0.74576362,45.185452,-42.729108,3.0147455,974.25877,30.390029,1.6592845,0.24957305,-0.033217739,11.733378,0.20883,0.0,0.348425,0.0,50.758697,0.991966,930.827387,234.30767
