simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius2,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
1238,64315.7113,1734195873.13,4.5563069,0.22766694,261.057156,13.044355,2.6060884,1482.8076,14.408099,1.6000643,0.63071844,0.012846752,0.2803835,14.408099,1.6000643,11.2529559,1.2496758,11.790527,0.2004,0.0,0.0,0.0,68.30636,0.860011,1534.600592,545.242753
1239,62943.7067,1615654673.89,5.3165226,1.0992027,304.614307,62.979676,2.401834,1789.7183,8.9930546,1.7262805,0.071639975,0.0084463613,0.3300972,8.9930546,1.7262805,6.7612009,1.2978604,11.655076,0.21872,0.0,0.0,0.0,45.025209,0.738631,1900.185869,561.432855
1240,63302.4258,1646648006.15,3.7365433,-1.1850366,214.088161,-67.897596,2.5493635,1876.5984,13.755581,1.9035906,0.82294675,-0.021444928,0.343843,13.755581,1.9035906,10.2360031,1.4165275,11.337738,0.24794,0.0,0.0,0.0,68.356752,0.829698,2293.966272,693.991939
1242,64275.8178,1730749078.14,0.3331356,-0.4748813,19.087264,-27.208694,1.7367711,758.61189,11.487831,1.513841,0.65101276,-0.021635477,0.1540327,11.487831,1.513841,9.9545108,1.3117835,11.856747,0.18855,0.0,0.0,0.0,31.220954,0.165214,1976.988336,570.33428
1243,64490.5531,1749302208.43,3.4559585,0.076580111,198.011836,4.387717,0.37439253,1591.0276,16.295568,1.9334231,-0.28623051,0.048692947,0.29813,16.295568,1.9334231,12.5531094,1.489391,11.25673,0.25364,0.0,0.0,0.0,55.708761,0.93073,1070.635228,398.257762
1244,63753.7459,1685642062.98,5.7580913,-0.63441821,329.91433,-36.349486,2.1655232,516.47683,19.630794,1.3863716,-0.54250369,0.00080033243,0.1079754,19.630794,1.3863716,17.7177157,1.2512656,11.929567,0.17162,0.0,0.0,0.0,45.390619,0.560283,716.518336,227.86057
1245,61571.5046,1497096418.16,0.60511055,0.4304161,34.670281,24.661026,2.2544682,1615.1441,12.626359,1.6114186,0.97841644,0.02553207,0.3020515,12.626359,1.6114186,9.6972809,1.2375998,11.780669,0.20199,0.24352,0.039139,0.065409,28.369826,0.631644,2137.68473,741.361181
1246,64239.9656,1727651447.94,0.4011967,0.6390564,22.986878,36.615235,2.972428,1005.1993,15.950788,1.6430503,-0.58578703,-0.011723347,0.1987424,15.950788,1.6430503,13.306268,1.370645,11.750359,0.20649,0.0,0.0,0.0,49.491638,0.985726,893.645905,191.257226
1247,61926.9904,1527810385.51,1.0567661,-0.20645689,60.548237,-11.829108,0.94775129,208.46951,6.0299033,1.4347534,0.12288405,6.499e-05,0.0454893,6.0299033,1.4347534,5.7675417,1.3723272,11.905676,0.17796,0.0,0.0,0.0,69.162857,0.583511,264.97054,63.653686
1248,62081.0196,1541118509.2,0.042373159,-0.36789237,2.427803,-21.07868,2.8284185,2094.3879,46.948979,1.8010306,0.2995151,0.021400455,0.3777331,46.948979,1.8010306,34.0769775,1.307242,11.546317,0.23034,0.0,0.0,0.0,25.431726,0.95136,2207.395358,748.01775
