head,dim,component,omega_scaled,period_scaled,period_days,dim_name
1,56,periodic,312.59405517578125,0.020100144669413567,2.0100144669413567,dim_056
1,57,periodic,363.3538513183594,0.017292194068431854,1.7292194068431854,dim_057
1,58,periodic,385.4279479980469,0.016301842406392097,1.6301842406392097,dim_058
1,59,periodic,371.5902404785156,0.016908908262848854,1.6908908262848854,dim_059
1,60,periodic,461.3969421386719,0.013617743737995625,1.3617743737995625,dim_060
1,61,periodic,494.8841857910156,0.012696274556219578,1.2696274556219578,dim_061
1,62,periodic,550.3741455078125,0.011416207998991013,1.1416207998991013,dim_062
1,63,periodic,635.1012573242188,0.009893203154206276,0.9893203154206276,dim_063
2,0,linear,,,,dim_000
2,1,periodic,4.622540473937988,1.359249472618103,135.9249472618103,dim_001
2,2,periodic,11.82400894165039,0.5313921570777893,53.13921570777893,dim_002
2,3,periodic,6.888611793518066,0.9121119976043701,91.21119976043701,dim_003
2,4,periodic,7.250645637512207,0.8665691018104553,86.65691018104553,dim_004
2,5,periodic,6.796972274780273,0.9244094491004944,92.44094491004944,dim_005
2,6,periodic,6.75867223739624,0.9296479225158691,92.96479225158691,dim_006
2,7,periodic,6.753079891204834,0.9304177761077881,93.04177761077881,dim_007
2,8,periodic,8.545953750610352,0.7352234125137329,73.52234125137329,dim_008
2,9,periodic,8.087376594543457,0.7769126892089844,77.69126892089844,dim_009
2,10,periodic,10.360560417175293,0.6064522862434387,60.64522862434387,dim_010
2,11,periodic,11.378608703613281,0.552192747592926,55.2192747592926,dim_011
2,12,periodic,7.67691707611084,0.8184516429901123,81.84516429901123,dim_012
2,13,periodic,7.295773506164551,0.861208975315094,86.1208975315094,dim_013
2,14,periodic,7.216935157775879,0.8706168532371521,87.06168532371521,dim_014
2,15,periodic,17.308361053466797,0.36301445960998535,36.301445960998535,dim_015
2,16,periodic,13.808271408081055,0.45503056049346924,45.503056049346924,dim_016
2,17,periodic,16.631149291992188,0.3777962327003479,37.77962327003479,dim_017
2,18,periodic,15.522809982299805,0.4047711491584778,40.47711491584778,dim_018
2,19,periodic,22.017053604125977,0.2853781282901764,28.53781282901764,dim_019
2,20,periodic,18.383638381958008,0.3417813777923584,34.17813777923584,dim_020
2,21,periodic,24.77895164489746,0.25356945395469666,25.356945395469666,dim_021
2,22,periodic,19.926937103271484,0.31531116366386414,31.531116366386414,dim_022
2,23,periodic,22.5626220703125,0.27847763895988464,27.847763895988464,dim_023
2,24,periodic,23.066247940063477,0.27239736914634705,27.239736914634705,dim_024
2,25,periodic,24.222612380981445,0.2593933939933777,25.93933939933777,dim_025
2,26,periodic,29.443973541259766,0.21339461207389832,21.33946120738983,dim_026
2,27,periodic,33.267539978027344,0.18886835873126984,18.886835873126984,dim_027
2,28,periodic,36.90138626098633,0.17026963829994202,17.0269638299942,dim_028
2,29,periodic,41.254825592041016,0.1523018330335617,15.23018330335617,dim_029
2,30,periodic,43.218894958496094,0.14538052678108215,14.538052678108215,dim_030
2,31,periodic,47.93362045288086,0.1310809701681137,13.10809701681137,dim_031
