distmean,diststd
605.0575296404274,161.51988437875238
924.582721186636,304.0435731875348
671.1771262908619,215.63357916491094
145.3525909859242,30.504837348687186
671.1071221174445,165.9965231159933
1063.8104562968067,358.6601348729539
1167.9079349767744,388.5480064955879
351.31880710784867,80.28593130134222
532.1589133049379,186.36719503922362
763.4213458733313,199.29879335368983
309.70955785838623,85.87040777375188
590.6439716926473,214.83107974237763
775.4514172851484,283.46030346586343
405.83928231543825,116.24165158351586
550.8125752102667,190.86649796592803
790.1422359023165,239.37597252324497
335.9312334798042,80.94763457945129
620.8003242740585,206.1197123059084
267.4390877204215,95.54717017544586
1184.0767149529872,327.41143773224087
840.5327243003253,277.4111971511298
640.4578107462611,225.38716720012678
809.6488706700075,220.7263097487064
664.9583110917056,230.1374529894483
939.1539168672291,331.0908947001514
409.75504065625944,87.07276538023612
449.08971232796296,114.0953591185007
475.9947715109872,149.73521266757348
475.2683192705008,121.07526325944418
952.1353879363396,326.33610500625286
1118.45675636255,334.13235638404296
359.72822257339743,68.62516209937604
1351.2667065225646,456.2090066447132
513.3265904218483,140.03846902006276
646.9515876281766,265.8257707280515
1214.299764030356,403.1116895278634
830.8693254569076,220.0869276208442
461.1015696902563,115.21766490209274
778.1797588353559,243.56497049896325
871.5425061785776,317.8242078416944
681.6694234923616,242.66536119326108
1121.8511240503847,332.3062665591193
975.423182336893,276.8975983314859
641.9171696531861,153.7171610621339
797.9416741422936,244.1812096919081
1122.847775280306,335.9245427576866
410.96950454778994,85.26160242443093
771.6249768453309,202.5188124784981
986.6978746990678,284.7227420536145
680.4202616497626,197.86841323193855
414.7969527665599,100.14954042547453
921.9793466640955,248.59488989700284
869.0725795922984,303.1771101502035
714.3453209986369,226.86419931208306
705.2157960459842,284.2434336051125
790.2877000517024,213.501641718478
1156.7860634103627,380.4765811408984
484.5427076143178,148.33580427892107
1285.286481700939,393.00263095027185
647.7740994704418,170.5136114502558
1246.756085791399,383.2031846282265
899.4440351054532,249.17528911077972
930.6575302004105,285.5882318361185
688.671055240981,243.1536533627863
748.5332159195755,233.905545165919
864.781269609,262.1987070051876
1089.3213211085858,324.52628233357837
738.5828617481078,216.98996958771954
391.3095792767476,107.19895335611737
768.4697852235565,254.31857200178575
356.83637482686083,118.22834137213881
474.0888744152403,157.93066546127926
531.7339471596781,151.69977280533527
159.0485897644988,50.65050319043484
336.39913982665814,73.39034020871068
637.5551769464073,155.7715585013471
1130.8715702269906,408.27645231354984
618.3615542041964,180.05715564644964
534.7217920078461,145.9299046710423
654.8080558846054,181.75996897557704
296.37003555079207,100.10913626951472
787.804035715682,278.00997975889874
641.7640073259612,156.76501267375508
708.5708051076099,222.92539503303036
955.567326658239,292.869297714171
738.5910657318309,188.86918033313637
862.596398817078,291.371404530475
859.9343170921229,279.35779224384345
1300.4307197230678,467.8113080356506
1037.5573234298083,324.3849962369485
629.6015870868229,203.7628760991725
745.5382789530033,267.6723074890014
189.33875609569625,46.15613667521743
1316.921212885667,447.26746461973727
1557.9855946485748,456.37932465668615
656.1351890451613,199.4043719065037
1070.7956740969753,413.670326518445
839.4689109932882,309.2252854930298
100.46345113243973,20.001764075764918
628.4401674047201,140.620686365108
805.2785215398815,230.48981121035283
541.9627231312725,186.39161220056613
307.6860848789315,98.2144999092604
1038.894635024697,328.52798673115956
731.227059701351,231.99390256618148
744.5692269442343,261.0078372145858
577.6666026949349,161.91018709975074
1223.9575357090453,400.0978406584621
463.01501885506923,133.69220887629754
454.0869389630336,135.37961355418471
740.1530513487908,198.62989540549665
763.6886585434921,196.47193696581695
1141.9276257047927,411.28588839804814
478.36049445418195,168.85811151478006
623.9385909706787,152.51200397384935
818.0940629543928,227.79131450427786
1458.790835797825,493.0805707577278
554.6006090915919,199.73210782960393
1077.9547532109902,311.6674349460401
968.8267874831515,263.23852297538025
593.7029946017668,211.06102194628167
1039.9582053221147,403.83414187190516
1078.0106276484664,311.5862341588177
498.7756514260006,154.13096300438684
320.97204627431734,63.95233477598884
516.0209960260717,129.41448575595237
499.7970969126455,115.12639753190408
687.7788840942683,244.28204100984584
429.01160432449007,144.5226856816029
537.0571331686693,130.00870224024894
189.23808621097598,36.44541479533652
289.38155138803785,72.56748250456249
594.7602879306031,177.50165299122537
