simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z
140	2.7526399	1.1910042	2.8193861	466.11206	19.481445	1.7131371	0.96725281	0.47983508
141	0.37646974	-0.21794383	2.6210643	372.71389	17.358202	1.8207032	0.98262945	0.48180426
142	5.7644401	-1.0993644	2.6980039	539.98051	4.8443419	1.1611752	0.29058885	-0.2392896
143	2.9904642	0.66558554	1.0194193	143.9209	6.7873766	1.3437389	0.91759828	-0.44925572
144	0.73189217	-0.74911196	2.2097334	418.94942	2.1814317	1.17284	0.3575739	0.28027869
145	3.391652	-0.4610444	2.0779614	602.10742	18.927934	1.3810988	0.96109978	0.26952318
146	0.1032936	-0.59167577	2.1049832	399.2598	6.3214637	1.3690467	0.73723345	-0.26820244
147	5.0668309	0.44171548	0.58862757	693.51226	3.8215032	1.3990577	0.40653913	0.073323603
148	0.83299139	-0.72789856	0.75442634	599.66199	2.684021	1.1996103	-0.11390167	-0.063655337
149	4.7636915	-0.46553789	2.2905707	173.55632	2.7020198	1.0507614	0.73227116	0.038281309
150	1.6895671	1.4980177	0.71203724	564.82624	5.991426	1.482085	0.88664903	-0.22246671
151	3.0032432	0.11063621	2.4644498	674.34628	10.465341	1.5015799	0.89357004	-0.1417103
152	1.3046999	1.0618363	1.7141256	284.11606	2.1733373	1.0830019	0.2259915	0.45943112
153	0.77842121	-0.17511416	1.1622724	357.75401	8.3830706	1.529905	0.95531548	0.37739443
154	0.26560375	-1.0564365	2.6885389	914.10832	14.477525	1.9017471	0.95999854	0.1240221
155	1.5718959	1.2608313	2.7437823	474.96733	8.8203275	1.3046804	0.52068245	0.18791859
156	4.627716	0.36494789	0.70306967	356.61065	4.9313946	1.4993673	0.92843038	0.32407173
157	2.612654	1.0339626	0.78330237	537.27697	11.889072	1.370217	0.95591527	0.42584553
158	2.2914665	-0.21448275	0.87731539	184.82699	2.145892	1.151522	0.90234363	0.29725929
159	0.84075659	-1.0205576	0.38889775	947.34911	6.2878155	1.6381045	0.9551246	-0.31333332
160	5.9887944	0.88122844	2.5022922	526.4182	6.619425	1.2636988	0.21047305	0.4768216
161	3.7219073	-0.42519	2.4143311	397.30538	3.185801	1.2376994	0.38976301	-0.39906311
162	0.86969914	0.040797684	2.1775203	160.89668	6.0281868	1.0830916	0.88491484	0.10203976
163	2.2011601	0.18364621	2.5892197	451.59962	14.146673	1.6762051	0.91990628	0.12611776
164	2.2466097	0.38848152	3.0004975	949.06284	16.871082	1.5943149	0.9670374	-0.079768943
165	0.53301063	-0.55128652	0.51409054	413.50917	4.0542749	1.5588759	0.80141047	0.22450669
166	1.9702835	0.14974544	1.424301	307.00918	13.887755	1.3823697	0.89369683	0.49991059
167	5.184422	0.79621114	0.78535297	724.64199	10.962189	1.181352	0.66973421	0.016630838
168	2.0632546	1.2473644	1.9991747	483.17463	16.575272	1.5367133	0.93797855	0.10858107
169	1.1135841	0.22414205	0.91410641	363.69469	2.6932079	1.2126679	0.49714045	-0.40404485
170	3.0925475	0.42228967	1.1021293	548.7286	7.9825263	1.5126406	0.94439628	-0.10676188
171	4.0669374	0.79714929	0.060711569	189.21357	4.5942946	1.4664249	0.51738905	0.19266731
172	1.234337	-0.24220839	2.7890537	908.99374	9.1326412	2.0354653	0.96489008	0.014488916
173	3.5474021	-1.1418698	1.3854794	171.80849	5.5110437	1.4664248	0.68726547	0.29982204
174	2.4632049	-1.0500038	0.83423282	561.9789	14.026966	1.4200564	0.88687734	-0.079636642
175	5.6370767	0.19497961	1.2594909	141.73478	14.511523	1.5631717	0.95587297	-0.16205767
176	0.069583492	0.37560264	0.78241779	822.7193	13.955779	1.6482253	0.86196952	0.057559452
177	4.2950349	0.57161546	0.3113739	467.02918	16.502747	1.2060413	0.80294357	0.019051276
178	6.0541154	-1.1898871	2.5771771	576.06349	14.939408	1.2571865	0.81750098	0.076402262
179	1.3019893	-0.3039432	0.9358597	612.6422	4.7894907	1.6911444	0.93280813	-0.086626011
180	4.0803351	0.51872425	2.3159295	982.90662	6.2028903	1.4902706	0.35895644	0.16056163
181	3.5863299	0.30294238	2.3219602	241.85752	8.9642817	1.3851897	0.93185797	0.22974594
182	3.6534363	-0.19214959	1.8403103	831.91442	12.795003	2.1147718	0.98233404	0.081436872
183	4.1567361	-0.29756201	2.8674577	661.46403	5.2944009	1.7936193	0.86800731	-0.30971877
184	6.0603291	-0.010900866	0.71786732	636.64979	8.1700843	1.5245355	0.77447846	-0.48201456
185	4.6927641	-0.95853811	2.0228226	550.99162	5.1684968	1.1594155	0.32079993	-0.37674667
186	0.89083742	0.31342478	0.71362332	276.81838	9.0612791	1.3274262	0.65668463	0.30430248
187	3.9045346	-0.24175778	2.7930306	476.82569	5.8226372	1.2373479	0.95809837	-0.067777938
188	1.1497738	-1.0539351	1.4164621	94.388143	5.6424926	1.0658913	0.49279896	0.4111329
189	4.4389946	-0.8492926	0.80476741	554.36132	15.079138	1.3230294	0.95933336	0.16025988
190	4.7971142	-0.66068974	1.9908667	546.65733	3.6469413	1.634555	0.5731421	-0.49498416
191	3.9705853	-0.34688546	3.0540662	843.85394	6.583094	1.2519437	0.46045781	0.39532999
192	2.0729979	-0.61758032	0.63048223	750.16172	8.3314852	1.6918476	0.74391512	0.26062798
193	4.4925352	-1.3061863	0.92373757	328.92051	14.174203	1.631503	0.98978175	0.45495562
194	3.2508055	-0.27673567	1.9179741	998.94951	14.782822	2.0476602	0.98397298	0.18812137
195	1.9351073	0.49375371	1.9325149	364.45044	17.271022	1.2579618	0.93688958	-0.45621621
196	0.71068608	0.10302145	0.22070414	707.19357	5.2984767	1.1690446	0.38002006	0.24346374
197	3.1851662	-0.15257969	0.65681842	754.723	5.8591345	1.5088909	0.83227015	0.29663906
198	4.2081755	-0.030565393	0.98721824	382.87308	12.627268	1.186425	0.91458917	-0.10773947
199	5.0505884	-0.38053494	0.74998987	679.25458	9.8652438	1.2767707	0.70883989	0.14460091
200	1.929858	-0.64694646	0.62090201	392.80475	9.4778408	1.7872434	0.94464215	-0.43270405
201	4.5759636	0.73184625	1.0221744	429.6192	4.050224	1.1121598	-0.26955759	0.48528817
202	1.906614	-0.57008361	2.7315748	678.44662	8.3570757	1.5926217	0.72594641	-0.17464793
203	4.8322937	0.33216281	1.8133489	213.0392	19.864349	1.094435	0.97718723	-0.18423949
204	4.1389606	-1.0602624	2.8652746	721.71109	5.4928415	1.6683077	0.55692135	0.010976847
205	0.045951366	-0.77180311	0.78953917	912.73419	9.7412718	1.3494878	0.82325835	0.031711978
206	3.6189499	-0.4938102	2.151702	378.21355	11.965871	1.507991	0.84857586	-0.019920153
207	4.4612231	-0.31907823	1.6425421	324.06789	17.330502	1.085749	0.82911902	0.18226033
208	1.9847525	-0.79791143	0.82683671	213.84012	16.485364	1.0541836	0.94722637	0.24025271
209	2.5354662	0.66218546	2.7434908	377.86183	2.1883031	1.3496442	0.46885119	-0.36243469
