simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius2_source,compactness2,mej_tot,mej_dyn,mej_wind,phi,costheta,distmean,diststd
1170.0,63176.9254,1635804770.49,1.6725803,-0.36751425,95.831792,-21.057015,2.9199061,953.37524,4.3827875,1.3428157,0.9481513,0.23489531,0.1895093,4.3827875,1.3428157,3.684534,1.128882,12.014844,0.13875,0.450137,0.067316,0.12116,30.0,0.975528,717.560393,178.835134
1171.0,62715.1382,1595906358.7,6.1472343,0.94122416,352.210581,53.928172,0.61098592,985.18216,17.487445,1.6184604,0.91942265,0.2929533,0.1951858,17.487445,1.6184604,14.6315697,1.3541496,11.945132,0.16741,0.115392,0.030939,0.021454,30.0,0.819083,807.414027,270.211174
1172.0,63262.3819,1643188215.73,3.1149496,1.2613751,178.473465,72.27147,0.78388361,373.84391,2.2788232,1.3367278,-0.084762923,0.37126025,0.0796499,2.2788232,1.3367278,2.1107057,1.2381123,11.985951,0.15254,0.044075,0.002238,0.016309,30.0,0.708177,578.605102,195.61005
1173.0,63491.6595,1662997798.36,6.0998764,0.7480198,349.497173,42.858378,1.0552527,455.44226,15.343993,1.4302186,0.96889184,-0.21540458,0.0959732,15.343993,1.4302186,14.0003354,1.3049758,11.963818,0.16108,0.283147,0.098303,0.046957,30.0,0.493008,388.476828,107.140449
1174.0,62532.3632,1580114596.24,4.6917913,1.0919171,268.81984,62.562241,2.2820294,879.70897,16.992536,1.41264,0.86992568,0.34373987,0.1762398,16.992536,1.41264,14.4464898,1.2009796,11.997322,0.14783,0.089382,0.032749,0.014387,30.0,0.652768,675.460758,148.067764
1175.0,62308.8352,1560801781.99,3.7888654,0.015085289,217.085997,0.864323,2.6185896,374.33335,5.7397524,1.7107598,0.87960802,0.2976595,0.0797488,5.7397524,1.7107598,5.3158219,1.5844054,11.804096,0.19821,0.227237,0.012487,0.066886,30.0,0.866323,477.174501,168.838049
1176.0,62199.9193,1551391442.47,1.3063736,-1.0962433,74.849694,-62.810114,2.3635964,371.52821,6.8456484,1.2802239,0.53778328,0.46909184,0.0791818,6.8456484,1.2802239,6.3433689,1.1862912,12.000296,0.14598,0.072495,0.026619,0.011859,30.0,0.712321,292.151007,56.712882
1177.0,63424.5725,1657201479.85,0.82560133,-0.42834424,47.303472,-24.542317,2.2152152,649.53695,10.193008,1.5718457,0.7350774,0.21910778,0.1335759,10.193008,1.5718457,8.9919061,1.3866259,11.929451,0.17165,0.046193,0.001786,0.011318,30.0,0.600734,835.665812,251.339375
1178.0,63697.8901,1680816126.93,0.049741722,-0.58668061,2.849991,-33.614323,2.284893,924.19368,15.688608,1.8161895,0.95806998,0.33633278,0.1842736,15.688608,1.8161895,13.2474523,1.5335895,11.844437,0.1912,0.179423,0.033532,0.037066,30.0,0.654935,221.797701,66.379874
1179.0,62305.863,1560544983.99,0.087732744,0.61402189,5.026716,35.180863,2.4136453,711.92634,6.9079479,1.8096868,0.94851277,0.26301664,0.1453321,6.9079479,1.8096868,6.0313931,1.5800543,11.808024,0.1976,0.32153,0.026654,0.085296,30.0,0.746542,795.864979,293.712903
1180.0,63731.4704,1683717458.36,4.4705159,0.54415825,256.141693,31.177971,0.78722671,502.68964,4.6660234,1.311757,0.36824531,-0.32221085,0.1052792,4.6660234,1.311757,4.2215791,1.1868106,12.000166,0.14605,0.084384,0.023378,0.018362,30.0,0.705813,649.118288,214.296985
1181.0,63339.7799,1649875399.06,3.5130078,-0.12547456,201.28052,-7.189163,0.33972736,716.4122,7.031591,1.3351455,0.68658433,0.24576589,0.1461716,7.031591,1.3351455,6.1348502,1.164874,12.006353,0.14327,0.159996,0.050634,0.02833,30.0,0.942846,504.402959,141.423527
1182.0,64106.3253,1716104927.64,3.652899,1.1161779,209.295696,63.952283,2.4991305,863.60459,11.878627,1.4113272,0.74585733,0.2563474,0.1733154,11.878627,1.4113272,10.1239845,1.2028541,11.996842,0.14806,0.07236,0.026897,0.011551,30.0,0.800623,940.793599,392.090545
1183.0,64135.5225,1718627564.23,5.0975062,-1.2291055,292.065591,-70.422558,0.70680504,213.77252,7.6194599,1.5981909,0.81962801,-0.0075173109,0.0466091,7.6194599,1.5981909,7.2801393,1.527018,11.848452,0.19032,0.117887,0.009919,0.028532,30.0,0.760441,741.708492,224.912134
1184.0,63826.7774,1691951985.32,3.9647541,-0.54503845,227.163677,-31.228403,2.7032889,693.43829,8.9022673,1.6284334,0.71850387,-0.35825329,0.141864,8.9022673,1.6284334,7.7962591,1.4261186,11.910441,0.17682,0.056484,0.003477,0.013664,30.0,0.905473,538.359587,177.841434
1185.0,61455.3521,1487060843.06,0.0014729096,-1.0599817,0.084392,-60.732478,2.4274215,729.72937,7.5147107,1.4718589,0.63278529,-0.085867884,0.1486595,7.5147107,1.4718589,6.5421571,1.281371,11.972197,0.15805,0.084317,0.022221,0.016167,30.0,0.755636,790.338076,320.921492
1186.0,61465.4059,1487929484.01,5.7864358,-1.0658326,331.53835,-61.06771,0.74614989,687.42826,12.364896,1.5888866,0.82959176,-0.088716485,0.1407338,12.364896,1.5888866,10.8394233,1.3928637,11.927493,0.17245,0.070998,0.01,0.015503,30.0,0.734308,343.504101,88.035525
1187.0,62677.1693,1592625843.38,5.4945466,-0.29998572,314.814331,-17.187916,1.5588782,465.45124,4.7794547,1.5437517,0.52359128,0.46540665,0.0979533,4.7794547,1.5437517,4.3530583,1.4060268,11.920018,0.17419,0.073881,0.004936,0.022481,30.0,0.011918,805.141136,220.170543
1188.0,61980.4578,1532429974.13,6.2316059,-0.33761619,357.044718,-19.343983,2.8932997,945.48665,17.953121,1.7256235,0.94595635,-0.18035104,0.1880966,17.953121,1.7256235,15.110826,1.4524269,11.895962,0.1803,0.131071,0.027356,0.026347,30.0,0.969333,828.835471,253.505235
1189.0,63537.0368,1666918397.98,4.1897269,-0.0145455,240.053669,-0.833396,0.89800383,876.67724,10.270434,1.4674942,0.97146699,-0.21041582,0.1756899,10.270434,1.4674942,8.7356657,1.2481983,11.983538,0.15382,0.414306,0.108257,0.077865,30.0,0.623172,508.282713,128.895682
1190.0,63757.2419,1685944115.37,0.23464449,-1.0184985,13.444139,-58.355665,2.0643371,332.38758,3.1316763,1.571038,0.93131794,0.24095563,0.0712278,3.1316763,1.571038,2.9234458,1.466577,11.887379,0.18219,0.391,0.012843,0.144149,30.0,0.473747,823.062406,293.557361
1191.0,62445.2217,1572585574.61,2.3587303,-0.92174356,135.145291,-52.812016,0.56736856,951.37896,15.804612,1.6460193,0.93973487,0.18077805,0.189152,15.804612,1.6460193,13.2906576,1.3841959,11.930656,0.17133,0.180722,0.051899,0.032726,30.0,0.843318,856.188665,275.938275
1192.0,62338.2249,1563341052.26,4.8187447,0.22847987,276.093734,13.090932,0.29891006,852.77941,18.840861,1.6642158,0.97580923,0.19163383,0.1713448,18.840861,1.6642158,16.0848118,1.4207736,11.912943,0.17612,0.227467,0.067432,0.040655,30.0,0.955658,933.703702,323.591233
1193.0,62076.7219,1540747187.72,0.74183616,1.4527384,42.504081,83.235779,3.0055894,727.53682,7.3956612,1.7357231,0.72807893,0.29426678,0.1482503,7.3956612,1.7357231,6.4408092,1.5116243,11.858343,0.18824,0.07722,0.001684,0.020726,30.0,0.990766,797.177122,226.528512
1194.0,61094.1444,1455852494.91,2.473565,-0.71530969,141.724835,-40.984226,0.32048437,517.85003,4.2024802,1.8902313,0.96647031,0.10074856,0.1082435,4.2024802,1.8902313,3.7920187,1.70561,11.681272,0.21562,0.37583,1.5e-05,0.139943,30.0,0.949083,841.418586,307.312006
1195.0,61258.1552,1470023026.5,0.19272635,-0.53738567,11.042406,-30.789931,2.2679045,602.93921,18.477325,1.6509445,0.9876971,0.23634361,0.1246949,18.477325,1.6509445,16.4287437,1.4679043,11.886726,0.18236,0.274754,0.076424,0.050383,30.0,0.642003,426.5667,118.606271
1196.0,63141.9491,1632782821.99,3.5626445,0.87173462,204.124494,49.946715,2.1001031,382.82302,4.3581403,1.1381925,0.78910998,-0.37838366,0.0814623,4.3581403,1.1381925,4.0298586,1.0524569,12.030417,0.12919,0.313854,0.070437,0.070295,30.0,0.504935,568.635068,172.913983
1197.0,62951.5114,1616328999.08,5.432638,1.2175707,311.267229,69.761662,0.7245082,675.4731,15.901903,1.6350277,0.98246268,0.49549886,0.1384814,15.901903,1.6350277,13.9676439,1.4361479,11.904553,0.17815,0.302723,0.082156,0.056033,30.0,0.748825,230.143391,46.882665
1198.0,62685.8462,1593375526.36,0.3869645,-0.4030103,22.171433,-23.090789,1.4059112,632.94941,18.221037,1.1326317,0.94492501,-0.076526039,0.1304246,18.221037,1.1326317,16.118755,1.0019525,12.040512,0.12289,0.259981,0.159081,0.025632,30.0,0.164139,278.303087,76.015714
1199.0,61546.3456,1494922673.59,1.4251119,0.83996561,81.652897,48.126484,1.1757933,442.22058,19.073127,1.2814899,0.90014385,0.36656531,0.0933504,19.073127,1.2814899,17.4446615,1.1720762,12.004558,0.14418,0.081431,0.025226,0.014278,30.0,0.384811,408.57304,94.214733
1200.0,63797.6088,1689431819.22,5.3534486,-0.6152671,306.730011,-35.252208,0.54197494,640.77292,5.4157232,1.7749135,0.86587378,0.035510778,0.1319123,5.4157232,1.7749135,4.7845786,1.5680663,11.817729,0.19594,0.232752,0.011348,0.07277,30.0,0.856692,335.559833,116.001157
1201.0,62217.6311,1552921749.31,3.2988871,-0.41302517,189.012308,-23.664599,0.82133043,785.13704,18.408385,1.7136778,0.93547598,0.28858634,0.1589407,18.408385,1.7136778,15.8838024,1.4786587,11.881179,0.18378,0.08138,0.002342,0.020078,30.0,0.681248,210.730856,39.681427
1202.0,64221.9697,1726096601.74,5.4674305,1.5050797,313.260692,86.234715,0.71483422,271.93638,10.130889,1.2239993,0.89175211,0.047866733,0.058781,10.130889,1.2239993,9.5684459,1.1560457,12.007958,0.14217,0.25253,0.094363,0.040189,30.0,0.755202,379.802656,101.446155
1203.0,63838.8847,1692998052.6,1.7113787,0.11821386,98.054777,6.773155,1.0577268,796.90937,15.947887,1.4916894,0.9644689,0.21653227,0.1611109,15.947887,1.4916894,13.7350246,1.2847088,11.971039,0.15848,0.278828,0.099468,0.045564,30.0,0.490854,1462.240867,417.26756
1204.0,61319.8584,1475354181.01,4.3655238,0.99949546,250.126089,57.266872,0.75630684,672.62765,21.800705,1.1661177,0.91575023,0.35790567,0.1379445,21.800705,1.1661177,19.1579683,1.024758,12.035633,0.12573,0.123959,0.070576,0.013561,30.0,0.727375,880.125641,311.091505
1205.0,63314.8762,1647723720.74,1.7171808,1.2861978,98.387213,73.693706,0.241286,181.84263,4.8512774,1.7245114,0.87584435,0.2348016,0.0398408,4.8512774,1.7245114,4.665404,1.6584379,11.734264,0.20871,0.216977,0.00114,0.073917,30.0,0.971031,697.898475,263.069025
1206.0,63555.9501,1668552505.24,1.9790647,0.081606497,113.392055,4.675708,2.7419136,126.39659,10.655631,1.5507815,0.98472859,-0.06658124,0.0279343,10.655631,1.5507815,10.3660626,1.5086388,11.861227,0.18783,0.366351,0.068456,0.075814,30.0,0.921186,954.128539,270.209824
1207.0,61894.9445,1525041623.51,3.199295,0.86021628,183.306101,49.286762,0.50776306,780.7063,4.8610101,1.544237,0.94933876,0.080383478,0.1581226,4.8610101,1.544237,4.197319,1.3333968,11.953134,0.16473,0.422615,0.045954,0.121694,30.0,0.873834,628.161196,144.017623
1208.0,64084.7676,1714242338.21,2.9805428,-0.98072894,170.772523,-56.191629,2.7655996,646.8691,2.7612574,1.6752414,0.96061535,0.14876444,0.1330698,2.7612574,1.6752414,2.4369703,1.478498,11.881274,0.18376,0.441099,0.006583,0.16999,30.0,0.930143,490.879431,124.561665
1209.0,63073.8414,1626898316.51,1.6785696,0.039063176,96.174954,2.238155,2.3211065,672.82915,13.053389,1.6561293,0.9753119,0.46891968,0.1379825,13.053389,1.6561293,11.4706407,1.4553205,11.894088,0.18069,0.31411,0.071904,0.061554,30.0,0.681866,633.051111,167.487898
1210.0,61354.2366,1478324461.39,2.8824703,0.1921398,165.153383,11.0088,0.2695497,516.66488,10.361935,1.256872,0.6300003,-0.19354414,0.1080122,10.361935,1.256872,9.3518242,1.1343486,12.013875,0.13943,0.043585,0.017809,0.006549,30.0,0.963891,857.672985,291.322035
1211.0,62445.1711,1572581204.06,2.0179508,0.87516506,115.620064,50.143264,2.286581,691.93173,14.923272,1.4931729,0.9761232,-0.31795044,0.1415808,14.923272,1.4931729,13.0724626,1.3079871,11.96272,0.16146,0.332631,0.108266,0.056998,30.0,0.65621,604.787355,164.440957
1212.0,62313.6106,1561214376.21,3.3481946,-1.0327883,191.83742,-59.174411,0.88255948,367.17154,13.206567,1.9456236,0.97951452,0.37627874,0.0783004,13.206567,1.9456236,12.2475767,1.8043428,11.540912,0.23088,0.173738,0.001159,0.043932,30.0,0.635176,370.968946,96.737817
1213.0,64296.7702,1732559365.39,5.6138488,0.46859387,321.649843,26.848451,1.6899055,289.29603,8.3638097,1.4223486,0.87304188,0.32774847,0.062376,8.3638097,1.4223486,7.8727394,1.3388372,11.951082,0.16543,0.219331,0.051243,0.043043,30.0,0.118828,660.268858,197.946439
1214.0,61895.9146,1525125442.71,5.2574913,-0.73231833,301.232062,-41.95875,2.7745688,894.98274,3.6431943,1.6462885,0.50126662,-0.11529456,0.1790054,3.6431943,1.6462885,3.0900573,1.3963367,11.926547,0.17289,0.11228,0.004225,0.040283,30.0,0.933399,650.181188,150.942327
1215.0,62430.8879,1571347132.12,1.506415,-0.36078262,86.311222,-20.671321,0.68215346,632.62676,9.0102052,1.1480958,0.45012558,0.28332891,0.1303632,9.0102052,1.1480958,7.971071,1.0156875,12.037377,0.1246,0.037287,0.024483,0.003254,30.0,0.776217,297.288423,61.092336
1216.0,63306.7054,1647017764.36,4.0947511,0.23794232,234.611956,13.633091,2.7849244,896.22166,5.6916847,1.4347071,0.54340151,-0.018548269,0.1792294,5.6916847,1.4347071,4.8266135,1.216648,11.991768,0.14982,0.117812,0.029844,0.02494,30.0,0.937065,563.087943,178.541016
