simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius1,radius2,compactness1,compactness2,mej_dyn,mej_wind,mej_total,phi,costheta,distmean,diststd
916,63115.2576,1630476676.28,3.5334497,-0.9017625,202.451755,-51.667185,1.8903837,217.70764,1.4042662,1.3883362,-0.047003398,-0.03167362,0.0474389,1.4042662,1.3883362,1.3406664,1.3254579,11.921051,11.928733,0.17395,0.17187,0.00258,0.067839,0.070419,61.135367,0.314175,277.259974,105.860498
918,63672.9229,1678658960.25,1.0342023,0.12040913,59.255427,6.898935,2.492056,729.14126,1.6649288,1.5855874,0.0028677372,-0.026906823,0.1485497,1.6649288,1.5855874,1.4495922,1.3805126,11.72749,11.80293,0.20965,0.19838,0.003971,0.007677,0.011648,54.512431,0.796364,822.696955,265.678131
919,62831.9048,1605994992.57,5.6125044,-0.14722856,321.572815,-8.435575,2.5203253,608.61427,1.6466884,1.4164902,-0.023491949,0.043205496,0.1257813,1.6466884,1.4164902,1.4627072,1.2582286,11.746042,11.915691,0.20702,0.17555,0.003996,0.046193,0.050189,60.966956,0.813141,656.124089,230.907118
920,61793.7042,1516294459.9,4.9223984,-0.22070167,282.032653,-12.645274,0.59009959,715.01327,1.5936435,1.3572916,-0.043893309,0.0068933928,0.1459099,1.5936435,1.3572916,1.3907233,1.1844663,11.796618,11.943331,0.1995,0.16782,0.003683,0.062915,0.066598,65.755286,0.830885,704.28792,197.756603
921,63332.8269,1649274663.75,2.8391118,-0.08022628,162.669124,-4.596627,1.0813229,639.92773,1.6924656,1.5083578,0.042598095,-0.042243888,0.1317517,1.6924656,1.5083578,1.495439,1.3327639,11.697405,11.861503,0.21366,0.18779,0.004188,0.013213,0.017402,51.816247,0.470161,941.026276,324.356137
922,61280.37,1471942389.73,3.8075174,-1.0111824,218.154677,-57.936484,0.83526334,507.15044,1.5083285,1.2951327,0.03302207,-0.046550876,0.1061525,1.5083285,1.2951327,1.363581,1.1708447,11.861531,11.967362,0.18778,0.15981,0.003132,0.020855,0.023987,20.316283,0.670982,722.146314,218.276235
923,62546.418,1581328930.33,0.079451461,0.54584768,4.552233,31.274768,0.41243959,403.95091,1.362189,1.3071094,-0.0031317339,-0.035630529,0.0857109,1.362189,1.3071094,1.2546516,1.2039203,11.940835,11.963041,0.16846,0.16135,0.002346,0.056762,0.059108,44.257669,0.916146,430.423615,198.325871
924,61571.7837,1497120525.74,2.1712046,0.07168791,124.40086,4.107415,0.2594322,892.11094,1.5433684,1.4049134,0.016838143,0.022318176,0.178486,1.5433684,1.4049134,1.3096196,1.1921341,11.83545,11.92064,0.19257,0.17404,0.003182,0.044991,0.048173,19.65896,0.966536,944.551004,289.920169
926,61645.6067,1503498835.04,5.062535,0.16714615,290.061889,9.576769,2.9061858,823.521,1.6476435,1.4708012,-0.033537714,-0.048466612,0.1659989,1.6476435,1.4708012,1.4130747,1.2614088,11.744985,11.885228,0.20716,0.18275,0.00386,0.044528,0.048388,39.452582,0.97242,688.141403,180.905654
927,61708.0288,1508892108.23,5.0969777,-0.71921615,292.03531,-41.20805,2.7960134,847.68806,1.5736985,1.4854762,-0.047583838,-0.024930315,0.1704166,1.5736985,1.4854762,1.3445627,1.2691858,11.812577,11.876402,0.19673,0.18471,0.003358,0.020688,0.024046,39.426389,0.940879,727.559849,263.736552
928,62353.4747,1564658632.05,3.286479,-1.0178682,188.301376,-58.319552,0.24535869,654.27612,1.5424667,1.4631578,-0.00012802494,-0.048287107,0.1344742,1.5424667,1.4631578,1.3596313,1.2897233,11.836186,11.889053,0.19244,0.18174,0.003185,0.053268,0.056453,18.960591,0.97005,520.65059,131.172157
929,61179.0257,1463186240.18,5.9263177,-0.6170354,339.552992,-35.353524,1.2782213,474.67307,1.3843364,1.3486267,0.0090597472,-0.045025222,0.0997735,1.3843364,1.3486267,1.2587469,1.2262768,11.930582,11.948219,0.17135,0.16668,0.00246,0.028145,0.030604,35.929232,0.288419,975.853807,273.395695
930,62392.277,1568011154.54,5.9550305,-0.026803441,341.198115,-1.535724,0.44762576,869.70214,1.7773185,1.5242533,0.014941451,0.049309237,0.1744237,1.7773185,1.5242533,1.5133538,1.2978735,11.584193,11.850649,0.22657,0.18994,0.005102,0.004161,0.009264,21.659886,0.901477,1098.479213,317.97232
931,62790.9761,1602458750.01,3.7143841,-0.13865599,212.818532,-7.944403,0.27417178,985.03197,1.6540902,1.4908601,0.037616626,0.016509061,0.1951591,1.6540902,1.4908601,1.3839916,1.2474156,11.739931,11.872561,0.20806,0.18544,0.003883,0.017154,0.021037,63.494113,0.96265,823.4702,288.716699
932,62691.53,1593866609.77,3.1398039,-1.375413,179.897512,-78.80536,3.0024256,460.49617,1.6307341,1.275909,-0.030006378,-0.011792204,0.0969736,1.6307341,1.275909,1.4865755,1.1631173,11.762135,11.974076,0.20474,0.15735,0.004769,0.058168,0.062938,71.861282,0.990332,431.867419,90.436965
933,62339.7444,1563472329.96,5.0161259,0.35873024,287.402844,20.553729,2.1189804,164.15848,1.2861358,1.2424399,-0.033033011,0.0020534579,0.0360648,1.2861358,1.2424399,1.2413661,1.1991913,11.97054,11.984445,0.15866,0.15309,0.00207,0.052948,0.055018,19.338989,0.521138,231.299373,45.955065
934,63937.0131,1701476352.28,0.67412597,-0.0084004781,38.624573,-0.481312,0.24746799,797.85612,1.5628272,1.470488,0.029255144,-0.031930119,0.1612852,1.5628272,1.470488,1.3457738,1.2662591,11.821454,11.885391,0.19523,0.1827,0.003291,0.03904,0.042331,72.306912,0.969536,739.496639,250.155568
936,61508.6434,1491665209.79,3.0079439,0.75867914,172.34249,43.469113,2.6111203,582.95053,1.6760659,1.5564394,-0.0024352149,-0.0088217055,0.120858,1.6760659,1.5564394,1.4953418,1.3886142,11.714938,11.825686,0.21128,0.19436,0.004018,0.013863,0.017881,46.354596,0.862568,553.300083,149.660987
938,62769.9386,1600641113.32,4.9209373,-0.52126345,281.948939,-29.866196,2.4953445,853.2174,1.7367771,1.6391127,-0.021911646,0.004602361,0.1714246,1.7367771,1.6391127,1.4826196,1.3992473,11.641946,11.753759,0.2203,0.20594,0.004511,0.00167,0.006181,32.973941,0.798349,919.255595,261.828782
939,61217.145,1466479742.49,4.4122345,-0.40033202,252.802415,-22.937335,2.7439907,516.60072,1.556997,1.4316345,0.025251617,0.022715393,0.1079996,1.556997,1.4316345,1.4052324,1.2920893,11.825144,11.908343,0.19444,0.17753,0.003251,0.034852,0.038103,19.611725,0.921992,581.210222,156.642516
940,61249.0449,1469235895.29,5.1390544,-0.88800562,294.446128,-50.878974,2.192258,754.58511,1.6943084,1.5440598,0.010664772,0.0017659213,0.1532854,1.6943084,1.5440598,1.4691146,1.3388358,11.694619,11.834953,0.21395,0.19266,0.00416,0.02181,0.02597,45.037456,0.582224,933.691989,298.921977
942,63008.5305,1621255450.94,2.2549145,-0.84473024,129.197084,-48.399478,1.7114982,542.91986,1.5332133,1.46868,-0.032926269,0.041354528,0.1131231,1.5332133,1.46868,1.3773978,1.3194228,11.844688,11.886331,0.19115,0.18247,0.003149,0.036606,0.039755,62.670933,0.140238,1192.622744,307.923114
943,62981.0645,1618882389.69,3.2034944,0.26003011,183.546709,14.898628,2.5983924,996.25926,1.6108578,1.4907716,-0.02650466,-0.015214313,0.1971555,1.6108578,1.4907716,1.3455711,1.2452615,11.781204,11.872627,0.20191,0.18542,0.003573,0.028263,0.031837,57.425189,0.856059,969.256323,281.517499
945,64073.1173,1713235752.28,4.2988447,-0.23598558,246.305658,-13.520978,2.3771332,242.85009,1.5603681,1.4166199,-0.041260458,-0.021721747,0.052719,1.5603681,1.4166199,1.4822266,1.3456772,11.822801,11.915621,0.1949,0.17556,0.00328,0.038623,0.041903,18.013561,0.721757,373.501192,208.425819
946,62952.5579,1616419417.52,2.8780184,-0.34659488,164.898308,-19.858424,2.3043534,835.2463,1.511409,1.4755603,0.044312675,-0.010532212,0.1681448,1.511409,1.4755603,1.2938542,1.2631656,11.858531,11.882837,0.18821,0.18337,0.003074,0.030527,0.0336,19.37411,0.669516,786.448817,222.134096
947,64359.2686,1737959222.57,5.5701733,1.1128885,319.147421,63.763814,2.3117455,553.39406,1.5043207,1.4547622,-0.026408165,0.0064618882,0.1151536,1.5043207,1.4547622,1.3489807,1.3045397,11.864555,11.894457,0.18724,0.18061,0.003012,0.053181,0.056193,39.172397,0.674989,662.567656,261.796716
948,61170.432,1462443740.16,2.8313326,-1.2557566,162.223408,-71.949553,1.7257626,497.61319,1.5376272,1.3869497,-0.037867976,0.036071904,0.1042842,1.5376272,1.3869497,1.3924198,1.2559717,11.841106,11.929305,0.19176,0.17169,0.00316,0.042006,0.045166,32.71743,0.154347,737.02017,238.412004
949,61343.0269,1477355941.88,1.2277688,-1.2797287,70.34597,-73.323053,2.4524169,608.70098,1.330164,1.2811717,0.01309773,0.028982033,0.1257979,1.330164,1.2811717,1.18153,1.1380122,11.954465,11.972266,0.16431,0.15803,0.002226,0.029941,0.032167,28.943059,0.77177,805.710552,282.975337
950,61154.2305,1461043934.54,4.0625031,0.96700836,232.764282,55.405498,0.7278669,734.95391,1.4988856,1.4853149,0.029485311,0.039041448,0.1496337,1.4988856,1.4853149,1.3037941,1.2919897,11.867189,11.876517,0.18652,0.18468,0.003054,0.059447,0.0625,31.86027,0.746595,714.869649,218.657955
951,61648.469,1503746137.54,1.8133047,0.84310572,103.894706,48.306399,0.47635591,257.37115,1.3872112,1.3473527,0.019559297,0.028102051,0.0557515,1.3872112,1.3473527,1.3139562,1.2762025,11.929191,11.948785,0.17172,0.16652,0.002466,0.037728,0.040195,63.208965,0.888672,243.219146,57.621756
952,62894.4454,1611398499.55,5.1174116,-0.14847987,293.206087,-8.50727,0.48590613,601.52621,1.4921772,1.4875183,-0.038201029,0.0025958828,0.1244243,1.4921772,1.4875183,1.3270589,1.3229155,11.871583,11.874958,0.18561,0.18498,0.00304,0.042449,0.045488,70.753683,0.884252,652.841891,222.937074
954,63259.5026,1642939445.66,4.6884729,-0.5739094,268.62971,-32.882586,0.042578744,432.43438,1.5472252,1.3924159,-0.03767542,-0.023560556,0.0914036,1.5472252,1.3924159,1.4176471,1.2758029,11.833168,11.927585,0.19309,0.17239,0.003217,0.061774,0.064991,39.306162,0.999094,407.484121,117.523722
955,61159.5481,1461503369.76,1.2226766,-0.6999154,70.054209,-40.102198,0.46527693,850.78118,1.7025303,1.4885977,-0.02607386,0.03679084,0.1709806,1.7025303,1.4885977,1.4539355,1.2712402,11.685213,11.874196,0.21516,0.18513,0.004337,0.026178,0.030515,69.36666,0.893697,956.754233,316.363475
957,64310.8981,1733780015.09,1.7117033,-0.59483442,98.073375,-34.081502,0.93257269,218.18561,1.4570767,1.2367697,0.045736133,0.031180466,0.0475396,1.4570767,1.2367697,1.3909514,1.1806424,11.892888,11.986991,0.18092,0.15236,0.002908,0.023754,0.026662,34.289742,0.59577,267.934016,64.437441
958,63947.5788,1702389227.9,3.2485815,0.58143314,186.130009,33.313665,0.60183286,831.46323,1.5253174,1.5044738,-0.048902454,-0.011923814,0.1674529,1.5253174,1.5044738,1.3065344,1.2886805,11.849784,11.864472,0.19009,0.18726,0.003183,0.058326,0.06151,43.586219,0.824299,908.819964,281.580474
959,62038.1437,1537414032.6,3.6183502,-0.79540069,207.316195,-45.573103,2.2154482,596.81589,1.6401937,1.6163484,-0.0044779772,-0.047096945,0.1235213,1.6401937,1.6163484,1.4598688,1.4386451,11.752943,11.775716,0.20609,0.2027,0.003914,0.015091,0.019005,28.56174,0.60092,637.784801,145.456832
961,61270.1564,1471059927.14,5.260445,0.82568114,301.401297,47.308045,0.77571877,267.3853,1.414767,1.3666925,-0.019143493,0.042188516,0.0578357,1.414767,1.3666925,1.3374165,1.2919705,11.916541,11.938947,0.17532,0.16905,0.002577,0.034971,0.037548,53.428563,0.713918,283.511115,82.484239
962,61594.6048,1499092268.94,5.3677933,0.8151625,307.551901,46.705371,2.1971823,556.66477,1.5975556,1.2976124,0.0042993476,-0.029272845,0.1157867,1.5975556,1.2976124,1.4317751,1.1629574,11.792889,11.966477,0.20005,0.16013,0.004056,0.024063,0.028118,73.738867,0.586221,668.910959,151.439316
963,61444.3054,1486106408.72,1.2519751,0.43482203,71.732889,24.913467,0.39456511,963.38286,1.7069697,1.623721,0.0041968068,-0.017561205,0.1912987,1.7069697,1.623721,1.4328645,1.3629839,11.679377,11.768728,0.21583,0.20374,0.004286,0.005351,0.009637,51.209586,0.923164,949.524389,316.627952
964,61431.4932,1484999432.86,3.0701473,0.58863207,175.906483,33.726133,1.0759572,444.46808,1.4129944,1.172203,0.033924648,0.02443853,0.0937968,1.4129944,1.172203,1.2918253,1.0716826,11.917285,12.004521,0.17509,0.1442,0.00279,0.050507,0.053297,36.468845,0.47489,873.287686,288.530764
966,62814.9659,1604531472.65,4.966893,-0.89549872,284.582006,-51.308297,3.0224903,959.2791,1.7397962,1.6367858,0.0032074404,0.045026677,0.1905653,1.7397962,1.6367858,1.4613194,1.3747971,11.637875,11.755757,0.22076,0.20561,0.004531,0.001168,0.005699,53.869047,0.992916,715.206801,184.798656
967,61860.466,1522062684.61,1.108565,-0.25450194,63.516096,-14.581887,0.17080311,721.46414,1.6898169,1.4841266,0.038557652,0.0195842,0.1471162,1.6898169,1.4841266,1.4731001,1.2937893,11.701287,11.877378,0.21326,0.18452,0.004218,0.037007,0.041225,22.375241,0.985449,805.575834,293.317431
968,62253.489,1556019868.28,1.7857554,1.1775856,102.316248,67.470685,2.4965131,747.74769,1.6592725,1.4124776,-0.03791651,0.01943623,0.1520151,1.6592725,1.4124776,1.4403218,1.2260929,11.733391,11.917484,0.20883,0.17502,0.004149,0.047888,0.052037,68.319545,0.799052,759.26474,257.167265
969,64463.2687,1746944830.82,3.3209341,-0.75363053,190.275508,-43.179849,2.5153165,984.31187,1.742229,1.6548717,0.003863076,0.041227397,0.1950309,1.742229,1.6548717,1.4578945,1.384794,11.634095,11.738747,0.22114,0.20818,0.004572,0.000308,0.004881,45.185037,0.810216,951.69917,270.742515
970,63395.0999,1654655046.88,5.7718801,0.34353501,330.70437,19.683106,0.91153712,476.64317,1.4859191,1.4177984,-0.015837966,-0.030312635,0.1001618,1.4859191,1.4177984,1.3506369,1.2887181,11.876087,11.914935,0.18477,0.17572,0.002893,0.032728,0.035621,41.960985,0.612531,701.591224,239.783739
971,64321.4323,1734690171.72,5.9234775,0.13904522,339.390261,7.966704,1.1942367,260.82835,1.4551388,1.2767211,0.002280681,-0.002960517,0.0564717,1.4551388,1.2767211,1.3773571,1.2084764,11.894209,11.973797,0.18066,0.15746,0.002791,0.030613,0.033404,50.151887,0.367723,931.730662,310.89329
972,61498.9479,1490827520.24,5.6655216,1.5497327,324.610476,88.793143,0.45698649,775.21837,1.5279242,1.4273612,0.043612058,-0.032956656,0.1571084,1.5279242,1.4273612,1.3204677,1.2335588,11.847814,11.910171,0.19044,0.17698,0.003091,0.053142,0.056233,52.487032,0.897386,717.094679,224.342464
973,62337.4882,1563277395.19,3.8391827,1.2200138,219.968965,69.901642,0.80733172,572.54828,1.6251477,1.2863233,0.028123112,-0.039780484,0.1188546,1.6251477,1.2863233,1.4525101,1.1496787,11.767691,11.970474,0.20394,0.15869,0.004562,0.01855,0.023112,19.306548,0.691429,852.544005,297.815114
974,62941.5613,1615469315.31,4.5086652,0.54118929,258.327487,31.007862,0.35740486,618.13223,1.6303168,1.4989719,-0.0092681284,0.0089349157,0.1276002,1.6303168,1.4989719,1.4458287,1.3293469,11.762568,11.867143,0.20468,0.18653,0.003701,0.033018,0.036719,55.957033,0.936808,549.327288,140.512427
975,61268.6532,1470930055.92,0.39437947,0.21661165,22.596279,12.410933,2.7375577,716.14814,1.654222,1.6170258,0.039204786,0.042939009,0.1461222,1.654222,1.6170258,1.4433208,1.4108668,11.739736,11.77505,0.20808,0.20279,0.003978,0.014406,0.018384,29.515901,0.919482,571.701186,159.290551
976,61014.6561,1448984700.95,4.6664809,1.0252891,267.369661,58.744738,2.093394,853.59701,1.6008153,1.3578264,-0.026733694,0.02193324,0.1714938,1.6008153,1.3578264,1.3664736,1.1590556,11.789817,11.943037,0.20051,0.16789,0.003754,0.059554,0.063308,57.837158,0.499133,1211.249077,304.217644
977,63346.5202,1650457760.54,5.3126816,-1.2809197,304.394234,-73.391293,0.55766206,689.44219,1.4323549,1.3962031,0.043688266,-0.034342086,0.1411126,1.4323549,1.3962031,1.2552266,1.2235454,11.907775,11.926599,0.17763,0.17288,0.002673,0.035064,0.037737,64.352088,0.848495,909.667572,298.172727
978,63246.3683,1641804639.88,4.0609645,-0.12072892,232.676127,-6.917258,1.4781941,161.44583,1.4275021,1.342414,0.0069822314,-0.033180545,0.0354839,1.4275021,1.342414,1.3785846,1.2964123,11.910139,11.950204,0.17699,0.16589,0.002602,0.060513,0.063115,63.23751,0.09247,272.276951,69.041123
979,62437.7608,1571940954.14,5.9088028,-0.95764365,338.549462,-54.868939,2.0613208,532.61191,1.5985306,1.3807341,0.035104745,0.026548264,0.1111201,1.5985306,1.3807341,1.4386659,1.2426506,11.791962,11.932613,0.20019,0.17087,0.003646,0.0215,0.025146,48.150058,0.471089,972.028393,262.298188
980,62713.7543,1595786786.59,2.6470879,-0.070514664,151.666965,-4.040193,1.3324145,215.49466,1.4793727,1.4235314,0.042111114,-0.017114032,0.0469724,1.4793727,1.4235314,1.4130007,1.3596647,11.88074,11.911301,0.18388,0.17649,0.002874,0.05988,0.062754,46.210194,0.236131,592.756481,259.172736
981,62454.0505,1573348381.38,4.2477613,-1.3230697,243.378795,-75.80631,3.0471495,584.47888,1.5296415,1.4723648,0.028369371,-0.0097622278,0.121152,1.5296415,1.4723648,1.364348,1.3132606,11.846765,11.884418,0.19067,0.18295,0.003138,0.021835,0.024974,23.572558,0.995544,647.236545,263.798981
982,61084.0177,1454977543.56,4.4204226,0.57373433,253.271559,32.872556,0.52677437,530.61381,1.6480533,1.4100024,-0.025834213,-0.03799193,0.1107313,1.6480533,1.4100024,1.4837551,1.2694361,11.74459,11.918377,0.20722,0.1747,0.004036,0.032013,0.036049,61.520769,0.864433,516.601898,156.373873
984,62173.8006,1549134791.72,5.3001267,-0.46032951,303.674891,-26.374938,2.4095104,403.8643,1.5342547,1.3242509,-0.04432359,-0.04895188,0.0856936,1.5342547,1.3242509,1.4131563,1.219728,11.84397,11.956689,0.19129,0.16355,0.003257,0.058271,0.061528,31.284563,0.743784,433.251177,101.808712
985,61619.7879,1501268092.03,0.42701144,-1.4275308,24.465953,-81.79149,1.9636549,415.16357,1.5003883,1.3497538,0.014370348,0.039414151,0.0879566,1.5003883,1.3497538,1.3790883,1.240632,11.866426,11.947653,0.18672,0.16683,0.002966,0.024962,0.027928,44.801725,0.382831,646.891307,230.113032
986,61344.4847,1477481892.78,2.7092435,0.33471358,155.228218,19.177675,2.0546562,421.15032,1.6769446,1.6165417,-0.0099426326,0.036843006,0.0891532,1.6769446,1.6165417,1.5396775,1.4842189,11.713989,11.775527,0.2114,0.20273,0.004094,0.005379,0.009473,32.056446,0.465199,638.320582,232.631633
988,64348.5215,1737030677.21,0.022277967,-0.85244173,1.276433,-48.841313,0.53870888,881.70602,1.5850784,1.5656438,-0.0062031729,-0.044580258,0.1766018,1.5850784,1.5656438,1.3471664,1.3306488,11.803431,11.819636,0.19831,0.19561,0.00355,0.035532,0.039081,23.029702,0.858372,780.189957,201.893825
989,63097.759,1628964798.85,0.10286041,-0.82250784,5.893467,-47.126228,1.3008146,382.69453,1.5066846,1.4298956,-0.024510125,-0.019644186,0.0814364,1.5066846,1.4298956,1.3932253,1.3222188,11.863008,11.90939,0.18755,0.1773,0.002991,0.052579,0.05557,52.773462,0.266714,576.738767,257.46679
990,63550.297,1668064078.35,5.6709031,0.44863257,324.918814,25.704753,0.94798154,804.62391,1.5283051,1.353011,-0.018065296,-0.045256183,0.1625304,1.5283051,1.353011,1.3146366,1.16385,11.847566,11.945805,0.19049,0.16726,0.003144,0.049869,0.053013,18.259922,0.583324,1087.587832,290.731826
991,62103.7731,1543084413.96,4.1007498,-0.48814869,234.955656,-27.96886,0.53784607,165.94924,1.4474684,1.372115,0.025631116,-0.022503905,0.0364481,1.4474684,1.372115,1.3965662,1.3238627,11.899404,11.936888,0.17963,0.16975,0.002699,0.053428,0.056127,59.918714,0.858814,163.142474,20.765214
992,62376.015,1566606109.96,3.1876134,1.0752572,182.636795,61.607699,0.38916315,468.51897,1.5374403,1.4356784,0.0041052922,-0.004133861,0.0985592,1.5374403,1.4356784,1.3995061,1.3068739,11.841288,11.904908,0.19173,0.17809,0.003142,0.042643,0.045785,34.055208,0.925227,443.020313,145.619203
994,61829.234,1519364233.75,6.1607441,-0.34158866,352.984636,-19.571589,2.465897,602.46796,1.4604242,1.3909845,-0.023044448,0.026927882,0.1246047,1.4604242,1.3909845,1.2986112,1.2368653,11.890624,11.9279,0.18137,0.17221,0.002766,0.030215,0.03298,15.008082,0.780272,586.821685,177.255815
995,61339.3798,1477040836.9,0.032689122,-0.69504396,1.872949,-39.823085,0.73898429,462.64574,1.4716924,1.4352401,-0.037027442,0.0061114887,0.0973988,1.4716924,1.4352401,1.3410735,1.3078565,11.884764,11.905263,0.18286,0.17803,0.002864,0.034404,0.037269,45.667748,0.739153,592.949919,194.214483
996,61626.6107,1501857585.16,1.4580491,0.28630665,83.54006,16.404163,1.1199239,966.39233,1.5528195,1.5477891,0.010466896,-0.029148882,0.1918362,1.5528195,1.5477891,1.3028799,1.2986592,11.829595,11.832892,0.19384,0.19316,0.003388,0.020546,0.023934,17.811115,0.435751,1133.703151,304.720889
998,63791.2992,1688886665.3,0.46585365,0.13811843,26.691448,7.913603,1.0815673,345.223,1.4819968,1.3621015,-0.026939269,-0.01085993,0.073845,1.4819968,1.3621015,1.3800845,1.268434,11.878939,11.940875,0.18423,0.16845,0.002854,0.06424,0.067094,31.570173,0.469945,870.929926,268.977013
999,63371.4103,1652608269.49,1.6319437,0.96296928,93.503486,55.174076,1.1425455,333.40012,1.4626895,1.4227292,-0.044183245,-0.010760006,0.0714346,1.4626895,1.4227292,1.3651692,1.3278732,11.8893,11.911718,0.18168,0.17638,0.002814,0.046846,0.04966,57.418589,0.41528,507.619414,125.094425
1000,62914.2511,1613109710.1,2.8494198,0.25303275,163.259729,14.497709,2.2963027,829.77069,1.7475791,1.4046556,0.0050956832,0.028151711,0.1671432,1.7475791,1.4046556,1.4973133,1.2034989,11.627292,11.920799,0.22195,0.17401,0.005519,0.024554,0.030073,18.761377,0.663514,1037.749015,320.096916
1001,62662.8146,1591385595.55,0.33954928,1.203074,19.454741,68.931063,2.7872733,786.51405,1.6078097,1.594933,-0.045019475,0.020092194,0.1591948,1.6078097,1.594933,1.3870056,1.3758973,11.783563,11.795455,0.20149,0.19968,0.003719,0.020158,0.023877,65.36031,0.937883,1145.605078,353.20372
1002,64228.52,1726662545.38,3.8947745,0.90669192,223.154141,51.94962,2.328678,318.36276,1.5212912,1.3660159,0.039802147,-0.0053893762,0.0683579,1.5212912,1.3660159,1.4239527,1.2786126,11.852831,11.939213,0.18954,0.16896,0.003078,0.065396,0.068475,15.229195,0.687384,373.006749,101.231595
1003,61254.5723,1469713466.21,1.9630449,-0.098564382,112.474188,-5.647323,2.5554346,688.83941,1.6019155,1.5414508,0.026644309,0.018259253,0.1409993,1.6019155,1.5414508,1.4039584,1.3509657,11.788746,11.837136,0.20067,0.1923,0.003568,0.016884,0.020452,29.809432,0.833072,775.557727,270.974541
1005,61982.1028,1532572103.92,1.7403871,0.51061715,99.716836,29.256208,2.8427003,924.01054,1.5635186,1.519482,-0.047030958,-0.039519964,0.1842407,1.5635186,1.519482,1.320271,1.2830855,11.821042,11.853898,0.19532,0.18929,0.003357,0.038314,0.041671,59.454243,0.955663,700.637298,174.605514
1006,62224.7825,1553539624.92,1.3007455,0.79654167,74.527227,45.638476,1.0470397,35.738699,1.3458565,1.3304145,0.019674281,0.047439262,0.0080167,1.3458565,1.3304145,1.3351529,1.3198338,11.949326,11.954365,0.16632,0.16435,0.002332,0.04432,0.046652,33.976209,0.500137,45.998312,11.684706
1007,63738.4903,1684323983.61,3.2281346,0.68381181,184.958488,39.179531,2.0932732,391.75026,1.483427,1.469086,-0.010541073,-0.03418081,0.0832603,1.483427,1.469086,1.3694096,1.3561709,11.877892,11.886122,0.18443,0.18252,0.002969,0.046694,0.049663,21.113543,0.499028,433.299623,97.750351
1009,64473.8012,1747854839.14,0.049508846,1.1615808,2.836648,66.553677,1.0630603,478.51838,1.5038065,1.2982266,0.026570771,0.023860047,0.1005313,1.5038065,1.2982266,1.3664369,1.1796363,11.864823,11.966256,0.18717,0.16021,0.003087,0.018336,0.021423,36.614035,0.4862,866.682387,284.685206
1012,61842.3468,1520497181.66,4.4915297,0.936592,257.345695,53.662769,1.0520762,476.73265,1.5451292,1.5314908,-0.042304937,0.0074277393,0.1001794,1.5451292,1.5314908,1.4044338,1.3920373,11.834277,11.845729,0.19281,0.19092,0.003317,0.050934,0.054251,31.223597,0.495769,629.933605,178.172901
1013,64060.0757,1712108955.84,3.7368249,1.2521024,214.104296,71.740183,0.96708427,377.24681,1.4494001,1.3856576,-0.0013604875,0.02873903,0.0803373,1.4494001,1.3856576,1.3416182,1.2826158,11.89799,11.929908,0.17989,0.17152,0.002718,0.065603,0.068321,65.562714,0.567702,574.733976,155.86954
1014,63907.1797,1698898740.75,2.6173521,0.69245469,149.963229,39.674731,0.49880601,898.56258,1.5823703,1.4738048,-0.023177479,-0.0024785025,0.1796525,1.5823703,1.4738048,1.3413868,1.249355,11.806061,11.883697,0.19793,0.18314,0.003399,0.039499,0.042898,33.800875,0.878154,1111.756075,345.698273
1016,61786.3009,1515654815.05,0.95335332,0.70603386,54.623122,40.45276,2.0446906,614.13045,1.5879941,1.5023384,-0.045751467,-0.00046854815,0.1268359,1.5879941,1.5023384,1.4092505,1.3332362,11.800702,11.86552,0.19872,0.18697,0.003447,0.042184,0.045631,62.335948,0.456355,896.468647,317.898089
1018,62397.664,1568476590.25,1.7648293,-0.01808053,101.11727,-1.035938,0.77786955,118.73644,1.4245301,1.3523175,-0.010598911,-0.022692201,0.0262734,1.4245301,1.3523175,1.388061,1.3176971,11.910885,11.946214,0.17662,0.16717,0.002597,0.065762,0.068358,68.512329,0.71241,147.567406,25.504969
1019,62433.855,1571603493.67,5.6081981,-0.89918978,321.326082,-51.519779,1.2188134,211.22997,1.5334341,1.3531907,0.041564811,0.019340968,0.0460724,1.5334341,1.3531907,1.4658967,1.2935918,11.844542,11.945699,0.19118,0.16728,0.00318,0.053151,0.056332,41.029045,0.34476,343.753617,77.127328
1020,64423.7723,1743532348.16,0.86267889,-0.93913596,49.427859,-53.808527,1.8285743,204.31632,1.4773575,1.4368645,0.02676996,0.019811405,0.0446112,1.4773575,1.4368645,1.4142655,1.3755018,11.881915,11.904074,0.18361,0.17825,0.002886,0.024537,0.027423,69.596589,0.254933,358.555865,153.954171
1022,61633.1217,1502420128.98,0.41512353,-0.36191441,23.784826,-20.736168,0.62559847,939.89327,1.6026505,1.5654692,0.040911527,0.032061903,0.1870937,1.6026505,1.5654692,1.3500623,1.318741,11.788007,11.81976,0.20077,0.19559,0.003619,0.028261,0.03188,37.639083,0.810613,831.83546,271.404241
1023,63797.0529,1689383788.46,1.2775695,1.0468817,73.19934,59.981903,2.2006879,499.2647,1.5113901,1.4308147,0.045235982,0.033813705,0.104608,1.5113901,1.4308147,1.3682592,1.2953144,11.858548,11.908903,0.18821,0.17742,0.003013,0.046766,0.04978,72.844705,0.589057,616.679047,180.475645
