simulation_id,mjd_time,gps_time,longitude,latitude,ra,dec,inclination,distance,mass1,mass2,spin1z,spin2z,redshift,mass1_detector,mass2_detector,mass1_source,mass2_source,radius1,radius2,compactness1,compactness2,mej_dyn,mej_wind,mej_total,phi,costheta,distmean,diststd
696,61466.2347,1488001099.06,2.5901149,-0.42470718,148.402652,-24.333929,0.66012358,510.93766,1.3609718,1.3071428,-0.018779079,-0.0035432507,0.1068932,1.3609718,1.3071428,1.2295421,1.1809114,11.941411,11.963029,0.1683,0.16136,0.002342,0.068015,0.070357,32.702442,0.789916,615.004889,208.422738
698,63213.3869,1638955045.96,2.4835647,0.2581936,142.297775,14.793404,0.38279777,515.65158,1.6015304,1.5080149,-0.036242691,0.027846609,0.1078143,1.6015304,1.5080149,1.4456668,1.3612524,11.789126,11.861833,0.20061,0.18774,0.003525,0.036568,0.040093,44.16003,0.927623,742.053457,258.144709
699,61449.1405,1486524158.73,4.1387548,-0.82214882,237.133182,-47.105658,0.52386763,868.02411,1.5614053,1.5158364,-0.01095202,0.0078245786,0.1741188,1.5614053,1.5158364,1.3298529,1.2910418,11.822244,11.855694,0.19504,0.18881,0.003342,0.023714,0.027056,49.631993,0.865891,767.699043,221.598723
700,63024.7238,1622654552.49,1.2529527,0.039650583,71.788902,2.271811,2.4140965,506.54771,1.3845511,1.2474213,0.012922564,-0.032788243,0.1060345,1.3845511,1.2474213,1.2518155,1.1278322,11.930469,11.983736,0.17138,0.15372,0.002431,0.053174,0.055605,17.624344,0.746842,593.733142,166.316097
701,63426.9774,1657409269.52,1.3558725,-1.0404858,77.685772,-59.615445,2.0775502,550.89887,1.5287739,1.5195191,0.015392237,0.039497821,0.1146703,1.5287739,1.5195191,1.3715032,1.3632004,11.847275,11.853878,0.19056,0.1893,0.003232,0.042393,0.045625,22.380198,0.485342,929.248842,316.339322
702,63452.1402,1659583334.51,4.3044839,-1.204214,246.62876,-68.99638,0.31006471,986.63423,1.6151329,1.5482635,-0.038390794,-0.01961433,0.1954443,1.6151329,1.5482635,1.3510734,1.2951365,11.776904,11.83266,0.20252,0.19323,0.003644,0.021985,0.025629,48.518544,0.952314,788.826193,220.922192
703,63637.1524,1675568384.26,3.2710135,0.3675236,187.415268,21.057551,0.16343071,251.63334,1.6492338,1.4327177,0.010740972,0.025140826,0.0545547,1.6492338,1.4327177,1.5639149,1.3585997,11.743731,11.907469,0.20738,0.17768,0.003965,0.018664,0.022629,35.590041,0.986675,351.615423,117.215013
704,64055.008,1711671107.08,2.0160742,-0.19772253,115.512543,-11.328666,0.75281839,906.65509,1.7130855,1.3265877,0.043866479,0.0058194108,0.1811138,1.7130855,1.3265877,1.4503983,1.1231667,11.672747,11.955828,0.21672,0.16385,0.005782,0.045385,0.051167,58.750409,0.729765,1087.180788,304.69847
706,62749.8565,1598906017.17,5.4277523,0.11768122,310.987299,6.742637,0.87497653,386.70744,1.5014956,1.2087786,0.0043971298,0.046164806,0.0822452,1.5014956,1.2087786,1.3873895,1.1169175,11.865904,11.994444,0.18686,0.14882,0.003473,0.04499,0.048463,54.137499,0.641015,484.486082,131.881634
707,63555.8722,1668545772.91,1.4682175,0.23560717,84.122666,13.499296,0.52215743,854.66035,1.6347225,1.5394701,-0.041486019,0.041257344,0.1716875,1.6347225,1.5394701,1.3951864,1.3138914,11.757957,11.839197,0.20531,0.19202,0.003741,0.033297,0.037038,65.736262,0.866745,672.574004,215.528369
708,63167.1046,1634956253.17,1.7447797,-0.93730658,99.968513,-53.703711,0.75768459,760.2844,1.7310398,1.4496823,0.0024209058,-0.043978843,0.1543429,1.7310398,1.4496823,1.4995889,1.2558506,11.649538,11.89779,0.21943,0.17993,0.004868,0.024806,0.029674,56.54957,0.726429,815.601928,315.710255
709,61653.2398,1504158335.79,4.9560441,-0.23516607,283.96041,-13.474023,2.4171123,157.05706,1.3160514,1.2284561,-0.036485692,-0.026294277,0.0345429,1.3160514,1.2284561,1.2721091,1.1874385,11.959747,11.996431,0.1625,0.15122,0.00215,0.062849,0.064999,40.795865,0.748844,188.360264,59.694275
710,61089.9138,1455486966.61,2.950154,-0.57270637,169.031373,-32.813658,2.4993649,792.24518,1.7338888,1.5302085,0.024810653,-0.049770753,0.1602517,1.7338888,1.5302085,1.4944075,1.3188591,11.645299,11.846446,0.21987,0.19075,0.004553,0.012726,0.017279,55.377997,0.800763,832.302182,295.782951
711,61995.8948,1533763733.03,3.4835331,0.2842959,199.591744,16.288955,0.95732437,510.64852,1.5294681,1.3560158,-0.030058448,0.040085654,0.1068367,1.5294681,1.3560158,1.3818372,1.2251273,11.846865,11.944048,0.19065,0.16765,0.003147,0.045697,0.048845,31.52287,0.57571,738.889549,213.272508
713,62550.618,1581691810.8,4.3470797,0.19678108,249.06932,11.274725,2.9464731,726.77994,1.6035243,1.6001163,-0.030721268,0.029177963,0.148109,1.6035243,1.6001163,1.3966655,1.3936972,11.787128,11.790478,0.20089,0.20041,0.003721,0.030478,0.034199,33.37881,0.981024,788.429897,242.258907
714,63159.8708,1634331255.6,6.192887,-0.90845694,354.826288,-52.050749,1.0490604,574.15847,1.660477,1.5426337,0.014909012,0.018167332,0.1191651,1.660477,1.5426337,1.4836748,1.3783791,11.732035,11.836041,0.20901,0.19247,0.003907,0.018628,0.022534,62.33911,0.498386,1171.310504,359.160845
715,63974.8577,1704746119.54,1.7744348,0.0064976416,101.667625,0.372287,1.7439302,781.36022,1.7516068,1.4434296,0.0025761262,0.019552572,0.1582434,1.7516068,1.4434296,1.5122959,1.246223,11.621267,11.901918,0.22258,0.17909,0.00523,0.012466,0.017696,41.785171,0.17227,887.928518,305.064357
717,61686.86,1507063122.73,1.1055978,0.65563189,63.346088,37.56494,2.7607746,856.48406,1.80133,1.5644218,-0.0013835755,-0.031321533,0.1720196,1.80133,1.5644218,1.5369452,1.3348085,11.545712,11.820472,0.2304,0.19544,0.005251,0.000689,0.00594,62.90282,0.928361,769.664909,284.571849
718,61439.4243,1485684674.47,3.9723073,0.28910256,227.596443,16.564357,0.45072636,691.48998,1.5970547,1.5212185,0.022321033,0.031156738,0.1414977,1.5970547,1.5212185,1.3990871,1.3326514,11.793378,11.852878,0.19998,0.18953,0.003514,0.041265,0.04478,64.345342,0.900131,566.833672,279.839169
719,64372.1798,1739074754.12,1.1888945,0.35107382,68.118637,20.115048,1.2448826,192.76015,1.3595316,1.2328588,0.03546246,0.042182957,0.0421621,1.3595316,1.2328588,1.3045299,1.1829818,11.942133,11.991656,0.16812,0.15182,0.002323,0.050511,0.052834,66.45374,0.320175,398.440731,172.550476
720,61378.156,1480391092.76,4.9979672,0.89251925,286.362427,51.137586,0.33620722,535.67027,1.5970132,1.4561216,0.0072438512,0.020954035,0.1117149,1.5970132,1.4561216,1.4365313,1.3097977,11.793418,11.893547,0.19997,0.1808,0.003494,0.045849,0.049343,69.998114,0.944013,546.527043,173.87811
721,62674.7187,1592414117.6,5.0214808,-0.12935686,287.709657,-7.411602,2.0020642,236.00851,1.3238713,1.1895312,0.014664063,-0.024336202,0.0512859,1.3238713,1.1895312,1.2592876,1.1315011,11.956828,11.999544,0.1635,0.14639,0.002196,0.028973,0.03117,40.859113,0.418023,457.713835,132.690127
722,63049.4731,1624792889.59,3.8973915,-0.5182436,223.304084,-29.693171,1.0876949,286.14,1.3601427,1.3467708,-0.030943905,-0.04715775,0.0617237,1.3601427,1.3467708,1.2810703,1.2684758,11.941821,11.949012,0.1682,0.16644,0.002394,0.024761,0.027155,34.132009,0.464528,570.852983,169.908581
723,62894.8105,1611430042.88,1.8687028,-0.15805443,107.068784,-9.055852,2.5380878,609.72379,1.4768547,1.4123476,-0.027541856,-0.00072917361,0.1259935,1.4768547,1.4123476,1.3116014,1.2543124,11.882181,11.917533,0.18354,0.17501,0.002851,0.017752,0.020603,49.931925,0.823352,576.661742,170.915207
724,61301.1125,1473734542.29,3.9192684,0.33487937,224.557538,19.187175,2.7745901,581.58013,1.4443265,1.3523921,0.048151708,-0.0043881247,0.1205944,1.4443265,1.3523921,1.2888932,1.2068525,11.90148,11.94617,0.17921,0.16718,0.002676,0.035712,0.038388,37.270345,0.933407,664.215603,187.594863
725,61199.5942,1464963356.79,4.1567639,-0.28239245,238.165028,-16.179896,2.738156,878.02637,1.7133611,1.3696026,-0.019088803,0.021832477,0.1759346,1.7133611,1.3696026,1.4570207,1.1646928,11.672415,11.937843,0.21676,0.16942,0.005246,0.038471,0.043717,51.06445,0.919717,888.742352,287.075513
726,61369.192,1479616606.46,0.89730539,1.2758201,51.411812,73.099107,1.2063519,750.33483,1.502242,1.3957715,-0.022814453,0.010639972,0.152496,1.502242,1.3957715,1.3034683,1.2110858,11.865564,11.926755,0.18696,0.17282,0.002954,0.036901,0.039855,57.335152,0.35643,929.958661,327.182494
728,63049.5569,1624800133.6,2.9932586,1.1714873,171.501085,67.121278,1.8533176,391.13325,1.5007304,1.4604429,0.016432126,0.035248689,0.0831361,1.5007304,1.4604429,1.3855418,1.3483466,11.866262,11.890613,0.18676,0.18138,0.003008,0.037866,0.040874,56.304301,0.278778,649.12644,195.822928
729,62905.2071,1612328312.02,4.6030876,-0.65171698,263.737492,-37.340632,0.29299158,564.1771,1.4744844,1.4735981,-0.041689669,0.0068079025,0.1172391,1.4744844,1.4735981,1.3197573,1.318964,11.883364,11.883798,0.18323,0.18312,0.002955,0.061338,0.064293,37.473173,0.957384,473.520161,143.755027
730,61818.0928,1518401633.51,3.2892524,-1.2346311,188.46028,-70.739151,1.2559425,494.32751,1.6276952,1.4470586,0.014687492,-0.033049855,0.1036396,1.6276952,1.4470586,1.474843,1.3111695,11.76537,11.899703,0.2043,0.17958,0.003734,0.028913,0.032647,25.011612,0.309677,917.259856,293.273637
731,63232.2095,1640581318.49,0.050561623,0.48813634,2.896968,27.968152,1.1414901,323.27404,1.3277155,1.3234301,0.047440937,-0.02077425,0.0693641,1.3277155,1.3234301,1.2415935,1.237586,11.955407,11.956991,0.164,0.16345,0.00228,0.044799,0.047079,40.83176,0.41624,522.307947,196.419203
732,63870.2363,1695706830.62,2.0391442,0.24969149,116.834356,14.306269,0.5801648,685.90527,1.5126208,1.3714171,0.029679691,0.039270596,0.1404471,1.5126208,1.3714171,1.3263401,1.2025258,11.857549,11.937158,0.18838,0.16966,0.00302,0.057107,0.060127,23.555649,0.836372,589.385892,213.193851
733,61145.5264,1460291895.46,4.3506375,-0.18126339,249.273167,-10.385627,0.662716,137.14145,1.3264192,1.3100522,0.037416641,-0.028837401,0.0302573,1.3264192,1.3100522,1.287464,1.2715777,11.95589,11.961965,0.16383,0.16173,0.002254,0.03861,0.040864,68.405822,0.788324,205.598874,54.218266
734,62743.4548,1598352912.93,6.1663472,0.72066164,353.30567,41.29087,2.6016182,607.46899,1.5795672,1.4601279,-0.015465978,0.042810418,0.1255621,1.5795672,1.4601279,1.4033585,1.2972432,11.808377,11.890814,0.19754,0.18133,0.003381,0.043149,0.04653,35.752648,0.857722,429.995451,126.463101
735,63412.5864,1656165886.62,2.1965644,-0.19256714,125.85387,-11.033284,1.0766985,513.19142,1.5481866,1.5195903,-0.04433521,-0.0059307878,0.1073337,1.5481866,1.5195903,1.3981211,1.3722966,11.832698,11.853839,0.19321,0.18931,0.003298,0.051444,0.054742,24.267585,0.474238,946.267571,310.990229
736,61883.0917,1524017544.75,2.8020066,-0.4787373,160.543152,-27.429627,1.0062585,194.64333,1.476578,1.3408403,-0.034737716,0.028154466,0.0425618,1.476578,1.3408403,1.4162979,1.2861016,11.882325,11.950557,0.18351,0.16569,0.002835,0.066748,0.069583,16.526866,0.535025,309.792579,54.828995
738,62077.1982,1540788339.76,5.6575054,-0.32502146,324.151182,-18.622358,0.59604164,547.89106,1.5197431,1.4919112,-0.031839094,-0.0050826542,0.1140874,1.5197431,1.4919112,1.3641148,1.339133,11.853755,11.871781,0.18933,0.18558,0.003136,0.02252,0.025657,53.749343,0.827564,547.180257,150.509198
739,63147.7327,1633282519.86,0.73497034,0.30797684,42.110699,17.645773,0.65423195,630.96525,1.3865525,1.2687619,-0.045334349,0.025017637,0.1300469,1.3865525,1.2687619,1.2269867,1.1227515,11.929484,11.976528,0.17164,0.15644,0.002427,0.066602,0.069028,53.214139,0.793516,640.041984,179.369384
740,64142.7735,1719254050.74,0.23397558,0.45780256,13.405813,26.230155,2.109041,466.20121,1.5531405,1.4081487,0.012952662,0.039545488,0.0981015,1.5531405,1.4081487,1.4143871,1.2823484,11.829274,11.919065,0.19389,0.17446,0.00324,0.040547,0.043787,35.43625,0.51263,650.309831,160.15841
742,63834.7355,1692639562.7,0.11436681,0.27661748,6.552736,15.849014,1.8403227,543.18604,1.5221745,1.4547258,0.025888839,0.0280871,0.1131748,1.5221745,1.4547258,1.3674174,1.3068261,11.852239,11.894481,0.18966,0.18061,0.003084,0.028706,0.03179,19.302713,0.266275,910.083292,305.945313
743,63040.9558,1624056996.26,5.8891629,-0.58286098,337.424179,-33.395474,2.4945864,502.77049,1.4841093,1.350204,0.006610204,-0.033962583,0.105295,1.4841093,1.350204,1.3427269,1.221578,11.877391,11.947413,0.18452,0.16689,0.002871,0.04109,0.04396,39.577734,0.797892,494.245381,116.455002
744,63555.776,1668537465.45,6.1367767,0.83715483,351.611405,47.965439,2.976384,684.55035,1.5633178,1.4513171,0.0095311293,0.027956515,0.1401921,1.5633178,1.4513171,1.3711004,1.2728707,11.821163,11.896683,0.19529,0.18015,0.003286,0.061351,0.064637,33.67305,0.986384,581.880931,162.467934
746,62276.8786,1558040732.99,4.9895477,0.16908201,285.880025,9.687686,2.9078283,749.37992,1.5046255,1.503101,0.0045208266,-0.027229287,0.1523185,1.5046255,1.503101,1.3057375,1.3044145,11.864388,11.865167,0.18728,0.18707,0.003116,0.038892,0.042008,55.627238,0.972801,673.446289,187.53029
747,63243.3793,1641546393.7,1.4299624,-1.0497894,81.93081,-60.148502,2.977906,296.1355,1.3899584,1.387489,0.0072909498,0.0049221268,0.0637878,1.3899584,1.387489,1.3066125,1.3042911,11.928179,11.929073,0.17208,0.17176,0.002544,0.034667,0.037212,51.346755,0.986633,265.284339,53.185854
748,62631.6356,1588691731.16,4.2038464,0.70456675,240.862656,40.368701,0.43691555,759.99092,1.5802801,1.5255287,0.035837393,-0.027422132,0.1542885,1.5802801,1.5255287,1.3690513,1.3216182,11.807853,11.849613,0.19764,0.19012,0.003441,0.03803,0.04147,36.875624,0.906061,978.130866,319.225967
749,61664.7765,1505155105.66,4.204075,0.72729416,240.875754,41.670886,0.75881371,482.22249,1.5024754,1.4843994,-0.018942548,-0.037576594,0.1012606,1.5024754,1.4843994,1.3643232,1.3479093,11.865457,11.877179,0.18699,0.18456,0.003062,0.027584,0.030646,28.073553,0.725653,602.484037,157.141476
750,63456.084,1659924072.02,3.0487708,0.23937296,174.6817,13.71506,2.8634716,191.91736,1.393766,1.3560968,-0.0042366416,-0.039774098,0.0419832,1.393766,1.3560968,1.3376089,1.3014575,11.927301,11.944002,0.17256,0.16766,0.002497,0.021494,0.023992,74.282158,0.961573,253.307787,81.85665
751,62947.6262,1615993324.33,2.718017,-0.50926292,155.730903,-29.178616,2.5415379,200.63338,1.4892013,1.2560834,-0.04970109,0.047683369,0.0438315,1.4892013,1.2560834,1.4266682,1.2033392,11.873767,11.980716,0.18521,0.15482,0.003105,0.02429,0.027395,42.240097,0.825305,205.945344,47.629241
756,62255.1755,1556165584.38,3.398741,0.48388683,194.733515,27.724673,2.0628045,638.0421,1.705403,1.4778205,0.010503446,0.017349083,0.1313933,1.705403,1.4778205,1.5073477,1.3061952,11.681564,11.881661,0.21559,0.18367,0.004404,0.013221,0.017625,56.296454,0.472397,689.652723,238.591398
757,64189.6872,1723307389.08,2.4539786,0.64776084,140.602617,37.113962,2.210683,715.63584,1.5583961,1.4909653,-0.023652077,-0.04918112,0.1460263,1.5583961,1.4909653,1.3598257,1.3009869,11.824008,11.872484,0.19463,0.18545,0.00329,0.021582,0.024872,23.433178,0.597105,897.045712,271.183231
758,61073.2694,1454048895.23,2.0812753,-1.0773543,119.248291,-61.727854,0.33155964,703.55826,1.5477292,1.315514,-0.047180659,0.03562416,0.1437639,1.5477292,1.315514,1.3531894,1.1501622,11.832921,11.959947,0.19315,0.16243,0.003404,0.024302,0.027706,44.135382,0.945536,594.027745,182.554551
760,62105.206,1543208218.94,2.0482076,-0.88984479,117.353651,-50.984351,0.5638318,516.57842,1.5017372,1.2124068,0.015339321,-0.034601925,0.1079953,1.5017372,1.2124068,1.3553643,1.0942346,11.865793,11.992552,0.1869,0.14929,0.003453,0.05133,0.054783,16.652203,0.845213,469.513457,139.883808
761,61199.0849,1464919352.69,4.9886076,-1.1899143,285.826161,-68.177067,0.99542154,104.04337,1.4727203,1.380273,-0.006826798,-0.013349215,0.0230767,1.4727203,1.380273,1.4395014,1.3491393,11.884237,11.932881,0.183,0.17081,0.00281,0.026593,0.029403,45.327307,0.544149,143.304555,22.61221
762,63682.8456,1679516278.43,3.7469789,0.33835429,214.686077,19.386273,2.2476452,308.76978,1.6526999,1.3047331,0.003991955,-0.041598749,0.0663888,1.6526999,1.3047331,1.5498098,1.223506,11.741744,11.963906,0.20786,0.16105,0.004842,0.033445,0.038287,72.841044,0.62634,798.915291,267.875758
763,63457.3761,1660035712.12,4.5670234,0.020076028,261.671166,1.150272,1.0540766,580.89624,1.473838,1.3986467,-0.022057616,-0.037956402,0.1204628,1.473838,1.3986467,1.3153833,1.2482759,11.88368,11.925316,0.18315,0.1732,0.002826,0.063135,0.065961,38.052403,0.494031,842.968401,260.238835
764,62159.7328,1547919328.95,6.1425291,-1.0683565,351.940993,-61.212318,2.72638,703.468,1.5579753,1.3567535,0.016052703,-0.0056469574,0.143747,1.5579753,1.3567535,1.3621678,1.1862357,11.824318,11.943631,0.19457,0.16775,0.003362,0.040759,0.044121,17.339761,0.915031,553.387242,187.727915
766,63364.8202,1652038879.63,6.1932171,-0.24115652,354.845201,-13.817251,2.7394997,889.72751,1.6376678,1.5334459,0.045575698,-0.026145335,0.1780547,1.6376678,1.5334459,1.3901458,1.3016763,11.754926,11.844534,0.20573,0.19118,0.003754,0.030629,0.034383,16.857347,0.920244,831.225056,281.670348
767,62385.7803,1567449835.2,1.1465232,-0.82414005,65.69094,-47.219747,0.91534455,445.64734,1.3889027,1.3687962,-0.043451255,0.040633924,0.094031,1.3889027,1.3687962,1.2695278,1.2511494,11.928525,11.938145,0.17194,0.16932,0.002505,0.026539,0.029044,38.279206,0.609517,510.377079,146.584254
768,63646.8883,1676409564.53,4.7124884,0.8546323,270.005696,48.966824,1.2549482,536.16969,1.5145871,1.3367363,0.0092457574,0.035177793,0.111812,1.5145871,1.3367363,1.3622691,1.2023043,11.856325,11.951792,0.18864,0.16516,0.003078,0.027142,0.03022,24.601496,0.310623,1073.987083,283.839897
769,62589.6428,1585063557.61,5.1838014,0.14879071,297.009942,8.52508,0.79241363,421.51652,1.6814067,1.3783302,-0.042955682,0.038022573,0.0892263,1.6814067,1.3783302,1.5436707,1.2654214,11.709799,11.933989,0.21204,0.17056,0.004638,0.016346,0.020984,16.401126,0.702129,920.985001,340.943651
770,62442.979,1572391807.7,0.66817125,0.17468688,38.283393,10.008821,2.6406653,423.43742,1.5547978,1.2200609,-0.019877708,-0.033371442,0.0896098,1.5547978,1.2200609,1.4269308,1.1197228,11.827467,11.993444,0.19413,0.15022,0.004095,0.026308,0.030403,60.372817,0.877138,333.63078,78.378838
771,64271.5547,1730380744.44,0.43377351,0.12478112,24.853391,7.149432,0.17364845,485.86438,1.4625058,1.4432801,0.014861388,-0.015515648,0.101977,1.4625058,1.4432801,1.3271654,1.3097188,11.889399,11.901981,0.18165,0.17907,0.002851,0.03102,0.03387,42.511381,0.984961,497.584182,133.93613
772,61878.0768,1523584257.81,2.9214697,-0.17020334,167.387884,-9.751933,0.069256512,351.31895,1.4361484,1.428612,-0.033690102,-0.039096705,0.075085,1.4361484,1.428612,1.3358464,1.3288364,11.904553,11.909858,0.17815,0.17714,0.002746,0.026255,0.029001,32.354686,0.997603,300.454694,60.425258
773,61421.5657,1484141693.61,0.70848796,-1.0795235,40.59337,-61.85214,1.192299,594.95097,1.3775356,1.3317839,0.025652755,-0.033641137,0.1231636,1.3775356,1.3317839,1.2264782,1.1857435,11.934423,11.953809,0.17045,0.16452,0.002418,0.022244,0.024662,69.004991,0.369525,1047.034051,271.957593
777,63045.9009,1624484255.45,3.0308097,0.70696556,173.652604,40.506143,1.5360599,691.19201,1.5123776,1.4546071,0.017122651,-0.018635596,0.1414417,1.5123776,1.4546071,1.3249714,1.2743595,11.85773,11.894559,0.18835,0.18059,0.003044,0.022205,0.025248,21.968338,0.034729,1135.707852,295.814692
779,64392.6263,1740841334.03,2.3727422,-0.61640364,135.948114,-35.317327,0.50150444,926.15739,1.5414943,1.4640241,0.045128301,0.01855982,0.1846268,1.5414943,1.4640241,1.3012489,1.2358526,11.837094,11.888613,0.19231,0.18185,0.003181,0.037485,0.040666,72.35513,0.87686,898.148977,267.672445
780,62322.4372,1561976996.23,2.0157057,-0.04035714,115.491429,-2.312294,0.89045422,188.0572,1.4164377,1.3448873,-0.024975378,-0.01316212,0.0411631,1.4164377,1.3448873,1.3604379,1.2917163,11.915719,11.949611,0.17554,0.1662,0.00256,0.028313,0.030873,33.838003,0.629059,275.561204,69.831059
782,61217.1287,1466478335.32,3.1007058,0.70849457,177.657356,40.593749,0.75136378,384.83539,1.4879581,1.4826072,-0.015267865,0.0080777927,0.081868,1.4879581,1.4826072,1.3753601,1.3704142,11.874648,11.878494,0.18504,0.18432,0.003015,0.034026,0.037041,68.30422,0.730759,521.727067,172.763761
783,62187.5684,1550324330.83,3.926001,-0.47475023,224.943288,-27.201185,2.6502892,626.22565,1.5916794,1.4762218,-0.003383184,0.029159146,0.1291441,1.5916794,1.4762218,1.4096336,1.3073813,11.79808,11.882506,0.19923,0.18346,0.003454,0.035992,0.039446,51.176573,0.881719,724.600414,219.4975
785,62770.7608,1600712150.27,5.8561936,1.1696952,335.535177,67.018598,2.058796,209.68428,1.36336,1.3247252,0.0090737067,-0.013174904,0.045746,1.36336,1.3247252,1.30372,1.2667753,11.940312,11.956514,0.16861,0.16361,0.002369,0.054029,0.056398,64.602442,0.46886,284.225628,64.758755
786,61566.7305,1496683935.21,2.9163811,1.0604603,167.096328,60.7599,2.4260855,580.49528,1.4880797,1.1923401,0.040901704,-0.023337416,0.1203856,1.4880797,1.1923401,1.3281853,1.064223,11.874563,11.998984,0.18506,0.14674,0.003427,0.019675,0.023103,74.04079,0.754761,662.006345,184.055836
787,63303.3578,1646728528.74,1.1886995,0.07464779,68.107464,4.277003,0.64092372,542.51364,1.5539963,1.5008531,-0.030959457,0.021624989,0.1130443,1.5539963,1.5008531,1.3961676,1.3484218,11.828361,11.866203,0.19401,0.18678,0.003285,0.049914,0.053199,32.304326,0.801544,752.434653,234.202694
788,64492.1229,1749437833.24,1.5891543,-0.6300939,91.051834,-36.101721,2.5727748,441.36624,1.5452311,1.3756618,-0.03387006,-0.046304154,0.0931806,1.5452311,1.3756618,1.4135186,1.2584031,11.834218,11.935372,0.19282,0.17021,0.003226,0.048386,0.051612,72.668129,0.842538,372.273543,97.714588
789,62581.0882,1584324435.54,2.5098788,0.77930232,143.805462,44.650734,0.4609494,538.94408,1.6548419,1.3599152,-0.023998744,-0.017448887,0.1123511,1.6548419,1.3599152,1.4876974,1.2225593,11.738793,11.941936,0.20818,0.16817,0.004391,0.019387,0.023778,38.368914,0.895631,618.086703,192.061816
790,62241.5499,1554988333.56,5.0909448,1.0988705,291.689651,62.960642,0.31962382,295.86016,1.414814,1.305331,-0.0017296643,0.018435404,0.063731,1.414814,1.305331,1.3300487,1.2271251,11.916519,11.963688,0.17533,0.16112,0.002543,0.063562,0.066105,38.130714,0.949354,291.997172,61.347903
791,62402.4646,1568891358.05,3.0350892,-0.25737185,173.897802,-14.746321,2.5348367,363.16358,1.5218382,1.4508934,-0.029163361,0.016994382,0.0774887,1.5218382,1.4508934,1.4123937,1.3465509,11.852471,11.896963,0.18961,0.18009,0.003078,0.061069,0.064147,35.423226,0.821502,417.440971,87.943412
794,61403.0116,1482538622.35,6.0741261,-0.17107247,348.02179,-9.801731,2.435288,734.54701,1.6764962,1.4775026,-0.046892005,-0.045058118,0.1495579,1.6764962,1.4775026,1.4583835,1.285279,11.714459,11.881836,0.21134,0.18363,0.004105,0.01309,0.017195,47.484456,0.760765,1000.827718,283.807656
795,64091.4576,1714820355.07,6.1045707,0.89598907,349.766137,51.336392,2.6803783,481.0911,1.6454951,1.4988504,0.030026272,0.044348372,0.1010379,1.6454951,1.4988504,1.4944945,1.3613068,11.747506,11.867208,0.20685,0.18651,0.003809,0.021087,0.024897,24.248703,0.895513,478.142916,132.388209
797,62451.8898,1573161696.23,1.9802399,-0.98494053,113.459389,-56.432935,2.7720713,715.5782,1.6158003,1.5843512,-0.043356155,-0.035729882,0.1460156,1.6158003,1.5843512,1.4099288,1.3824866,11.776251,11.80415,0.20262,0.19821,0.003722,0.029394,0.033116,48.222689,0.9325,722.674894,186.566793
799,62355.4604,1564830200.01,1.3043845,-0.37811835,74.735727,-21.664586,2.532016,849.2147,1.5974757,1.5430783,-0.04062547,-0.030724785,0.170695,1.5974757,1.5430783,1.3645532,1.3180873,11.792967,11.835675,0.20004,0.19253,0.00355,0.037938,0.041488,47.502289,0.81989,891.228411,288.953165
800,63308.916,1647208756.53,1.9025467,0.65139845,109.007896,37.322382,0.71017165,247.55129,1.4624655,1.3913438,0.048042568,0.038639026,0.0537021,1.4624655,1.3913438,1.3879307,1.3204337,11.889421,11.927815,0.18165,0.17226,0.002774,0.026724,0.029498,60.714109,0.75825,249.760587,69.561114
801,62547.117,1581389324.49,5.0345295,-0.10528752,288.457292,-6.032531,2.3307377,408.09125,1.4472103,1.3344506,-0.0085973089,-0.011600087,0.0865409,1.4472103,1.3344506,1.3319428,1.2281642,11.899593,11.952695,0.1796,0.16487,0.002688,0.028399,0.031087,65.018998,0.688879,655.7686,225.650306
802,63268.8171,1643744218.97,1.8542724,0.39302406,106.241983,22.51862,0.16075327,957.82991,1.8065271,1.5379645,0.033678936,-0.011989479,0.1903062,1.8065271,1.5379645,1.5176995,1.2920747,11.536896,11.840771,0.23124,0.19181,0.005454,0.002412,0.007866,41.426481,0.987107,1053.612637,371.00705
803,61215.062,1466299776.14,3.8054228,0.94453367,218.034666,54.117793,0.6000029,452.24654,1.4520572,1.3822737,-0.006300485,-0.040016045,0.09534,1.4520572,1.3822737,1.325668,1.2619585,11.896201,11.931723,0.18025,0.17108,0.002726,0.042406,0.045131,33.139995,0.825334,443.922397,135.385329
804,63848.0317,1693788357.14,0.5003835,1.1879521,28.669863,68.064642,0.45477358,936.92206,1.7007751,1.5755019,0.0034063429,0.012706665,0.1865606,1.7007751,1.5755019,1.4333656,1.3277888,11.68686,11.811085,0.21491,0.19698,0.004202,0.011706,0.015908,30.560094,0.898361,1133.396622,309.474994
805,64291.7638,1732126813.35,1.5485408,-0.23339404,88.724852,-13.372493,1.3302971,532.86129,1.5573785,1.4973737,0.031896684,-0.020852852,0.1111686,1.5573785,1.4973737,1.4015681,1.3475666,11.824802,11.868033,0.19449,0.18632,0.003294,0.03095,0.034244,26.67743,0.238188,1248.574256,295.644341
806,63270.6789,1643905070.77,3.02959,1.4314307,173.582721,82.014938,2.3340038,125.26807,1.4571657,1.3654155,-0.018931503,-0.013917687,0.0276898,1.4571657,1.3654155,1.4179042,1.3286261,11.892827,11.939452,0.18094,0.16888,0.002736,0.041368,0.044104,18.458855,0.691243,140.758304,29.172117
